Сотрудник 1: Андреев Иван Егорович; IT-отдел; Начальник (руководитель) бригады (группы); 269866
Сотрудник 424: Кузнецова Ирина Мироновна; Маркетинговый отдел; Начальник лаборатории (бюро) по организации труда и управления производством; 265471
Сотрудник 425: Кузьмина Майя Дмитриевна; Маркетинговый отдел; Научный сотрудник; 450995
Сотрудник 426: Макарова Анастасия Михайловна; Маркетинговый отдел; Инженер по инструменту; 471889
Сотрудник 427: Макарова Яна Данииловна; Маркетинговый отдел; Коммивояжер; 201126
Сотрудник 428: Максимов Иван Маркович; Маркетинговый отдел; Художник; 101126
Сотрудник 429: Максимов Никита Фёдорович; Маркетинговый отдел; Хронометражист; 348528
Сотрудник 430: Максимов Павел Никитич; Маркетинговый отдел; Инженер по комплектации оборудования; 175972
Сотрудник 431: Морозов Лев Фёдорович; Маркетинговый отдел; Экономист; 430209
Сотрудник 432: Мухин Михаил Михайлович; Маркетинговый отдел; Начальник отдела материально-технического снабжения; 382483
Сотрудник 433: Прокофьев Тимофей Васильевич; Маркетинговый отдел; Инженер по патентной и изобретательской работе; 351854
Сотрудник 434: Рыжов Артём Дмитриевич; Маркетинговый отдел; Главный конструктор проекта; 421550
Сотрудник 435: Смирнов Алексей Глебович; Маркетинговый отдел; Биржевой маклер; 335353
Сотрудник 436: Смирнов Андрей Михайлович; Маркетинговый отдел; Директор (начальник) вычислительного (информационно - вычислительного) центра; 487513
Сотрудник 437: Смирнов Пётр Викторович; Маркетинговый отдел; Начальник гаража; 149801
Сотрудник 438: Соколов Захар Иванович; Маркетинговый отдел; Нарядчик; 198509
Сотрудник 439: Сорокина Екатерина Александровна; Маркетинговый отдел; Эксперт по оценке соответствия лифтов требованиям безопасности; 435795
Сотрудник 440: Старостин Гордей Александрович; Маркетинговый отдел; Чертежник; 477847
Сотрудник 441: Степанова Алиса Михайловна; Маркетинговый отдел; Начальник (руководитель) бригады (группы); 268882
Сотрудник 442: Субботина Алиса Михайловна; Маркетинговый отдел; Заместитель директора по управлению персоналом; 220112
Сотрудник 443: Уткин Вячеслав Андреевич; Маркетинговый отдел; Заведующий хозяйством; 150760
Сотрудник 444: Федоров Михаил Тимофеевич; Маркетинговый отдел; Инструктор-дактилолог; 187906
Сотрудник 445: Чернышева Мария Данииловна; Маркетинговый отдел; Инженер по подготовке производства; 170641
Сотрудник 446: Шульгина София Данииловна; Маркетинговый отдел; Переводчик-дактилолог; 488152
Сотрудник 447: Яковлева Владислава Дмитриевна; Маркетинговый отдел; Заведующий фотолабораторией; 264797
Сотрудник 448: Александрова Елизавета Артёмовна; Медицинский отдел; Директор типографии; 462798
Сотрудник 449: Алексеев Матвей Юрьевич; Медицинский отдел; Корректор; 123791
Сотрудник 450: Баженова Ольга Кирилловна; Медицинский отдел; Агент рекламный; 424333
Сотрудник 451: Белов Иван Максимович; Медицинский отдел; Инженер по патентной и изобретательской работе; 204444
Сотрудник 452: Бирюкова Екатерина Михайловна; Медицинский отдел; Оператор диспетчерской движения и погрузочно-разгрузочных работ; 452577
Сотрудник 453: Горшкова Вероника Егоровна; Медицинский отдел; Инженер по научно-технической информации; 117627
Сотрудник 454: Громов Матвей Артёмович; Медицинский отдел; Специалист по связям с инвесторами; 408202
Сотрудник 455: Золотарев Александр Дмитриевич; Медицинский отдел; Секретарь-стенографистка; 474777
Сотрудник 456: Иванов Александр Михайлович; Медицинский отдел; Выпускающий; 354348
Сотрудник 457: Иванов Макар Вячеславович; Медицинский отдел; Начальник отдела информации; 475363
Сотрудник 458: Иванова Ангелина Владимировна; Медицинский отдел; Корректор; 431807
Сотрудник 459: Карпова Анна Михайловна; Медицинский отдел; Юрисконсульт; 167771
Сотрудник 460: Ковалева Александра Савельевна; Медицинский отдел; Заведующий (начальник) научно - исследовательским отделом (отделением, лабораторией) института; 253585
Сотрудник 461: Кузнецов Сергей Ильич; Медицинский отдел; Специалист по связям с общественностью; 313136
Сотрудник 462: Леонова Валерия Никитична; Медицинский отдел; Лаборант; 372410
Сотрудник 463: Лукин Дмитрий Артёмович; Медицинский отдел; Учетчик; 410896
Сотрудник 464: Майоров Тимофей Сергеевич; Медицинский отдел; Кассир; 150553
Сотрудник 465: Макаров Алексей Богданович; Медицинский отдел; Инженер по инструменту; 143367
Сотрудник 466: Максимов Фёдор Маркович; Медицинский отдел; Нарядчик; 469026
Сотрудник 467: Михайлов Даниил Даниилович; Медицинский отдел; Начальник (руководитель) бригады (группы); 426792
Сотрудник 468: Михайлова Мирослава Артёмовна; Медицинский отдел; Главный энергетик; 446726
Сотрудник 469: Моисеев Тимофей Маркович; Медицинский отдел; Заведующий аспирантурой; 432067
Сотрудник 470: Назаров Ярослав Фёдорович; Медицинский отдел; Техник - программист; 278527
Сотрудник 471: Никитина Мирослава Михайловна; Медицинский отдел; Главный конструктор; 393895
Сотрудник 472: Полякова Диана Сергеевна; Медицинский отдел; Техник-конструктор; 275833
Сотрудник 473: Пономарева Ульяна Кирилловна; Медицинский отдел; Экономист; 102363
Сотрудник 474: Прокофьева Анна Романовна; Медицинский отдел; Техник по инвентаризации строений и сооружений; 200465
Сотрудник 475: Румянцева Вероника Александровна; Медицинский отдел; (начальник) научноисследовательским сектором (лабораторией), входящим в состав научно - исследовательского отдела (отделения, лаборатории) института; 403444
Сотрудник 476: Рябов Кирилл Егорович; Медицинский отдел; Инженер-электроник (электроник); 306831
Сотрудник 477: Савин Тихон Лукич; Медицинский отдел; Агент по закупкам; 279452
Сотрудник 478: Семенова Ольга Ивановна; Медицинский отдел; Научный редактор; 114489
Сотрудник 479: Синицын Роман Борисович; Медицинский отдел; Мастер контрольный (участка, цеха); 233622
Сотрудник 480: Сотников Артём Иванович; Медицинский отдел; Инженер по охране окружающей среды (эколог); 498215
Сотрудник 481: Старостин Гордей Александрович; Медицинский отдел; Главный металлург; 225111
Сотрудник 482: Тарасов Святослав Никитич; Медицинский отдел; Техник по инвентаризации строений и сооружений; 332183
Сотрудник 483: Федоров Михаил Тимофеевич; Медицинский отдел; Консультант по налогам и сборам; 489653
Сотрудник 484: Черкасов Дмитрий Михайлович; Медицинский отдел; Художник; 276258
Сотрудник 485: Черных Тимофей Сергеевич; Медицинский отдел; Агент по закупкам; 147846
Сотрудник 486: Балашова Алиса Максимовна; Научно-исследовательский отдел; Агент страховой; 232018
Сотрудник 487: Белов Иван Максимович; Научно-исследовательский отдел; Техник - программист; 456573
Сотрудник 488: Бессонов Михаил Артёмович; Научно-исследовательский отдел; Техник; 128734
Сотрудник 489: Бирюкова Екатерина Михайловна; Научно-исследовательский отдел; Заведующий общежитием; 277598
Сотрудник 490: Васильев Владимир Николаевич; Научно-исследовательский отдел; Техник по планированию; 273069
Сотрудник 491: Васильева Алиса Тимофеевна; Научно-исследовательский отдел; Экономист по финансовой работе; 421615
Сотрудник 492: Герасимова Кира Ярославовна; Научно-исследовательский отдел; Начальник отдела стандартизации; 300144
Сотрудник 493: Голубев Григорий Максимович; Научно-исследовательский отдел; Инженер по подготовке кадров; 257249
Сотрудник 494: Григорьева Вероника Ивановна; Научно-исследовательский отдел; Начальник отдела контроля качества; 381942
Сотрудник 495: Гуляев Кирилл Никитич; Научно-исследовательский отдел; Инженер по инвентаризации строений и сооружений; 311799
Сотрудник 496: Ефимов Михаил Даниилович; Научно-исследовательский отдел; Агент торговый; 317998
Сотрудник 497: Иванов Арсений Антонович; Научно-исследовательский отдел; Психолог; 440804
Сотрудник 498: Иванов Матвей Маркович; Научно-исследовательский отдел; Директор (начальник) вычислительного (информационно - вычислительного) центра; 372765
Сотрудник 499: Ильин Артём Даниилович; Научно-исследовательский отдел; Инженер по наладке и испытаниям; 225668
Сотрудник 500: Карпов Михаил Всеволодович; Научно-исследовательский отдел; Чертежник; 443010
Сотрудник 501: Климов Алексей Иванович; Научно-исследовательский отдел; Лаборант; 349116
Сотрудник 502: Козлов Вадим Михайлович; Научно-исследовательский отдел; Главный металлург; 213593
Сотрудник 503: Колесников Лев Янович; Научно-исследовательский отдел; Брокер торговый; 320690
Сотрудник 504: Короткова Василиса Ярославовна; Научно-исследовательский отдел; Заведующий архивом; 364341
Сотрудник 505: Котова Василиса Васильевна; Научно-исследовательский отдел; Инспектор по контролю за исполнением поручений; 226965
Сотрудник 506: Кочетков Лев Павлович; Научно-исследовательский отдел; Начальник отдела патентной и изобретательской работы; 495441
Сотрудник 507: Краснова Ксения Лукинична; Научно-исследовательский отдел; Архивариус; 479914
Сотрудник 508: Кузнецов Михаил Андреевич; Научно-исследовательский отдел; Начальник финансового отдела; 363207
Сотрудник 509: Кузьмин Ярослав Константинович; Научно-исследовательский отдел; Заведующий научно-технической библиотекой; 192646
Сотрудник 510: Куликова Варвара Николаевна; Научно-исследовательский отдел; Начальник исследовательской лаборатории; 369736
Сотрудник 511: Лапин Гордей Демидович; Научно-исследовательский отдел; Экономист; 499932
Сотрудник 512: Меркулова Алиса Дмитриевна; Научно-исследовательский отдел; Начальник отдела организации и оплаты труда; 123784
Сотрудник 513: Молчанов Михаил Робертович; Научно-исследовательский отдел; Мастер контрольный (участка, цеха); 268714
Сотрудник 514: Новиков Артемий Глебович; Научно-исследовательский отдел; Инженер-технолог (технолог); 190298
Сотрудник 515: Новикова Варвара Максимовна; Научно-исследовательский отдел; Финансовый директор (заместитель директора по финансам); 236111
Сотрудник 516: Петрова Екатерина Артёмовна; Научно-исследовательский отдел; Экономист по планированию; 249342
Сотрудник 517: Постникова Ева Фёдоровна; Научно-исследовательский отдел; Начальник центральной заводской лаборатории; 270067
Сотрудник 518: Румянцев Александр Григорьевич; Научно-исследовательский отдел; Копировщик; 212479
Сотрудник 519: Семенова Мирослава Олеговна; Научно-исследовательский отдел; Кодификатор; 390088
Сотрудник 520: Семина София Алексеевна; Научно-исследовательский отдел; Начальник гаража; 253781
Сотрудник 521: Смирнов Пётр Викторович; Научно-исследовательский отдел; Начальник отдела маркетинга; 254429
Сотрудник 522: Смирнова Полина Егоровна; Научно-исследовательский отдел; Ведущий инженер; 454411
Сотрудник 523: Суворов Егор Андреевич; Научно-исследовательский отдел; Учетчик; 170602
Сотрудник 524: Троицкий Кирилл Иванович; Научно-исследовательский отдел; Кассир; 211794
Сотрудник 525: Федосова Мирослава Тихоновна; Научно-исследовательский отдел; Начальник производственного отдела; 398980
Сотрудник 526: Шапошников Тимофей Макарович; Научно-исследовательский отдел; Начальник отдела охраны окружающей среды; 321473
Сотрудник 527: Абрамова Мия Николаевна; Отдел event-менеджмента; Директор типографии; 302484
Сотрудник 528: Алексеева Арина Руслановна; Отдел event-менеджмента; Инженер по подготовке производства; 226601
Сотрудник 529: Архипов Сергей Александрович; Отдел event-менеджмента; Начальник ремонтного цеха; 496925
Сотрудник 530: Балашов Роман Дмитриевич; Отдел event-менеджмента; Начальник отдела охраны окружающей среды; 196897
Сотрудник 531: Вавилов Юрий Михайлович; Отдел event-менеджмента; Специалист по маркетингу; 148588
Сотрудник 532: Васильев Никита Всеволодович; Отдел event-менеджмента; Начальник отдела комплектации оборудования; 217343
Сотрудник 533: Волков Артур Даниилович; Отдел event-менеджмента; Механик; 158971
Сотрудник 534: Волкова Варвара Тимуровна; Отдел event-менеджмента; Крупье; 452489
Сотрудник 535: Гаврилова Елизавета Леонидовна; Отдел event-менеджмента; Специалист по оценке соответствия лифтов требованиям безопасности; 285556
Сотрудник 536: Гончарова Анастасия Макаровна; Отдел event-менеджмента; Заведующий (начальник) научно - исследовательским отделом (отделением, лабораторией) института; 326559
Сотрудник 537: Григорьев Игорь Ярославович; Отдел event-менеджмента; Эксперт по оценке соответствия лифтов требованиям безопасности; 314028
Сотрудник 538: Ермилов Андрей Гордеевич; Отдел event-менеджмента; Экономист по труду; 219505
Сотрудник 539: Жуков Владимир Максимович; Отдел event-менеджмента; Заведующая машинописным бюро; 442318
Сотрудник 540: Иванов Арсений Антонович; Отдел event-менеджмента; Главный инженер; 279770
Сотрудник 541: Иванова Зоя Ивановна; Отдел event-менеджмента; Инженер по защите информации; 387056
Сотрудник 542: Иванова Мария Тимуровна; Отдел event-менеджмента; Инженер по метрологии; 368552
Сотрудник 543: Иванова София Маратовна; Отдел event-менеджмента; Агент по продаже недвижимости; 457182
Сотрудник 544: Ковалев Егор Александрович; Отдел event-менеджмента; Начальник отдела материально-технического снабжения; 362268
Сотрудник 545: Кольцов Кирилл Александрович; Отдел event-менеджмента; Начальник отдела подготовки кадров; 437696
Сотрудник 546: Кочеткова Василиса Михайловна; Отдел event-менеджмента; Руководитель группы по инвентаризации строений и сооружений; 170810
Сотрудник 547: Крюкова Виктория Кирилловна; Отдел event-менеджмента; Ассистент инспектора фонда; 384458
Сотрудник 548: Кузьмин Арсений Григорьевич; Отдел event-менеджмента; Эксперт по оценке соответствия лифтов требованиям безопасности; 440941
Сотрудник 549: Лукьянов Максим Даниилович; Отдел event-менеджмента; Специалист по защите информации; 433796
Сотрудник 550: Маслова Александра Алексеевна; Отдел event-менеджмента; Финансовый директор (заместитель директора по финансам); 449043
Сотрудник 551: Митрофанов Артём Анатольевич; Отдел event-менеджмента; Заместитель директора по управлению персоналом; 197851
Сотрудник 552: Молчанов Михаил Робертович; Отдел event-менеджмента; Начальник (руководитель) бригады (группы); 353891
Сотрудник 553: Новиков Артемий Глебович; Отдел event-менеджмента; Заведующий копировально-множительным бюро; 337493
Сотрудник 554: Орлова Анастасия Никитична; Отдел event-менеджмента; Методист по физической культуре; 432433
Сотрудник 555: Пименов Лев Тимурович; Отдел event-менеджмента; Заведующий столовой; 310193
Сотрудник 556: Савельев Владимир Максимович; Отдел event-менеджмента; Заместитель директора по коммерческим вопросам; 269966
Сотрудник 557: Самсонов Роман Александрович; Отдел event-менеджмента; Инженер по комплектации оборудования; 374268
Сотрудник 558: Симонова София Данииловна; Отдел event-менеджмента; Техник-технолог; 174263
Сотрудник 559: Сорокина София Никитична; Отдел event-менеджмента; Ведущий научный сотрудник; 118401
Сотрудник 560: Старостин Гордей Александрович; Отдел event-менеджмента; Заведующая машинописным бюро; 497156
Сотрудник 561: Суханов Виктор Андреевич; Отдел event-менеджмента; Агент торговый; 473059
Сотрудник 562: Абрамов Пётр Львович; Отдел автоматизации; Заведующий (начальник) отделом научно-технической информации; 379238
Сотрудник 563: Абрамова Мия Николаевна; Отдел автоматизации; Агент по продаже недвижимости; 452543
Сотрудник 564: Балашов Роман Дмитриевич; Отдел автоматизации; Главный специалист по защите информации; 259979
Сотрудник 565: Беспалова Анастасия Никитична; Отдел автоматизации; Администратор; 310400
Сотрудник 566: Бессонова Алиса Тимофеевна; Отдел автоматизации; Администратор; 394107
Сотрудник 567: Васильев Артём Николаевич; Отдел автоматизации; Оценщик; 374533
Сотрудник 568: Дементьева Мария Мирославовна; Отдел автоматизации; Агент рекламный; 304239
Сотрудник 569: Ершов Даниил Алексеевич; Отдел автоматизации; Начальник отдела по связям с общественностью; 366334
Сотрудник 570: Жуков Степан Максимович; Отдел автоматизации; Главный редактор; 207027
Сотрудник 571: Захаров Артём Русланович; Отдел автоматизации; Редактор; 140712
Сотрудник 572: Иванов Марк Фёдорович; Отдел автоматизации; Секретарь - машинистка; 309470
Сотрудник 573: Иванова Карина Николаевна; Отдел автоматизации; Архитектор; 220988
Сотрудник 574: Киселева Валерия Евгеньевна; Отдел автоматизации; Техник по труду; 287097
Сотрудник 575: Ковалева Мария Богдановна; Отдел автоматизации; Экономист по бухгалтерскому учету и анализу хозяйственной деятельности; 120204
Сотрудник 576: Кононова Таисия Никитична; Отдел автоматизации; Консультант по налогам и сборам; 135602
Сотрудник 577: Кузнецова Варвара Данииловна; Отдел автоматизации; Главный специалист в основном отделе (архитектурнопланировочной мастерской); 224049
Сотрудник 578: Леонова Валерия Никитична; Отдел автоматизации; Инженер-проектировщик; 344666
Сотрудник 579: Лосев Иван Михайлович; Отдел автоматизации; Статистик; 269026
Сотрудник 580: Лукьянов Максим Даниилович; Отдел автоматизации; Научный сотрудник; 497880
Сотрудник 581: Львов Виктор Сергеевич; Отдел автоматизации; Экспедитор по перевозке грузов; 307784
Сотрудник 582: Маркелова Дарья Дмитриевна; Отдел автоматизации; Методист по физической культуре; 330282
Сотрудник 583: Мешков Глеб Адамович; Отдел автоматизации; Инженер-технолог (технолог); 303357
Сотрудник 584: Миронов Дмитрий Николаевич; Отдел автоматизации; Техник; 321378
Сотрудник 585: Миронова Ксения Сергеевна; Отдел автоматизации; Инспектор по кадрам; 180081
Сотрудник 586: Михайлова Ева Филиповна; Отдел автоматизации; Заведующий отделом (бюро) оформления проектных материалов; 333299
Сотрудник 587: Михайлова София Викторовна; Отдел автоматизации; Начальник лаборатории (бюро) социологии труда; 203587
Сотрудник 588: Морозова Мария Романовна; Отдел автоматизации; Заведующий чертежно-копировальным бюро; 405903
Сотрудник 589: Никитина Мирослава Михайловна; Отдел автоматизации; Заведующий фотолабораторией; 326436
Сотрудник 590: Овчинникова София Данииловна; Отдел автоматизации; Главный конструктор проекта; 189063
Сотрудник 591: Орлов Иван Павлович; Отдел автоматизации; Оценщик; 195304
Сотрудник 592: Петрова Екатерина Артёмовна; Отдел автоматизации; Начальник цеха (участка); 164552
Сотрудник 593: Попова Мария Константиновна; Отдел автоматизации; Научный редактор; 206337
Сотрудник 594: Прохорова Мария Максимовна; Отдел автоматизации; Агент по снабжению; 357505
Сотрудник 595: Савельева Анна Евгеньевна; Отдел автоматизации; Калькулятор; 316408
Сотрудник 596: Софронова Марина Фёдоровна; Отдел автоматизации; Техник по инвентаризации строений и сооружений; 129617
Сотрудник 597: Щукина Вероника Александровна; Отдел автоматизации; Специалист по промышленной безопасности подъемных сооружений; 307012
Сотрудник 598: Яковлев Арсений Максимович; Отдел автоматизации; Заведующий техническим архивом; 366509
Сотрудник 599: Андреев Михаил Филиппович; Отдел безопасности; Инструктор-дактилолог; 450262
Сотрудник 600: Анисимова Варвара Михайловна; Отдел безопасности; Начальник исследовательской лаборатории; 495566
Сотрудник 601: Белоусов Иван Матвеевич; Отдел безопасности; Специалист по связям с общественностью; 284298
Сотрудник 602: Булатова Анна Михайловна; Отдел безопасности; Менеджер по персоналу; 226766
Сотрудник 603: Виноградова Варвара Игоревна; Отдел безопасности; Комендант; 105865
Сотрудник 604: Гончаров Дмитрий Львович; Отдел безопасности; Специалист по автотехнической экспертизе (эксперт-автотехник); 341499
Сотрудник 605: Григорьев Александр Артёмович; Отдел безопасности; Начальник технического отдела; 262001
Сотрудник 606: Егорова Василиса Юрьевна; Отдел безопасности; Научный редактор; 192294
Сотрудник 607: Жданова София Александровна; Отдел безопасности; Заведующий (начальник) отделом научно-технической информации; 201619
Сотрудник 608: Захаров Кирилл Алексеевич; Отдел безопасности; Кодификатор; 274222
Сотрудник 609: Золотарев Александр Дмитриевич; Отдел безопасности; Инспектор по контролю за исполнением поручений; 106831
Сотрудник 610: Иванова Арина Никитична; Отдел безопасности; Инженер по стандартизации; 274289
Сотрудник 611: Иванова Ксения Филиповна; Отдел безопасности; Заместитель директора по связям с общественностью; 333311
Сотрудник 612: Исаев Семён Георгиевич; Отдел безопасности; Техник; 111176
Сотрудник 613: Карпов Михаил Всеволодович; Отдел безопасности; Заведующий отделом (бюро) оформления проектных материалов; 131870
Сотрудник 614: Ковалев Егор Александрович; Отдел безопасности; Главный ландшафтный архитектор проекта; 269663
Сотрудник 615: Куликова Арина Алексеевна; Отдел безопасности; Начальник отдела капитального строительства; 396431
Сотрудник 616: Лаврова Вероника Михайловна; Отдел безопасности; Главный механик; 477262
Сотрудник 617: Лапин Гордей Демидович; Отдел безопасности; Руководитель группы по инвентаризации строений и сооружений; 207102
Сотрудник 618: Лапин Гордей Демидович; Отдел безопасности; Заместитель директора по управлению персоналом; 250763
Сотрудник 619: Литвинова Валерия Данииловна; Отдел безопасности; Инженер; 354068
Сотрудник 620: Лукьянов Иван Матвеевич; Отдел безопасности; Главный ландшафтный архитектор проекта; 286733
Сотрудник 621: Лукьянов Максим Даниилович; Отдел безопасности; Таксировщик; 215678
Сотрудник 622: Мельникова Мирослава Данииловна; Отдел безопасности; Эксперт дорожного хозяйства; 206823
Сотрудник 623: Минаева Екатерина Марковна; Отдел безопасности; Переводчик; 125356
Сотрудник 624: Морозов Кирилл Максимович; Отдел безопасности; Экономист по договорной и претензионной работе; 156662
Сотрудник 625: Николаев Александр Даниилович; Отдел безопасности; Техник-лаборант; 391685
Сотрудник 626: Новиков Артемий Глебович; Отдел безопасности; Техник; 104397
Сотрудник 627: Павлова Дарина Артёмовна; Отдел безопасности; Начальник ремонтного цеха; 359244
Сотрудник 628: Прохорова Алиса Петровна; Отдел безопасности; Главный технолог; 248497
Сотрудник 629: Сомова Таисия Михайловна; Отдел безопасности; Научный редактор; 110603
Сотрудник 630: Сухарев Максим Максимович; Отдел безопасности; Старший научный сотрудник; 239999
Сотрудник 631: Сычева Кристина Романовна; Отдел безопасности; Таксировщик; 164754
Сотрудник 632: Терентьев Дмитрий Вячеславович; Отдел безопасности; Мастер контрольный (участка, цеха); 363366
Сотрудник 633: Токарев Арсений Кириллович; Отдел безопасности; Машинистка; 339766
Сотрудник 634: Федоров Даниил Михайлович; Отдел безопасности; Заведующий конструкторским отделом; 354925
Сотрудник 635: Фомин Матвей Дмитриевич; Отдел безопасности; Секретарь незрячего специалиста; 327833
Сотрудник 636: Чернышева Анастасия Михайловна; Отдел безопасности; Начальник отдела маркетинга; 353215
Сотрудник 637: Акимова Ангелина Львовна; Отдел внутреннего контроля; Экономист по бухгалтерскому учету и анализу хозяйственной деятельности; 285237
Сотрудник 638: Акимова Ангелина Львовна; Отдел внутреннего контроля; Главный конструктор; 353896
Сотрудник 639: Антипова Анастасия Тимофеевна; Отдел внутреннего контроля; Заместитель директора по связям с общественностью; 473547
Сотрудник 640: Балашова Алиса Максимовна; Отдел внутреннего контроля; Начальник отдела автоматизации и механизации производственных процессов; 231706
Сотрудник 641: Белова Анастасия Вадимовна; Отдел внутреннего контроля; Оценщик; 219724
Сотрудник 642: Булатова Анна Михайловна; Отдел внутреннего контроля; Заведующий столовой; 188281
Сотрудник 643: Васильев Кирилл Вадимович; Отдел внутреннего контроля; Корректор; 263610
Сотрудник 644: Васильев Михаил Андреевич; Отдел внутреннего контроля; Кассир; 293490
Сотрудник 645: Васильева София Михайловна; Отдел внутреннего контроля; Начальник отдела информации; 223170
Сотрудник 646: Винокуров Иван Васильевич; Отдел внутреннего контроля; Инженер по организации управления производством; 268532
Сотрудник 647: Волков Артур Даниилович; Отдел внутреннего контроля; Заместитель директора (начальника) учреждения (организации) по научной работе. Главный инженер учреждения (организации); 170286
Сотрудник 648: Журавлева Виктория Данииловна; Отдел внутреннего контроля; Художественный редактор; 325764
Сотрудник 649: Захаров Никита Константинович; Отдел внутреннего контроля; Технический редактор; 493067
Сотрудник 650: Зубков Максим Владиславович; Отдел внутреннего контроля; Экономист по финансовой работе; 168988
Сотрудник 651: Иванов Владимир Глебович; Отдел внутреннего контроля; Начальник лаборатории (бюро) социологии труда; 182237
Сотрудник 652: Иванов Марк Фёдорович; Отдел внутреннего контроля; Инженер-технолог (технолог); 214288
Сотрудник 653: Ильин Серафим Леонидович; Отдел внутреннего контроля; Менеджер; 487807
Сотрудник 654: Кириллова Мария Тихоновна; Отдел внутреннего контроля; Механик; 284194
Сотрудник 655: Козлов Вадим Михайлович; Отдел внутреннего контроля; Заведующий техническим архивом; 306948
Сотрудник 656: Колесников Лев Янович; Отдел внутреннего контроля; Ландшафтный архитектор; 478038
Сотрудник 657: Корнилова Алиса Денисовна; Отдел внутреннего контроля; Главный редактор; 221882
Сотрудник 658: Кочетова Евгения Константиновна; Отдел внутреннего контроля; Эксперт по оценке соответствия лифтов требованиям безопасности; 303403
Сотрудник 659: Крюкова Виктория Кирилловна; Отдел внутреннего контроля; Биржевой маклер; 470900
Сотрудник 660: Кузнецов Алексей Егорович; Отдел внутреннего контроля; Руководитель подразделения; 276253
Сотрудник 661: Лебедева Виктория Александровна; Отдел внутреннего контроля; Специалист по защите информации; 361227
Сотрудник 662: Леонов Савва Кириллович; Отдел внутреннего контроля; Главный метролог; 417671
Сотрудник 663: Литвинова Валерия Данииловна; Отдел внутреннего контроля; Аудитор; 431777
Сотрудник 664: Литвинова Юлия Андреевна; Отдел внутреннего контроля; Учетчик; 442497
Сотрудник 665: Макарова Анастасия Михайловна; Отдел внутреннего контроля; Дежурный бюро пропусков; 205356
Сотрудник 666: Мальцева Арина Данииловна; Отдел внутреннего контроля; Инженер-лаборант; 455654
Сотрудник 667: Матвеева Анна Петровна; Отдел внутреннего контроля; Экспедитор; 238140
Сотрудник 668: Молчанова Антонина Романовна; Отдел внутреннего контроля; Начальник отдела капитального строительства; 495905
Сотрудник 669: Некрасова Виктория Львовна; Отдел внутреннего контроля; Главный инженер; 192893
Сотрудник 670: Пименова Полина Львовна; Отдел внутреннего контроля; Экономист; 401459
