Сотрудник 1: Алексеев Матвей Юрьевич; IT-отдел; Начальник отдела патентной и изобретательской работы; 223554
Сотрудник 390: Горюнова Екатерина Никитична; Контакт-центр; Инспектор по контролю за исполнением поручений; 113044
Сотрудник 391: Гусев Семён Владиславович; Контакт-центр; Техник-лаборант; 441931
Сотрудник 392: Данилов Артём Всеволодович; Контакт-центр; Техник - программист; 387389
Сотрудник 393: Денисова Мария Николаевна; Контакт-центр; Секретарь руководителя; 477344
Сотрудник 394: Евдокимов Никита Дмитриевич; Контакт-центр; Оператор диспетчерской службы; 268267
Сотрудник 395: Егоров Сергей Ильич; Контакт-центр; Менеджер по связям с общественностью; 285824
Сотрудник 396: Ефремов Фёдор Миронович; Контакт-центр; Инспектор по кадрам; 304207
Сотрудник 397: Зуева Вера Арсеньевна; Контакт-центр; Заместитель директора (начальника) учреждения (организации) по научной работе. Главный инженер учреждения (организации); 130324
Сотрудник 398: Иванова Мария Тимуровна; Контакт-центр; Инженер по комплектации оборудования; 436499
Сотрудник 399: Казакова Милана Ивановна; Контакт-центр; Техник - программист; 229009
Сотрудник 400: Ковалев Егор Александрович; Контакт-центр; Экономист по договорной и претензионной работе; 296133
Сотрудник 401: Колесникова Арина Мироновна; Контакт-центр; Табельщик; 447811
Сотрудник 402: Корчагин Михаил Константинович; Контакт-центр; Табельщик; 149384
Сотрудник 403: Крюкова Виктория Кирилловна; Контакт-центр; Начальник центральной заводской лаборатории; 127889
Сотрудник 404: Кудряшов Арсений Макарович; Контакт-центр; Аналитик; 183943
Сотрудник 405: Лебедев Александр Георгиевич; Контакт-центр; Инженер по инвентаризации строений и сооружений; 184725
Сотрудник 406: Литвинов Артём Ильич; Контакт-центр; Бухгалтер; 249193
Сотрудник 407: Лукьянов Владимир Миронович; Контакт-центр; Аналитик; 110781
Сотрудник 408: Майоров Тимофей Сергеевич; Контакт-центр; Инженер-энергетик (энергетик); 397759
Сотрудник 409: Малышев Арсений Германович; Контакт-центр; Инженер по надзору за строительством; 408747
Сотрудник 410: Мальцева Кристина Викторовна; Контакт-центр; Заведующий (начальник) отделом научно-технической информации; 176331
Сотрудник 411: Марков Глеб Михайлович; Контакт-центр; Эксперт по оценке соответствия лифтов требованиям безопасности; 495359
Сотрудник 412: Михайлов Константин Артёмович; Контакт-центр; Бухгалтер-ревизор; 451343
Сотрудник 413: Нестерова Варвара Александровна; Контакт-центр; Корректор; 417429
Сотрудник 414: Новиков Егор Иванович; Контакт-центр; Начальник отдела стандартизации; 339784
Сотрудник 415: Панкратов Дмитрий Кириллович; Контакт-центр; Агент торговый; 470426
Сотрудник 416: Петров Егор Дмитриевич; Контакт-центр; Начальник отдела подготовки кадров; 340715
Сотрудник 417: Петрова Алиса Никитична; Контакт-центр; Техник - программист; 489995
Сотрудник 418: Петрова Таисия Михайловна; Контакт-центр; Директор (генеральный директор, управляющий) предприятия; 438453
Сотрудник 419: Поляков Алексей Львович; Контакт-центр; Начальник отдела кадров; 487102
Сотрудник 420: Попов Алексей Даниилович; Контакт-центр; Инженер-проектировщик; 454549
Сотрудник 421: Попова Вера Матвеевна; Контакт-центр; Экспедитор; 319789
Сотрудник 422: Рудакова София Степановна; Контакт-центр; Заведующий камерой хранения; 360181
Сотрудник 423: Семенова Мирослава Семёновна; Контакт-центр; Начальник отдела стандартизации; 377599
Сотрудник 424: Титов Марат Андреевич; Контакт-центр; Аудитор; 274970
Сотрудник 425: Токарев Арсений Кириллович; Контакт-центр; Архитектор; 258513
Сотрудник 426: Харитонов Денис Владимирович; Контакт-центр; Специалист по маркетингу; 237770
Сотрудник 427: Харитонов Денис Владимирович; Контакт-центр; Менеджер по персоналу; 474187
Сотрудник 428: Шевелев Тимофей Саввич; Контакт-центр; Начальник юридического отдела; 368327
Сотрудник 429: Артамонов Даниил Иванович; Логистический отдел; Табельщик; 303606
Сотрудник 430: Архипова Анастасия Александровна; Логистический отдел; Мастер контрольный (участка, цеха); 106118
Сотрудник 431: Булгаков Лев Михайлович; Логистический отдел; Инженер по патентной и изобретательской работе; 423476
Сотрудник 432: Васильев Даниил Маркович; Логистический отдел; Начальник отдела автоматизации и механизации производственных процессов; 413330
Сотрудник 433: Васильев Николай Матвеевич; Логистический отдел; Оператор диспетчерской службы; 180367
Сотрудник 434: Васильева Анна Андреевна; Логистический отдел; Эксперт по промышленной безопасности подъемных сооружений; 493106
Сотрудник 435: Винокуров Иван Васильевич; Логистический отдел; Инженер по качеству; 437532
Сотрудник 436: Воробьева Милана Игоревна; Логистический отдел; Начальник лаборатории (бюро) технико - экономических исследований; 361057
Сотрудник 437: Герасимова Кира Ярославовна; Логистический отдел; Юрисконсульт; 200876
Сотрудник 438: Голованов Григорий Платонович; Логистический отдел; Инженер; 464690
Сотрудник 439: Горячев Николай Даниилович; Логистический отдел; Директор (генеральный директор, управляющий) предприятия; 429130
Сотрудник 440: Гуляев Кирилл Никитич; Логистический отдел; Начальник отдела автоматизированной системы управления производством; 275557
Сотрудник 441: Денисова Мария Николаевна; Логистический отдел; Консультант по налогам и сборам; 397723
Сотрудник 442: Жукова Валерия Игоревна; Логистический отдел; Начальник исследовательской лаборатории; 142105
Сотрудник 443: Зыкова Милена Матвеевна; Логистический отдел; Статистик; 328051
Сотрудник 444: Калачева Арина Владиславовна; Логистический отдел; Инженер по автоматизации и механизации производственных процессов; 179135
Сотрудник 445: Ковалев Михаил Михайлович; Логистический отдел; Заместитель директора по коммерческим вопросам; 422242
Сотрудник 446: Королев Макар Матвеевич; Логистический отдел; Начальник отдела подготовки кадров; 107391
Сотрудник 447: Кочетков Лев Павлович; Логистический отдел; Эксперт дорожного хозяйства; 162545
Сотрудник 448: Кудрявцев Тимофей Фёдорович; Логистический отдел; Заведующий камерой хранения; 496978
Сотрудник 449: Кузьмина Василиса Николаевна; Логистический отдел; Переводчик-дактилолог; 279757
Сотрудник 450: Куликова Арина Алексеевна; Логистический отдел; Заместитель директора по связям с общественностью; 353646
Сотрудник 451: Лебедев Максим Ярославович; Логистический отдел; Эксперт по промышленной безопасности подъемных сооружений; 234642
Сотрудник 452: Лебедев Фёдор Богданович; Логистический отдел; Техник-проектировщик; 325819
Сотрудник 453: Литвинов Савелий Артурович; Логистический отдел; Кодификатор; 124742
Сотрудник 454: Лукин Дмитрий Артёмович; Логистический отдел; Инженер по организации труда; 114170
Сотрудник 455: Майоров Тимофей Сергеевич; Логистический отдел; Техник; 308348
Сотрудник 456: Матвеева Анна Артёмовна; Логистический отдел; Начальник ремонтного цеха; 308547
Сотрудник 457: Михеев Вячеслав Егорович; Логистический отдел; Художник; 301792
Сотрудник 458: Морозов Кирилл Максимович; Логистический отдел; Экономист по финансовой работе; 257097
Сотрудник 459: Нестерова Варвара Александровна; Логистический отдел; Инспектор по кадрам; 180291
Сотрудник 460: Никитина Вероника Вячеславовна; Логистический отдел; Инженер; 443190
Сотрудник 461: Никонова Варвара Матвеевна; Логистический отдел; Заведующий складом; 302225
Сотрудник 462: Овчинникова Злата Демидовна; Логистический отдел; Начальник планово - экономического отдела; 411984
Сотрудник 463: Панин Станислав Саввич; Логистический отдел; Заведующий фотолабораторией; 326290
Сотрудник 464: Пастухов Артемий Вадимович; Логистический отдел; Заведующий (начальник) отделом стандартизации; 120661
Сотрудник 465: Петрова Милана Дмитриевна; Логистический отдел; Инженер по метрологии; 479991
Сотрудник 466: Попов Марк Александрович; Логистический отдел; Главный технолог; 198467
Сотрудник 467: Попов Марк Александрович; Логистический отдел; Секретарь - машинистка; 244850
Сотрудник 468: Руднева София Кирилловна; Логистический отдел; Инженер по метрологии; 385993
Сотрудник 469: Румянцев Александр Григорьевич; Логистический отдел; Заведующий (начальник) планово-экономическим отделом; 414047
Сотрудник 470: Семенов Даниил Даниилович; Логистический отдел; Главный энергетик; 182899
Сотрудник 471: Сергеева Анастасия Степановна; Логистический отдел; Переводчик; 135323
Сотрудник 472: Серов Иван Григорьевич; Логистический отдел; Заведующий отделом (бюро) оформления проектных материалов; 257608
Сотрудник 473: Соболев Лука Сергеевич; Логистический отдел; Копировщик; 310629
Сотрудник 474: Сорокина Вероника Марковна; Логистический отдел; Начальник (руководитель) бригады (группы); 311720
Сотрудник 475: Сорокина Вероника Марковна; Логистический отдел; Заведующий копировально-множительным бюро; 384165
Сотрудник 476: Степанов Тимофей Дмитриевич; Логистический отдел; Экономист вычислительного (информационно - вычислительного) центра; 348185
Сотрудник 477: Субботина Алиса Михайловна; Логистический отдел; Дежурный бюро пропусков; 179827
Сотрудник 478: Сычева Кристина Романовна; Логистический отдел; (начальник) научноисследовательским сектором (лабораторией), входящим в состав научно - исследовательского отдела (отделения, лаборатории) института; 438995
Сотрудник 479: Титов Марат Андреевич; Логистический отдел; Ландшафтный архитектор; 471205
Сотрудник 480: Тихонова Ева Владимировна; Логистический отдел; Начальник инструментального отдела; 234574
Сотрудник 481: Токарев Арсений Кириллович; Логистический отдел; Заведующий фотолабораторией; 103859
Сотрудник 482: Трифонова Ольга Викторовна; Логистический отдел; Главный метролог; 152107
Сотрудник 483: Фомина Мария Юрьевна; Логистический отдел; Начальник отдела комплектации оборудования; 176109
Сотрудник 484: Харитонов Василий Максимович; Логистический отдел; Специалист по связям с инвесторами; 370986
Сотрудник 485: Царев Владимир Артёмович; Логистический отдел; Кассир; 303735
Сотрудник 486: Цветкова Вероника Львовна; Логистический отдел; Научный редактор; 286755
Сотрудник 487: Чернышева Мария Данииловна; Логистический отдел; Начальник ремонтного цеха; 385402
Сотрудник 488: Шевелев Илья Михайлович; Логистический отдел; Нарядчик; 129241
Сотрудник 489: Абрамова Мия Николаевна; Маркетинговый отдел; Главный научный сотрудник; 485134
Сотрудник 490: Абрамова Яна Михайловна; Маркетинговый отдел; Главный конструктор проекта; 419297
Сотрудник 491: Агеев Демид Богданович; Маркетинговый отдел; Начальник автоколонны; 266388
Сотрудник 492: Андреев Дмитрий Захарович; Маркетинговый отдел; Директор (начальник) вычислительного (информационно - вычислительного) центра; 425241
Сотрудник 493: Аникина Елизавета Артемьевна; Маркетинговый отдел; Ведущий конструктор; 157300
Сотрудник 494: Афанасьев Лев Миронович; Маркетинговый отдел; Бухгалтер; 273400
Сотрудник 495: Бессонова Алиса Тимофеевна; Маркетинговый отдел; Инженер-лаборант; 354348
Сотрудник 496: Бирюков Григорий Кириллович; Маркетинговый отдел; Заведующий камерой хранения; 340060
Сотрудник 497: Бирюкова Екатерина Михайловна; Маркетинговый отдел; Заведующий конструкторским отделом; 222896
Сотрудник 498: Васильев Артём Николаевич; Маркетинговый отдел; Ассистент инспектора фонда; 469819
Сотрудник 499: Волков Алексей Арсеньевич; Маркетинговый отдел; Заведующий (начальник) отделом научно-технической информации; 277815
Сотрудник 500: Волкова Полина Максимовна; Маркетинговый отдел; Экономист по планированию; 331244
Сотрудник 501: Воробьева Арина Михайловна; Маркетинговый отдел; Менеджер; 203423
Сотрудник 502: Воробьева Кира Николаевна; Маркетинговый отдел; Заместитель директора по связям с общественностью; 420585
Сотрудник 503: Гаврилов Лев Фёдорович; Маркетинговый отдел; Эксперт по оценке соответствия лифтов требованиям безопасности; 382029
Сотрудник 504: Голубев Даниил Макарович; Маркетинговый отдел; Механик; 254091
Сотрудник 505: Грачев Иван Семёнович; Маркетинговый отдел; Заведующий бюро пропусков; 216987
Сотрудник 506: Григорьев Михаил Александрович; Маркетинговый отдел; Оператор диспетчерской службы; 327571
Сотрудник 507: Давыдов Артём Александрович; Маркетинговый отдел; Начальник отдела кадров; 227822
Сотрудник 508: Давыдова София Александровна; Маркетинговый отдел; Переводчик синхронный; 353424
Сотрудник 509: Жукова Полина Михайловна; Маркетинговый отдел; Специалист по маркетингу; 402179
Сотрудник 510: Зайцева Анна Глебовна; Маркетинговый отдел; Инженер по инструменту; 167996
Сотрудник 511: Иванов Артём Богданович; Маркетинговый отдел; Директор котельной; 274364
Сотрудник 512: Иванов Макар Вячеславович; Маркетинговый отдел; Инженер-технолог (технолог); 355309
Сотрудник 513: Иванов Святослав Олегович; Маркетинговый отдел; Директор (начальник) вычислительного (информационно - вычислительного) центра; 350084
Сотрудник 514: Исаев Максим Вадимович; Маркетинговый отдел; Инженер по организации управления производством; 331672
Сотрудник 515: Казакова Милана Ивановна; Маркетинговый отдел; Инженер-энергетик (энергетик); 293956
Сотрудник 516: Калинина Виктория Денисовна; Маркетинговый отдел; Инспектор фонда; 209262
Сотрудник 517: Ковалев Артём Семёнович; Маркетинговый отдел; Инженер-программист (программист); 353192
Сотрудник 518: Козлова Дарья Тимофеевна; Маркетинговый отдел; Инженер по автоматизации и механизации производственных процессов; 295396
Сотрудник 519: Козлова Ольга Ивановна; Маркетинговый отдел; Инженер по нормированию труда; 218446
Сотрудник 520: Кондратьев Кирилл Егорович; Маркетинговый отдел; Заведующий отделом (бюро) оформления проектных материалов; 399562
Сотрудник 521: Кондратьева Диана Викторовна; Маркетинговый отдел; Главный сварщик; 414915
Сотрудник 522: Кочетков Лев Ильич; Маркетинговый отдел; Дежурный (по выдаче справок, залу, этажу гостиницы, комнате отдыха, общежитию и др.); 400471
Сотрудник 523: Кочетова Евгения Константиновна; Маркетинговый отдел; Начальник инструментального отдела; 439813
Сотрудник 524: Крылова Варвара Борисовна; Маркетинговый отдел; Лаборант; 104537
Сотрудник 525: Кузьмин Арсений Григорьевич; Маркетинговый отдел; Эксперт по оценке соответствия лифтов требованиям безопасности; 291777
Сотрудник 526: Лазарева Елизавета Александровна; Маркетинговый отдел; Лаборант; 200425
Сотрудник 527: Лебедев Артём Петрович; Маркетинговый отдел; Заведующий (начальник) отделом научно-технической информации; 372936
Сотрудник 528: Майоров Гордей Платонович; Маркетинговый отдел; Инженер по инвентаризации строений и сооружений; 479591
Сотрудник 529: Мальцев Андрей Дмитриевич; Маркетинговый отдел; Заведующий складом; 270094
Сотрудник 530: Маркелова Дарья Дмитриевна; Маркетинговый отдел; Инженер-энергетик (энергетик); 479990
Сотрудник 531: Михайлов Алексей Андреевич; Маркетинговый отдел; Техник вычислительного (информационно-вычислительного) центра; 433568
Сотрудник 532: Никифоров Богдан Петрович; Маркетинговый отдел; Эксперт; 498779
Сотрудник 533: Николаев Артём Иванович; Маркетинговый отдел; Консультант по налогам и сборам; 357980
Сотрудник 534: Павлова Ева Антоновна; Маркетинговый отдел; Юрисконсульт; 350819
Сотрудник 535: Панкратов Дмитрий Кириллович; Маркетинговый отдел; Выпускающий; 156729
Сотрудник 536: Семенов Матвей Даниилович; Маркетинговый отдел; Начальник отдела информации; 279797
Сотрудник 537: Семенова Мирослава Олеговна; Маркетинговый отдел; Главный ландшафтный архитектор проекта; 228029
Сотрудник 538: Сухарев Максим Максимович; Маркетинговый отдел; Управляющий отделением (фермой, сельскохозяйственным участком); 480587
Сотрудник 539: Устинов Иван Николаевич; Маркетинговый отдел; Чертежник-конструктор; 162086
Сотрудник 540: Фролов Илья Евгеньевич; Маркетинговый отдел; Начальник отдела организации и оплаты труда; 331631
Сотрудник 541: Чернышева Мария Данииловна; Маркетинговый отдел; Инженер по наладке и испытаниям; 319744
Сотрудник 542: Шевелева Арина Дмитриевна; Маркетинговый отдел; Инженер по ремонту; 283044
Сотрудник 543: Щербакова Кира Леоновна; Маркетинговый отдел; Заведующий канцелярией; 191837
Сотрудник 544: Яковлев Алексей Ильич; Маркетинговый отдел; Дилер; 471580
Сотрудник 545: Андреев Иван Егорович; Медицинский отдел; Товаровед; 486188
Сотрудник 546: Андрианов Александр Романович; Медицинский отдел; Научный сотрудник; 381346
Сотрудник 547: Антонов Дмитрий Иванович; Медицинский отдел; Заведующий складом; 372236
Сотрудник 548: Балашова Елизавета Александровна; Медицинский отдел; Психолог; 246460
Сотрудник 549: Беляев Даниил Ярославович; Медицинский отдел; Физиолог; 110506
Сотрудник 550: Белякова Елизавета Максимовна; Медицинский отдел; Начальник отдела информации; 400410
Сотрудник 551: Бирюков Сергей Никитич; Медицинский отдел; Редактор; 176272
Сотрудник 552: Богданов Владимир Тимофеевич; Медицинский отдел; Ведущий научный сотрудник; 332625
Сотрудник 553: Булатов Алексей Маркович; Медицинский отдел; Администратор; 419865
Сотрудник 554: Васильев Артём Львович; Медицинский отдел; Директор (начальник) вычислительного (информационно - вычислительного) центра; 289926
Сотрудник 555: Голубева Елизавета Михайловна; Медицинский отдел; Менеджер по рекламе; 218405
Сотрудник 556: Ершов Даниил Алексеевич; Медицинский отдел; Главный ландшафтный архитектор проекта; 471815
Сотрудник 557: Жаров Мирон Романович; Медицинский отдел; Эксперт по оценке соответствия лифтов требованиям безопасности; 124968
Сотрудник 558: Зайцева Анна Гордеевна; Медицинский отдел; Начальник отдела маркетинга; 492276
Сотрудник 559: Зотова Кира Ярославовна; Медицинский отдел; Заместитель директора по коммерческим вопросам; 188545
Сотрудник 560: Иванов Даниил Васильевич; Медицинский отдел; Инженер по охране труда; 423175
Сотрудник 561: Ильин Артём Даниилович; Медицинский отдел; Эксперт по промышленной безопасности подъемных сооружений; 239866
Сотрудник 562: Исакова Ангелина Максимовна; Медицинский отдел; Главный инженер; 121929
Сотрудник 563: Калинина Екатерина Романовна; Медицинский отдел; Агент по закупкам; 349772
Сотрудник 564: Кириллова Мария Тихоновна; Медицинский отдел; Инспектор по контролю за исполнением поручений; 161991
Сотрудник 565: Кондратьев Иван Егорович; Медицинский отдел; Главный метролог; 413120
Сотрудник 566: Корольков Лев Максимович; Медицинский отдел; Заведующий (начальник) планово-экономическим отделом; 280121
Сотрудник 567: Котова Василиса Васильевна; Медицинский отдел; Главный специалист в основном отделе (архитектурнопланировочной мастерской); 457558
Сотрудник 568: Кошелев Максим Тимофеевич; Медицинский отдел; Техник вычислительного (информационно-вычислительного) центра; 268744
Сотрудник 569: Кузнецов Михаил Андреевич; Медицинский отдел; Начальник цеха (участка); 392171
Сотрудник 570: Кузьмина Яна Евгеньевна; Медицинский отдел; Инженер по подготовке кадров; 454689
Сотрудник 571: Леонов Егор Егорович; Медицинский отдел; Главный технолог; 174647
Сотрудник 572: Леонов Лев Даниилович; Медицинский отдел; Заведующий фотолабораторией; 224850
Сотрудник 573: Максимова Мия Андреевна; Медицинский отдел; Экономист по финансовой работе; 388389
Сотрудник 574: Мальцева Вера Марковна; Медицинский отдел; Экономист по труду; 422549
Сотрудник 575: Маркова Дарина Львовна; Медицинский отдел; Младший научный сотрудник; 209224
Сотрудник 576: Медведева Вероника Григорьевна; Медицинский отдел; Инженер по ремонту; 319014
Сотрудник 577: Минаева Екатерина Марковна; Медицинский отдел; Управляющий отделением (фермой, сельскохозяйственным участком); 385346
Сотрудник 578: Минин Илья Маркович; Медицинский отдел; Коммивояжер; 111565
Сотрудник 579: Нестерова Полина Марковна; Медицинский отдел; Директор типографии; 434574
Сотрудник 580: Нефедова Анастасия Ивановна; Медицинский отдел; Таксировщик; 101412
Сотрудник 581: Осипова Вероника Михайловна; Медицинский отдел; Начальник отдела кадров; 172742
Сотрудник 582: Панов Михаил Львович; Медицинский отдел; Начальник отдела комплектации оборудования; 397259
Сотрудник 583: Петрова Екатерина Артёмовна; Медицинский отдел; Инженер по инструменту; 148661
Сотрудник 584: Прохорова Александра Вадимовна; Медицинский отдел; Социолог; 105841
Сотрудник 585: Прохорова Александра Вадимовна; Медицинский отдел; Заместитель директора (начальника) учреждения (организации) по научной работе. Главный инженер учреждения (организации); 151495
Сотрудник 586: Прохорова Варвара Степановна; Медицинский отдел; Начальник планово - экономического отдела; 238423
Сотрудник 587: Руднева София Кирилловна; Медицинский отдел; Агент по снабжению; 364481
Сотрудник 588: Савельев Павел Георгиевич; Медицинский отдел; Главный технолог; 241085
Сотрудник 589: Савельева Антонина Матвеевна; Медицинский отдел; Инспектор фонда; 272883
Сотрудник 590: Сорокина Анастасия Тимофеевна; Медицинский отдел; Ученый секретарь; 362989
Сотрудник 591: Степанова Алиса Михайловна; Медицинский отдел; Инженер по нормированию труда; 312096
Сотрудник 592: Сычева Кристина Романовна; Медицинский отдел; Главный метролог; 371221
Сотрудник 593: Федосова Мирослава Тихоновна; Медицинский отдел; Инженер по охране окружающей среды (эколог); 112422
Сотрудник 594: Федотова Полина Дмитриевна; Медицинский отдел; Заведующий бюро пропусков; 185637
Сотрудник 595: Черных Владимир Семёнович; Медицинский отдел; Технический редактор; 201735
Сотрудник 596: Черных Михаил Ярославович; Медицинский отдел; Главный механик; 248533
Сотрудник 597: Шапошников Тимофей Макарович; Медицинский отдел; Эксперт; 260509
Сотрудник 598: Шувалов Иван Александрович; Медицинский отдел; Агент; 172134
Сотрудник 599: Яковлев Тимур Александрович; Медицинский отдел; Экономист; 421452
Сотрудник 600: Андреев Платон Андреевич; Научно-исследовательский отдел; Главный металлург; 125665
Сотрудник 601: Артемова Алиса Николаевна; Научно-исследовательский отдел; Техник по метрологии; 252691
Сотрудник 602: Безрукова Яна Максимовна; Научно-исследовательский отдел; Заведующий общежитием; 104736
Сотрудник 603: Белов Дмитрий Павлович; Научно-исследовательский отдел; Бухгалтер-ревизор; 321711
Сотрудник 604: Белов Кирилл Никитич; Научно-исследовательский отдел; Методист по физической культуре; 152968
Сотрудник 605: Бочаров Марк Владимирович; Научно-исследовательский отдел; Выпускающий; 403019
Сотрудник 606: Булатова Анна Михайловна; Научно-исследовательский отдел; Начальник отдела по связям с общественностью; 251305
Сотрудник 607: Васильев Андрей Михайлович; Научно-исследовательский отдел; Менеджер; 199240
Сотрудник 608: Воробьева Василиса Артёмовна; Научно-исследовательский отдел; Документовед; 446767
Сотрудник 609: Воронина Анастасия Андреевна; Научно-исследовательский отдел; Профконсультант; 364491
Сотрудник 610: Гордеева Алиса Данииловна; Научно-исследовательский отдел; Инженер-энергетик (энергетик); 213476
Сотрудник 611: Грачев Иван Семёнович; Научно-исследовательский отдел; Эксперт; 486763
Сотрудник 612: Емельянов Григорий Кириллович; Научно-исследовательский отдел; Оператор диспетчерской движения и погрузочно-разгрузочных работ; 428783
Сотрудник 613: Жуков Иван Константинович; Научно-исследовательский отдел; Инженер по защите информации; 365112
Сотрудник 614: Зайцева Анна Глебовна; Научно-исследовательский отдел; Чертежник; 151567
Сотрудник 615: Зуева Вера Арсеньевна; Научно-исследовательский отдел; Шеф-инженер; 335633
Сотрудник 616: Ильина София Максимовна; Научно-исследовательский отдел; Переводчик-дактилолог; 205656
Сотрудник 617: Казакова Милана Ивановна; Научно-исследовательский отдел; Директор (генеральный директор, управляющий) предприятия; 101885
Сотрудник 618: Калачева Арина Владиславовна; Научно-исследовательский отдел; Менеджер по персоналу; 450399
Сотрудник 619: Козлов Андрей Артёмович; Научно-исследовательский отдел; Младший редактор; 436569
Сотрудник 620: Колесников Лев Янович; Научно-исследовательский отдел; Техник по защите информации; 447871
Сотрудник 621: Крюкова Виктория Кирилловна; Научно-исследовательский отдел; Агент торговый; 149007
Сотрудник 622: Кудряшов Арсений Макарович; Научно-исследовательский отдел; Секретарь руководителя; 385146
Сотрудник 623: Кузин Роман Артёмович; Научно-исследовательский отдел; Коммивояжер; 415544
Сотрудник 624: Кузьмин Дмитрий Александрович; Научно-исследовательский отдел; Лаборант; 157294
Сотрудник 625: Леонов Егор Егорович; Научно-исследовательский отдел; Начальник отдела автоматизированной системы управления производством; 236626
Сотрудник 626: Макарова Маргарита Артёмовна; Научно-исследовательский отдел; Архивариус; 372045
Сотрудник 627: Малышев Арсений Германович; Научно-исследовательский отдел; Начальник отдела комплектации оборудования; 325304
Сотрудник 628: Маркелова Дарья Дмитриевна; Научно-исследовательский отдел; Диспетчер; 381690
Сотрудник 629: Морозов Кирилл Максимович; Научно-исследовательский отдел; Архитектор; 155609
Сотрудник 630: Никитин Егор Никитич; Научно-исследовательский отдел; Заведующий (начальник) отделом кадров; 339936
Сотрудник 631: Орлов Иван Павлович; Научно-исследовательский отдел; Инженер по стандартизации; 147815
Сотрудник 632: Пастухов Артемий Вадимович; Научно-исследовательский отдел; Главный метролог; 132898
Сотрудник 633: Пастухова Мария Георгиевна; Научно-исследовательский отдел; Экономист по финансовой работе; 357899
Сотрудник 634: Петрова Злата Платоновна; Научно-исследовательский отдел; Чертежник; 301313
Сотрудник 635: Рябов Кирилл Артёмович; Научно-исследовательский отдел; Дежурный бюро пропусков; 362165
Сотрудник 636: Рябов Кирилл Егорович; Научно-исследовательский отдел; Техник по труду; 428429
Сотрудник 637: Сальникова Анна Максимовна; Научно-исследовательский отдел; Главный бухгалтер; 458350
Сотрудник 638: Седов Тихон Матвеевич; Научно-исследовательский отдел; Начальник отдела материально-технического снабжения; 134377
Сотрудник 639: Семенова Мирослава Олеговна; Научно-исследовательский отдел; Менеджер; 201243
Сотрудник 640: Семина София Алексеевна; Научно-исследовательский отдел; Инженер по стандартизации; 487044
Сотрудник 641: Серов Иван Григорьевич; Научно-исследовательский отдел; Переводчик синхронный; 497876
Сотрудник 642: Сидорова Варвара Алексеевна; Научно-исследовательский отдел; Главный научный сотрудник; 197717
