Сотрудник 1: Абрамов Захар Константинович; IT-отдел; Инженер-лаборант; 325827
Сотрудник 3648: Алешина Владислава Дмитриевна; Отдел внутреннего контроля; Младший научный сотрудник; 319681
Сотрудник 3649: Андреев Дмитрий Захарович; Отдел внутреннего контроля; Руководитель группы по инвентаризации строений и сооружений; 146947
Сотрудник 3650: Аникин Степан Глебович; Отдел внутреннего контроля; Директор (начальник) вычислительного (информационно - вычислительного) центра; 213043
Сотрудник 3651: Антипова Анастасия Тимофеевна; Отдел внутреннего контроля; Начальник финансового отдела; 161061
Сотрудник 3652: Антонов Михаил Платонович; Отдел внутреннего контроля; Экономист по бухгалтерскому учету и анализу хозяйственной деятельности; 120604
Сотрудник 3653: Артемова Алиса Николаевна; Отдел внутреннего контроля; Заведующий чертежно-копировальным бюро; 388574
Сотрудник 3654: Баранова Милана Александровна; Отдел внутреннего контроля; Техник по инвентаризации строений и сооружений; 229837
Сотрудник 3655: Басова Валерия Львовна; Отдел внутреннего контроля; Ассистент инспектора фонда; 358496
Сотрудник 3656: Белов Пётр Алексеевич; Отдел внутреннего контроля; Заведующий архивом; 258233
Сотрудник 3657: Белякова Елизавета Максимовна; Отдел внутреннего контроля; Заведующий (начальник) планово-экономическим отделом; 270106
Сотрудник 3658: Беспалов Фёдор Сергеевич; Отдел внутреннего контроля; Главный бухгалтер; 430005
Сотрудник 3659: Бессонова Алиса Тимофеевна; Отдел внутреннего контроля; Заведующий складом; 242868
Сотрудник 3660: Бирюков Сергей Никитич; Отдел внутреннего контроля; Инженер по организации управления производством; 436243
Сотрудник 3661: Блинова Ева Марковна; Отдел внутреннего контроля; Ведущий конструктор; 181915
Сотрудник 3662: Блинова Ева Марковна; Отдел внутреннего контроля; Инженер по стандартизации; 267105
Сотрудник 3663: Борисова Анна Андреевна; Отдел внутреннего контроля; Техник вычислительного (информационно-вычислительного) центра; 443335
Сотрудник 3664: Бочарова Екатерина Павловна; Отдел внутреннего контроля; Редактор; 349551
Сотрудник 3665: Быкова Алиса Данииловна; Отдел внутреннего контроля; Главный научный сотрудник; 126030
Сотрудник 3666: Быкова Олеся Никитична; Отдел внутреннего контроля; Инженер по надзору за строительством; 472157
Сотрудник 3667: Вавилов Юрий Михайлович; Отдел внутреннего контроля; Специалист по связям с общественностью; 437673
Сотрудник 3668: Васильев Даниил Артёмович; Отдел внутреннего контроля; Ведущий конструктор; 408734
Сотрудник 3669: Васильева Арина Петровна; Отдел внутреннего контроля; Директор (начальник) учреждения (организации); 207235
Сотрудник 3670: Васильева София Михайловна; Отдел внутреннего контроля; Заведующий экспедицией; 216144
Сотрудник 3671: Вешняков Глеб Семёнович; Отдел внутреннего контроля; Инженер по надзору за строительством; 335456
Сотрудник 3672: Виноградова Варвара Игоревна; Отдел внутреннего контроля; Оператор диспетчерской движения и погрузочно-разгрузочных работ; 158109
Сотрудник 3673: Винокуров Иван Егорович; Отдел внутреннего контроля; Мастер участка; 139483
Сотрудник 3674: Волкова Варвара Тимуровна; Отдел внутреннего контроля; Оператор диспетчерской движения и погрузочно-разгрузочных работ; 213911
Сотрудник 3675: Воробьева Арина Михайловна; Отдел внутреннего контроля; Эксперт; 245916
Сотрудник 3676: Воробьева Валерия Георгиевна; Отдел внутреннего контроля; Главный инженер; 273895
Сотрудник 3677: Воробьева Василиса Артёмовна; Отдел внутреннего контроля; Секретарь-стенографистка; 160949
Сотрудник 3678: Воробьева Виктория Григорьевна; Отдел внутреннего контроля; Начальник инструментального отдела; 161477
Сотрудник 3679: Гаврилова Анастасия Ивановна; Отдел внутреннего контроля; Инженер по автоматизации и механизации производственных процессов; 309405
Сотрудник 3680: Галкин Вячеслав Тимурович; Отдел внутреннего контроля; Калькулятор; 149107
Сотрудник 3681: Галкин Роберт Викторович; Отдел внутреннего контроля; Экономист; 144618
Сотрудник 3682: Герасимов Михаил Дмитриевич; Отдел внутреннего контроля; Начальник ремонтного цеха; 451208
Сотрудник 3683: Герасимова Кира Ярославовна; Отдел внутреннего контроля; Художник-конструктор (дизайнер); 349556
Сотрудник 3684: Голубева Елизавета Михайловна; Отдел внутреннего контроля; Экономист по труду; 131855
Сотрудник 3685: Голубева Елизавета Михайловна; Отдел внутреннего контроля; Экономист по бухгалтерскому учету и анализу хозяйственной деятельности; 207779
Сотрудник 3686: Голубева Елизавета Михайловна; Отдел внутреннего контроля; Инженер по инвентаризации строений и сооружений; 317433
Сотрудник 3687: Гончарова Анастасия Макаровна; Отдел внутреннего контроля; Биржевой маклер; 491322
Сотрудник 3688: Гончарова Милана Фёдоровна; Отдел внутреннего контроля; Техник-технолог; 431550
Сотрудник 3689: Гордеева Алиса Данииловна; Отдел внутреннего контроля; Лаборант; 475760
Сотрудник 3690: Горшкова Вероника Егоровна; Отдел внутреннего контроля; Техник по планированию; 118809
Сотрудник 3691: Горшкова Ксения Денисовна; Отдел внутреннего контроля; Экономист; 490384
Сотрудник 3692: Горшкова Таисия Марковна; Отдел внутреннего контроля; Директор котельной; 231260
Сотрудник 3693: Горюнова Мария Арсеньевна; Отдел внутреннего контроля; Переводчик синхронный; 107338
Сотрудник 3694: Горюнова Мария Арсеньевна; Отдел внутреннего контроля; Главный бухгалтер; 327116
Сотрудник 3695: Григорьев Михаил Александрович; Отдел внутреннего контроля; Таксировщик; 395056
Сотрудник 3696: Громова Злата Артёмовна; Отдел внутреннего контроля; Физиолог; 158234
Сотрудник 3697: Гусев Егор Леонидович; Отдел внутреннего контроля; Техник-проектировщик; 473659
Сотрудник 3698: Гусев Семён Владиславович; Отдел внутреннего контроля; Секретарь незрячего специалиста; 296960
Сотрудник 3699: Давыдова София Александровна; Отдел внутреннего контроля; Экономист; 426150
Сотрудник 3700: Денисов Артём Никитич; Отдел внутреннего контроля; Начальник лаборатории (бюро) технико - экономических исследований; 450132
Сотрудник 3701: Денисова Дарья Ярославовна; Отдел внутреннего контроля; Экспедитор по перевозке грузов; 473931
Сотрудник 3702: Долгова Дарья Ярославовна; Отдел внутреннего контроля; Инженер по организации труда; 427489
Сотрудник 3703: Евдокимов Никита Дмитриевич; Отдел внутреннего контроля; Начальник отдела патентной и изобретательской работы; 446984
Сотрудник 3704: Егоров Марк Миронович; Отдел внутреннего контроля; Заместитель директора по коммерческим вопросам; 452924
Сотрудник 3705: Егорова Екатерина Максимовна; Отдел внутреннего контроля; Специалист по промышленной безопасности подъемных сооружений; 358996
Сотрудник 3706: Елисеева Евгения Артёмовна; Отдел внутреннего контроля; Заведующий жилым корпусом пансионата (гостиницы); 306226
Сотрудник 3707: Емельянов Григорий Кириллович; Отдел внутреннего контроля; Инженер по охране окружающей среды (эколог); 180679
Сотрудник 3708: Еремина Елизавета Степановна; Отдел внутреннего контроля; Главный диспетчер; 385939
Сотрудник 3709: Ефремов Владимир Матвеевич; Отдел внутреннего контроля; Начальник отдела капитального строительства; 139065
Сотрудник 3710: Жаров Мирон Романович; Отдел внутреннего контроля; Секретарь незрячего специалиста; 330115
Сотрудник 3711: Жданов Артём Романович; Отдел внутреннего контроля; Специалист по кадрам; 366139
Сотрудник 3712: Жуков Дмитрий Ильич; Отдел внутреннего контроля; Эксперт; 102203
Сотрудник 3713: Жуков Иван Константинович; Отдел внутреннего контроля; Техник по стандартизации; 371633
Сотрудник 3714: Журавлева Виктория Данииловна; Отдел внутреннего контроля; Начальник отдела организации и оплаты труда; 212728
Сотрудник 3715: Злобин Михаил Фёдорович; Отдел внутреннего контроля; Переводчик; 106508
Сотрудник 3716: Зорина Екатерина Макаровна; Отдел внутреннего контроля; Младший научный сотрудник; 357420
Сотрудник 3717: Зыков Григорий Тимурович; Отдел внутреннего контроля; Секретарь - машинистка; 339659
Сотрудник 3718: Иванов Артём Иванович; Отдел внутреннего контроля; Физиолог; 468791
Сотрудник 3719: Иванов Даниил Васильевич; Отдел внутреннего контроля; Главный метролог; 415245
Сотрудник 3720: Иванов Егор Михайлович; Отдел внутреннего контроля; Технический редактор; 259548
Сотрудник 3721: Иванов Марк Фёдорович; Отдел внутреннего контроля; Экономист по труду; 372061
Сотрудник 3722: Иванов Матвей Маркович; Отдел внутреннего контроля; Начальник хозяйственного отдела; 476224
Сотрудник 3723: Иванов Святослав Олегович; Отдел внутреннего контроля; Начальник отдела по связям с общественностью; 267164
Сотрудник 3724: Иванова Алиса Константиновна; Отдел внутреннего контроля; Консультант по налогам и сборам; 404145
Сотрудник 3725: Иванова София Маратовна; Отдел внутреннего контроля; Главный инженер; 342937
Сотрудник 3726: Исаев Максим Вадимович; Отдел внутреннего контроля; Биржевой маклер; 253943
Сотрудник 3727: Исаев Максим Вадимович; Отдел внутреннего контроля; Главный метролог; 304269
Сотрудник 3728: Исаев Максим Вадимович; Отдел внутреннего контроля; Технический редактор; 498303
Сотрудник 3729: Исакова Ангелина Максимовна; Отдел внутреннего контроля; Руководитель группы по инвентаризации строений и сооружений; 382484
Сотрудник 3730: Казакова Александра Михайловна; Отдел внутреннего контроля; Стенографистка; 219004
Сотрудник 3731: Калачева Арина Владиславовна; Отдел внутреннего контроля; Начальник отдела по связям с общественностью; 116208
Сотрудник 3732: Калашников Михаил Андреевич; Отдел внутреннего контроля; Главный метролог; 476242
Сотрудник 3733: Калинина Елизавета Робертовна; Отдел внутреннего контроля; Ведущий инженер; 449499
Сотрудник 3734: Карасева Виктория Данииловна; Отдел внутреннего контроля; Начальник отдела по связям с общественностью; 346646
Сотрудник 3735: Карпова София Андреевна; Отдел внутреннего контроля; Техник по инструменту; 109835
Сотрудник 3736: Касьянова София Дмитриевна; Отдел внутреннего контроля; Начальник исследовательской лаборатории; 383239
Сотрудник 3737: Киселева Валерия Евгеньевна; Отдел внутреннего контроля; Главный инженер; 245607
Сотрудник 3738: Ковалева Александра Савельевна; Отдел внутреннего контроля; Менеджер; 106299
Сотрудник 3739: Кожевников Иван Тимофеевич; Отдел внутреннего контроля; Крупье; 471491
Сотрудник 3740: Козлов Максим Ярославович; Отдел внутреннего контроля; Инженер по стандартизации; 155051
Сотрудник 3741: Козлова Виктория Ильинична; Отдел внутреннего контроля; Лаборант; 428199
Сотрудник 3742: Колесников Лев Янович; Отдел внутреннего контроля; Заведующий конструкторским отделом; 402007
Сотрудник 3743: Колесникова Арина Мироновна; Отдел внутреннего контроля; Заместитель директора по коммерческим вопросам; 438895
Сотрудник 3744: Колесова Виктория Андреевна; Отдел внутреннего контроля; Инженер по комплектации оборудования; 239739
Сотрудник 3745: Колесова Виктория Андреевна; Отдел внутреннего контроля; Главный специалист по защите информации; 247296
Сотрудник 3746: Кондратьева Мирослава Максимовна; Отдел внутреннего контроля; Крупье; 133902
Сотрудник 3747: Кононова Таисия Никитична; Отдел внутреннего контроля; Переводчик синхронный; 285288
Сотрудник 3748: Кочетова Евгения Константиновна; Отдел внутреннего контроля; Аукционист; 431602
Сотрудник 3749: Крылов Владимир Константинович; Отдел внутреннего контроля; Брокер; 280043
Сотрудник 3750: Кузнецова Варвара Данииловна; Отдел внутреннего контроля; Дежурный бюро пропусков; 208330
Сотрудник 3751: Кузнецова Василиса Алексеевна; Отдел внутреннего контроля; Начальник технического отдела; 116685
Сотрудник 3752: Кузьмин Арсений Григорьевич; Отдел внутреннего контроля; Агент рекламный; 153664
Сотрудник 3753: Кузьмина Майя Дмитриевна; Отдел внутреннего контроля; Финансовый директор (заместитель директора по финансам); 142739
Сотрудник 3754: Кузьмина Майя Дмитриевна; Отдел внутреннего контроля; Делопроизводитель; 363482
Сотрудник 3755: Кузьмина Майя Дмитриевна; Отдел внутреннего контроля; Ландшафтный архитектор; 476408
Сотрудник 3756: Куликова Арина Алексеевна; Отдел внутреннего контроля; Начальник отдела по связям с инвесторами; 142802
Сотрудник 3757: Куликова Ева Кирилловна; Отдел внутреннего контроля; Заведующий (начальник) планово-экономическим отделом; 119022
Сотрудник 3758: Куликова Ева Кирилловна; Отдел внутреннего контроля; Копировщик; 182857
Сотрудник 3759: Лаврова Вероника Михайловна; Отдел внутреннего контроля; Менеджер по связям с инвесторами; 137260
Сотрудник 3760: Лаптев Платон Маркович; Отдел внутреннего контроля; Техник по стандартизации; 324682
Сотрудник 3761: Ларионов Егор Даниилович; Отдел внутреннего контроля; Стенографистка; 390361
Сотрудник 3762: Лебедев Артём Петрович; Отдел внутреннего контроля; Техник по метрологии; 141528
Сотрудник 3763: Лебедев Фёдор Богданович; Отдел внутреннего контроля; Консультант по налогам и сборам; 245010
Сотрудник 3764: Леонов Егор Егорович; Отдел внутреннего контроля; Заместитель директора по коммерческим вопросам; 295674
Сотрудник 3765: Леонтьев Сергей Георгиевич; Отдел внутреннего контроля; Психолог; 308399
Сотрудник 3766: Леонтьев Сергей Георгиевич; Отдел внутреннего контроля; Секретарь-стенографистка; 387149
Сотрудник 3767: Литвинов Артём Ильич; Отдел внутреннего контроля; Специалист по маркетингу; 259762
Сотрудник 3768: Литвинов Артём Ильич; Отдел внутреннего контроля; Начальник (руководитель) бригады (группы); 412104
Сотрудник 3769: Логинова Вера Михайловна; Отдел внутреннего контроля; Лаборант; 497407
Сотрудник 3770: Лосев Иван Михайлович; Отдел внутреннего контроля; Агент коммерческий; 291637
Сотрудник 3771: Лукин Дмитрий Артёмович; Отдел внутреннего контроля; Заведующий бюро пропусков; 158700
Сотрудник 3772: Лукин Дмитрий Артёмович; Отдел внутреннего контроля; Научный сотрудник; 180928
Сотрудник 3773: Лукьянов Александр Дмитриевич; Отдел внутреннего контроля; Агент торговый; 389094
Сотрудник 3774: Лукьянова Мария Константиновна; Отдел внутреннего контроля; Дежурный бюро пропусков; 490263
Сотрудник 3775: Макаров Алексей Тимофеевич; Отдел внутреннего контроля; Заведующий фотолабораторией; 302032
Сотрудник 3776: Макаров Алексей Тимофеевич; Отдел внутреннего контроля; Директор (генеральный директор, управляющий) предприятия; 303909
Сотрудник 3777: Макаров Андрей Русланович; Отдел внутреннего контроля; Экономист по планированию; 414327
Сотрудник 3778: Макарова Анастасия Михайловна; Отдел внутреннего контроля; Учетчик; 391221
Сотрудник 3779: Макарова Яна Данииловна; Отдел внутреннего контроля; Кодификатор; 142976
Сотрудник 3780: Макарова Яна Данииловна; Отдел внутреннего контроля; Техник по инвентаризации строений и сооружений; 238559
Сотрудник 3781: Максимов Иван Маркович; Отдел внутреннего контроля; Заместитель директора по коммерческим вопросам; 223430
Сотрудник 3782: Максимов Иван Маркович; Отдел внутреннего контроля; Машинистка; 323803
Сотрудник 3783: Малышева Анастасия Максимовна; Отдел внутреннего контроля; Нарядчик; 288456
Сотрудник 3784: Мальцева Арина Данииловна; Отдел внутреннего контроля; Производитель работ (прораб); 442444
Сотрудник 3785: Мальцева Вера Марковна; Отдел внутреннего контроля; Таксировщик; 118729
Сотрудник 3786: Марков Глеб Михайлович; Отдел внутреннего контроля; Заведующий фотолабораторией; 459681
Сотрудник 3787: Маркова Арина Львовна; Отдел внутреннего контроля; Директор гостиницы; 285475
Сотрудник 3788: Маркова Дарина Львовна; Отдел внутреннего контроля; Аналитик; 280821
Сотрудник 3789: Маслов Даниил Ильич; Отдел внутреннего контроля; Заведующий производством (шеф-повар); 319788
Сотрудник 3790: Матвеева Анна Петровна; Отдел внутреннего контроля; Кодификатор; 227787
Сотрудник 3791: Медведев Даниил Григорьевич; Отдел внутреннего контроля; Заведующий бюро пропусков; 322784
Сотрудник 3792: Мельникова Полина Данииловна; Отдел внутреннего контроля; Бухгалтер; 147679
Сотрудник 3793: Миронов Михаил Даниилович; Отдел внутреннего контроля; Заведующий канцелярией; 433990
Сотрудник 3794: Михайлов Артём Дмитриевич; Отдел внутреннего контроля; Научный редактор; 293867
Сотрудник 3795: Михайлов Макар Русланович; Отдел внутреннего контроля; Эксперт дорожного хозяйства; 122400
Сотрудник 3796: Михайлова Валерия Кирилловна; Отдел внутреннего контроля; Заведующий (начальник) отделом кадров; 403422
Сотрудник 3797: Михайлова Ева Филиповна; Отдел внутреннего контроля; Диспетчер; 443206
Сотрудник 3798: Моисеев Максим Русланович; Отдел внутреннего контроля; Заведующий отделом (бюро) оформления проектных материалов; 145745
Сотрудник 3799: Моисеев Тимофей Маркович; Отдел внутреннего контроля; Экспедитор по перевозке грузов; 484300
Сотрудник 3800: Морозов Лев Фёдорович; Отдел внутреннего контроля; Художник-конструктор (дизайнер); 183346
Сотрудник 3801: Нефедова Таисия Степановна; Отдел внутреннего контроля; Агент по продаже недвижимости; 208864
Сотрудник 3802: Никитин Иван Константинович; Отдел внутреннего контроля; Брокер торговый; 439740
Сотрудник 3803: Никитина Вероника Вячеславовна; Отдел внутреннего контроля; Товаровед; 292444
Сотрудник 3804: Никифоров Артём Сергеевич; Отдел внутреннего контроля; Младший редактор; 364307
Сотрудник 3805: Никифоров Георгий Даниилович; Отдел внутреннего контроля; Менеджер по персоналу; 376009
Сотрудник 3806: Никифоров Марк Степанович; Отдел внутреннего контроля; Финансовый директор (заместитель директора по финансам); 450396
Сотрудник 3807: Никонова Варвара Матвеевна; Отдел внутреннего контроля; Инженер-лаборант; 498956
Сотрудник 3808: Никулина Ксения Владимировна; Отдел внутреннего контроля; Специалист по защите информации; 367439
Сотрудник 3809: Новиков Денис Даниилович; Отдел внутреннего контроля; Агент по закупкам; 185231
Сотрудник 3810: Новикова Варвара Максимовна; Отдел внутреннего контроля; Инженер-программист (программист); 404348
Сотрудник 3811: Орлов Иван Павлович; Отдел внутреннего контроля; Ученый секретарь; 169854
Сотрудник 3812: Орлова Анастасия Никитична; Отдел внутреннего контроля; Ученый секретарь; 220285
Сотрудник 3813: Орлова Анастасия Никитична; Отдел внутреннего контроля; Начальник отдела сбыта; 387542
Сотрудник 3814: Осипова Арина Тимофеевна; Отдел внутреннего контроля; Заведующий канцелярией; 316845
Сотрудник 3815: Павлов Илья Серафимович; Отдел внутреннего контроля; Главный конструктор проекта; 238304
Сотрудник 3816: Павлов Илья Серафимович; Отдел внутреннего контроля; Ученый секретарь; 391241
Сотрудник 3817: Панин Станислав Саввич; Отдел внутреннего контроля; Главный редактор; 474083
Сотрудник 3818: Парфенова Арина Германовна; Отдел внутреннего контроля; Корпоративный секретарь акционерного общества; 388065
Сотрудник 3819: Парфенова Ксения Владимировна; Отдел внутреннего контроля; Главный инженер; 244667
Сотрудник 3820: Пастухова Мария Георгиевна; Отдел внутреннего контроля; Юрисконсульт; 475910
Сотрудник 3821: Петров Даниил Александрович; Отдел внутреннего контроля; Специалист по промышленной безопасности подъемных сооружений; 144102
Сотрудник 3822: Петрова Варвара Данииловна; Отдел внутреннего контроля; Эксперт дорожного хозяйства; 244524
Сотрудник 3823: Петрова Варвара Данииловна; Отдел внутреннего контроля; Инженер по патентной и изобретательской работе; 458500
Сотрудник 3824: Петрова София Тимуровна; Отдел внутреннего контроля; Директор (начальник) вычислительного (информационно - вычислительного) центра; 369606
Сотрудник 3825: Полякова Диана Сергеевна; Отдел внутреннего контроля; Начальник отдела подготовки кадров; 313394
Сотрудник 3826: Пономарева Ульяна Кирилловна; Отдел внутреннего контроля; Заведующая машинописным бюро; 324452
Сотрудник 3827: Пономарева Ульяна Кирилловна; Отдел внутреннего контроля; Калькулятор; 436598
Сотрудник 3828: Потапова Полина Ильинична; Отдел внутреннего контроля; Ученый секретарь; 117739
Сотрудник 3829: Прокофьев Тимофей Васильевич; Отдел внутреннего контроля; Начальник (заведующий) мастерской; 153069
Сотрудник 3830: Прохорова Александра Вадимовна; Отдел внутреннего контроля; Оператор диспетчерской движения и погрузочно-разгрузочных работ; 201750
Сотрудник 3831: Прохорова Варвара Степановна; Отдел внутреннего контроля; Начальник ремонтного цеха; 339992
Сотрудник 3832: Румянцев Антон Миронович; Отдел внутреннего контроля; Оператор диспетчерской службы; 299031
Сотрудник 3833: Румянцева Арина Вячеславовна; Отдел внутреннего контроля; Мастер участка; 255856
Сотрудник 3834: Румянцева Арина Вячеславовна; Отдел внутреннего контроля; Инженер по патентной и изобретательской работе; 479008
Сотрудник 3835: Рябинин Илья Викторович; Отдел внутреннего контроля; Мастер контрольный (участка, цеха); 104398
Сотрудник 3836: Рябинин Илья Викторович; Отдел внутреннего контроля; Начальник отдела маркетинга; 195987
Сотрудник 3837: Рябов Матвей Романович; Отдел внутреннего контроля; Инженер по организации управления производством; 455449
Сотрудник 3838: Савельев Владимир Максимович; Отдел внутреннего контроля; Секретарь руководителя; 443365
Сотрудник 3839: Савельева Ольга Юрьевна; Отдел внутреннего контроля; Чертежник; 485888
Сотрудник 3840: Савин Тихон Лукич; Отдел внутреннего контроля; Руководитель группы по инвентаризации строений и сооружений; 357624
Сотрудник 3841: Сафонов Михаил Мирославович; Отдел внутреннего контроля; Начальник отдела охраны труда; 424804
Сотрудник 3842: Семенов Матвей Даниилович; Отдел внутреннего контроля; Начальник (руководитель) бригады (группы); 355111
Сотрудник 3843: Семенова Яна Максимовна; Отдел внутреннего контроля; Ведущий конструктор; 383575
Сотрудник 3844: Сергеева Анастасия Максимовна; Отдел внутреннего контроля; Директор по связям с инвесторами; 218867
Сотрудник 3845: Сергеева Анастасия Максимовна; Отдел внутреннего контроля; Директор гостиницы; 390027
Сотрудник 3846: Сергеева Анастасия Степановна; Отдел внутреннего контроля; Заведующий техническим архивом; 475757
Сотрудник 3847: Смирнов Александр Глебович; Отдел внутреннего контроля; Директор (начальник) вычислительного (информационно - вычислительного) центра; 439695
Сотрудник 3848: Смирнов Александр Глебович; Отдел внутреннего контроля; Эксперт по промышленной безопасности подъемных сооружений; 498533
Сотрудник 3849: Смирнов Андрей Михайлович; Отдел внутреннего контроля; Учетчик; 496086
Сотрудник 3850: Смирнова Варвара Владимировна; Отдел внутреннего контроля; Менеджер по персоналу; 312587
Сотрудник 3851: Соколов Алексей Даниилович; Отдел внутреннего контроля; Начальник отдела информации; 356358
Сотрудник 3852: Соколов Владимир Маркович; Отдел внутреннего контроля; Техник по труду; 257325
Сотрудник 3853: Соловьев Дмитрий Дмитриевич; Отдел внутреннего контроля; Директор типографии; 371481
Сотрудник 3854: Сорокин Алексей Артёмович; Отдел внутреннего контроля; Инженер по качеству; 389949
Сотрудник 3855: Сорокин Константин Алексеевич; Отдел внутреннего контроля; Заведующий столовой; 122026
Сотрудник 3856: Степанов Владислав Андреевич; Отдел внутреннего контроля; Директор (начальник) вычислительного (информационно - вычислительного) центра; 256212
Сотрудник 3857: Степанов Владислав Андреевич; Отдел внутреннего контроля; Инженер; 283619
Сотрудник 3858: Степанов Георгий Даниилович; Отдел внутреннего контроля; Секретарь руководителя; 459797
Сотрудник 3859: Степанова Ева Максимовна; Отдел внутреннего контроля; Начальник отдела комплектации оборудования; 453028
Сотрудник 3860: Субботин Артём Дмитриевич; Отдел внутреннего контроля; Заведующий жилым корпусом пансионата (гостиницы); 101958
Сотрудник 3861: Тимофеева Василиса Марковна; Отдел внутреннего контроля; Диспетчер; 335439
Сотрудник 3862: Трифонова Ольга Викторовна; Отдел внутреннего контроля; Техник вычислительного (информационно-вычислительного) центра; 218151
Сотрудник 3863: Троицкая Ульяна Марковна; Отдел внутреннего контроля; Оператор по диспетчерскому обслуживанию лифтов; 416326
Сотрудник 3864: Ульянов Мирон Никитич; Отдел внутреннего контроля; Начальник технического отдела; 437402
Сотрудник 3865: Ульянов Мирон Никитич; Отдел внутреннего контроля; Инженер-энергетик (энергетик); 450731
Сотрудник 3866: Федоров Иван Тимофеевич; Отдел внутреннего контроля; Техник по инструменту; 213556
Сотрудник 3867: Федоров Иван Тимофеевич; Отдел внутреннего контроля; Художник-конструктор (дизайнер); 478698
Сотрудник 3868: Федоров Михаил Тимофеевич; Отдел внутреннего контроля; Калькулятор; 252867
Сотрудник 3869: Федоров Никита Сергеевич; Отдел внутреннего контроля; Машинистка; 170972
Сотрудник 3870: Федосова Мирослава Тихоновна; Отдел внутреннего контроля; Начальник отдела охраны окружающей среды; 385583
Сотрудник 3871: Федосова Мирослава Тихоновна; Отдел внутреннего контроля; Главный конструктор; 405423
Сотрудник 3872: Филиппова Мария Артёмовна; Отдел внутреннего контроля; Инкассатор; 227256
Сотрудник 3873: Фокина Полина Марковна; Отдел внутреннего контроля; Эксперт; 426219
Сотрудник 3874: Хромов Георгий Михайлович; Отдел внутреннего контроля; Начальник отдела по связям с общественностью; 482817
Сотрудник 3875: Царев Владимир Артёмович; Отдел внутреннего контроля; Начальник отдела информации; 133975
Сотрудник 3876: Царев Владимир Артёмович; Отдел внутреннего контроля; Заведующий экспедицией; 448121
Сотрудник 3877: Царева Анастасия Артёмовна; Отдел внутреннего контроля; Техник; 324758
Сотрудник 3878: Царева Анастасия Артёмовна; Отдел внутреннего контроля; Начальник нормативно-исследовательской лаборатории по труду; 360114
Сотрудник 3879: Чернова Василиса Владимировна; Отдел внутреннего контроля; Инженер по надзору за строительством; 432142
Сотрудник 3880: Черных Тимофей Сергеевич; Отдел внутреннего контроля; Консультант по налогам и сборам; 312531
Сотрудник 3881: Чернышева Александра Дмитриевна; Отдел внутреннего контроля; Руководитель группы по инвентаризации строений и сооружений; 438328
Сотрудник 3882: Чернышева Юлия Вадимовна; Отдел внутреннего контроля; Методист по физической культуре; 201004
Сотрудник 3883: Чесноков Михаил Андреевич; Отдел внутреннего контроля; Директор (начальник) вычислительного (информационно - вычислительного) центра; 228532
Сотрудник 3884: Чесноков Михаил Андреевич; Отдел внутреннего контроля; Начальник цеха опытного производства; 229992
