Сотрудник 1: Агеева Ева Макаровна; IT-отдел; Техник по труду; 206690
Сотрудник 2697: Короткова Мирослава Павловна; Научно-исследовательский отдел; Менеджер по персоналу; 257453
Сотрудник 2698: Кочетков Лев Павлович; Научно-исследовательский отдел; Заведующий экспедицией; 277676
Сотрудник 2699: Кочетова Полина Дмитриевна; Научно-исследовательский отдел; Бухгалтер-ревизор; 223877
Сотрудник 2700: Краснова Ксения Лукинична; Научно-исследовательский отдел; Заведующий бюро пропусков; 322780
Сотрудник 2701: Крылов Егор Дмитриевич; Научно-исследовательский отдел; Директор (начальник) вычислительного (информационно - вычислительного) центра; 452541
Сотрудник 2702: Крылова Мирослава Глебовна; Научно-исследовательский отдел; Научный сотрудник; 100190
Сотрудник 2703: Кудрявцева Василиса Максимовна; Научно-исследовательский отдел; Начальник производственного отдела; 308490
Сотрудник 2704: Кузин Роман Артёмович; Научно-исследовательский отдел; Мастер участка; 220921
Сотрудник 2705: Кузнецов Марат Евгеньевич; Научно-исследовательский отдел; Инженер по инвентаризации строений и сооружений; 499307
Сотрудник 2706: Кузнецова Татьяна Артемьевна; Научно-исследовательский отдел; Администратор; 450145
Сотрудник 2707: Кузьмина Ангелина Ильинична; Научно-исследовательский отдел; Начальник отдела патентной и изобретательской работы; 421185
Сотрудник 2708: Кузьмина Яна Евгеньевна; Научно-исследовательский отдел; Бухгалтер-ревизор; 421485
Сотрудник 2709: Лаврова Вероника Михайловна; Научно-исследовательский отдел; Главный специалист в основном отделе (архитектурнопланировочной мастерской); 315908
Сотрудник 2710: Лапина Дарья Алексеевна; Научно-исследовательский отдел; Чертежник-конструктор; 264824
Сотрудник 2711: Лапина Дарья Алексеевна; Научно-исследовательский отдел; Заведующий (начальник) отделом научно-технической информации; 338524
Сотрудник 2712: Латышев Тимофей Григорьевич; Научно-исследовательский отдел; Инженер по подготовке производства; 482159
Сотрудник 2713: Лебедев Андрей Юрьевич; Научно-исследовательский отдел; Техник; 109922
Сотрудник 2714: Лебедева София Матвеевна; Научно-исследовательский отдел; Инженер по автоматизации и механизации производственных процессов; 228042
Сотрудник 2715: Левин Илья Степанович; Научно-исследовательский отдел; Заместитель директора по коммерческим вопросам; 457057
Сотрудник 2716: Левина Анастасия Владиславовна; Научно-исследовательский отдел; Художественный редактор; 333948
Сотрудник 2717: Левина Анастасия Владиславовна; Научно-исследовательский отдел; Методист по физической культуре; 364078
Сотрудник 2718: Левина Маргарита Андреевна; Научно-исследовательский отдел; Экономист по бухгалтерскому учету и анализу хозяйственной деятельности; 260643
Сотрудник 2719: Леонов Егор Егорович; Научно-исследовательский отдел; Математик; 177371
Сотрудник 2720: Леонов Иван Арсеньевич; Научно-исследовательский отдел; Агент по закупкам; 246930
Сотрудник 2721: Леонов Иван Арсеньевич; Научно-исследовательский отдел; Художник; 465751
Сотрудник 2722: Леонов Лев Даниилович; Научно-исследовательский отдел; Ведущий экономист; 139473
Сотрудник 2723: Леонов Лев Даниилович; Научно-исследовательский отдел; Оператор диспетчерской движения и погрузочно-разгрузочных работ; 206444
Сотрудник 2724: Леонтьев Сергей Георгиевич; Научно-исследовательский отдел; Директор котельной; 116698
Сотрудник 2725: Литвинова Юлия Андреевна; Научно-исследовательский отдел; Инженер-лаборант; 278388
Сотрудник 2726: Логинова Вера Михайловна; Научно-исследовательский отдел; Начальник отдела стандартизации; 275886
Сотрудник 2727: Майоров Гордей Платонович; Научно-исследовательский отдел; Управляющий отделением (фермой, сельскохозяйственным участком); 325321
Сотрудник 2728: Майоров Тимофей Сергеевич; Научно-исследовательский отдел; Переводчик-дактилолог; 125179
Сотрудник 2729: Макаров Андрей Русланович; Научно-исследовательский отдел; Инженер по научно-технической информации; 357408
Сотрудник 2730: Макарова Маргарита Артёмовна; Научно-исследовательский отдел; Художник; 288967
Сотрудник 2731: Макарова Маргарита Артёмовна; Научно-исследовательский отдел; Инженер по качеству; 441928
Сотрудник 2732: Максимов Иван Маркович; Научно-исследовательский отдел; Заведующий чертежно-копировальным бюро; 369667
Сотрудник 2733: Малышева Виктория Адамовна; Научно-исследовательский отдел; Начальник отдела стандартизации; 103240
Сотрудник 2734: Мальцева Анна Марковна; Научно-исследовательский отдел; Бухгалтер-ревизор; 201181
Сотрудник 2735: Мальцева Арина Данииловна; Научно-исследовательский отдел; Чертежник; 181800
Сотрудник 2736: Маркова Арина Львовна; Научно-исследовательский отдел; Бухгалтер; 293746
Сотрудник 2737: Матвеева Анна Петровна; Научно-исследовательский отдел; Архивариус; 360733
Сотрудник 2738: Медведева Вероника Григорьевна; Научно-исследовательский отдел; Инженер по нормированию труда; 337817
Сотрудник 2739: Миронова Майя Данииловна; Научно-исследовательский отдел; Делопроизводитель; 336553
Сотрудник 2740: Михайлов Алексей Андреевич; Научно-исследовательский отдел; Оператор по диспетчерскому обслуживанию лифтов; 195610
Сотрудник 2741: Назаров Ярослав Фёдорович; Научно-исследовательский отдел; Нарядчик; 226337
Сотрудник 2742: Нестерова Варвара Александровна; Научно-исследовательский отдел; Агент коммерческий; 121202
Сотрудник 2743: Никифоров Марк Степанович; Научно-исследовательский отдел; Начальник ремонтного цеха; 413278
Сотрудник 2744: Николаев Артём Иванович; Научно-исследовательский отдел; Инженер по автоматизации и механизации производственных процессов; 133285
Сотрудник 2745: Новиков Денис Даниилович; Научно-исследовательский отдел; Заведующий фотолабораторией; 444028
Сотрудник 2746: Новикова Варвара Максимовна; Научно-исследовательский отдел; Начальник производственной лаборатории (по контролю производства); 423961
Сотрудник 2747: Овчинникова София Данииловна; Научно-исследовательский отдел; Переводчик-дактилолог; 411744
Сотрудник 2748: Орлова Анастасия Ильинична; Научно-исследовательский отдел; Научный редактор; 164702
Сотрудник 2749: Осипова Арина Тимофеевна; Научно-исследовательский отдел; Экспедитор; 269987
Сотрудник 2750: Петров Михаил Сергеевич; Научно-исследовательский отдел; Физиолог; 178819
Сотрудник 2751: Петрова Екатерина Артёмовна; Научно-исследовательский отдел; Техник-конструктор; 342689
Сотрудник 2752: Петрова Таисия Михайловна; Научно-исследовательский отдел; Начальник автоколонны; 177667
Сотрудник 2753: Петрова Таисия Михайловна; Научно-исследовательский отдел; Начальник цеха опытного производства; 292398
Сотрудник 2754: Полякова Диана Сергеевна; Научно-исследовательский отдел; Начальник отдела капитального строительства; 469260
Сотрудник 2755: Пономарева Мария Макаровна; Научно-исследовательский отдел; Младший научный сотрудник; 429597
Сотрудник 2756: Попова Вера Матвеевна; Научно-исследовательский отдел; Инженер по комплектации оборудования; 163447
Сотрудник 2757: Попова Мария Константиновна; Научно-исследовательский отдел; Начальник технического отдела; 406862
Сотрудник 2758: Рогов Роберт Миронович; Научно-исследовательский отдел; Главный энергетик; 129288
Сотрудник 2759: Румянцева София Владимировна; Научно-исследовательский отдел; Инженер по метрологии; 148087
Сотрудник 2760: Рябинин Илья Викторович; Научно-исследовательский отдел; Инструктор-дактилолог; 329416
Сотрудник 2761: Савельева Анна Евгеньевна; Научно-исследовательский отдел; Директор (начальник) учреждения (организации); 112798
Сотрудник 2762: Савельева Ольга Юрьевна; Научно-исследовательский отдел; Менеджер по связям с инвесторами; 149196
Сотрудник 2763: Сальникова Анна Максимовна; Научно-исследовательский отдел; Специалист по маркетингу; 286397
Сотрудник 2764: Сахарова Ника Данииловна; Научно-исследовательский отдел; Начальник отдела стандартизации; 266075
Сотрудник 2765: Семенов Вячеслав Савельевич; Научно-исследовательский отдел; Таксировщик; 455293
Сотрудник 2766: Семенов Марк Егорович; Научно-исследовательский отдел; Начальник цеха (участка); 235689
Сотрудник 2767: Семина София Алексеевна; Научно-исследовательский отдел; Инженер-электроник (электроник); 266237
Сотрудник 2768: Сергеева Вероника Германовна; Научно-исследовательский отдел; Социолог; 102188
Сотрудник 2769: Сергеева Вероника Германовна; Научно-исследовательский отдел; Главный сварщик; 126535
Сотрудник 2770: Серов Иван Григорьевич; Научно-исследовательский отдел; Заведующий аспирантурой; 497003
Сотрудник 2771: Сизова Александра Ильинична; Научно-исследовательский отдел; Начальник цеха опытного производства; 128547
Сотрудник 2772: Симонова Виктория Петровна; Научно-исследовательский отдел; Инженер по автоматизации и механизации производственных процессов; 466046
Сотрудник 2773: Смирнов Дмитрий Ильич; Научно-исследовательский отдел; Инженер по наладке и испытаниям; 161087
Сотрудник 2774: Смирнов Дмитрий Ильич; Научно-исследовательский отдел; Заведующий (начальник) отделом кадров; 232814
Сотрудник 2775: Сомова Таисия Михайловна; Научно-исследовательский отдел; Инженер по ремонту; 313965
Сотрудник 2776: Субботина Арина Леонидовна; Научно-исследовательский отдел; Заведующий конструкторским отделом; 325871
Сотрудник 2777: Судакова Маргарита Савельевна; Научно-исследовательский отдел; Начальник юридического отдела; 260459
Сотрудник 2778: Сухарев Максим Максимович; Научно-исследовательский отдел; Художник; 269558
Сотрудник 2779: Тарасов Арсений Тимофеевич; Научно-исследовательский отдел; Начальник отдела контроля качества; 306104
Сотрудник 2780: Ульянов Мирон Никитич; Научно-исследовательский отдел; Заведующий чертежно-копировальным бюро; 342663
Сотрудник 2781: Федоров Никита Сергеевич; Научно-исследовательский отдел; Заведующий хозяйством; 367273
Сотрудник 2782: Федорова Варвара Дмитриевна; Научно-исследовательский отдел; Математик; 348223
Сотрудник 2783: Фокина Злата Серафимовна; Научно-исследовательский отдел; Заведующий бюро пропусков; 402852
Сотрудник 2784: Харитонова Валерия Романовна; Научно-исследовательский отдел; Копировщик; 328980
Сотрудник 2785: Хромов Георгий Михайлович; Научно-исследовательский отдел; Инженер по автоматизации и механизации производственных процессов; 148216
Сотрудник 2786: Черных Вячеслав Владиславович; Научно-исследовательский отдел; Техник-лаборант; 327689
Сотрудник 2787: Черных Михаил Ярославович; Научно-исследовательский отдел; Заведующий складом; 179682
Сотрудник 2788: Чернышева Анастасия Михайловна; Научно-исследовательский отдел; Дежурный (по выдаче справок, залу, этажу гостиницы, комнате отдыха, общежитию и др.); 256886
Сотрудник 2789: Чернышева Мария Данииловна; Научно-исследовательский отдел; Заместитель директора по коммерческим вопросам; 453794
Сотрудник 2790: Чистяков Михаил Андреевич; Научно-исследовательский отдел; Начальник отдела комплектации оборудования; 306090
Сотрудник 2791: Шевелева Арина Дмитриевна; Научно-исследовательский отдел; Главный бухгалтер; 353067
Сотрудник 2792: Абрамов Пётр Львович; Отдел event-менеджмента; Директор котельной; 278865
Сотрудник 2793: Агеева Анастасия Семёновна; Отдел event-менеджмента; Главный сварщик; 337794
Сотрудник 2794: Аксенова Ульяна Дмитриевна; Отдел event-менеджмента; Делопроизводитель; 190542
Сотрудник 2795: Алексеев Михаил Робертович; Отдел event-менеджмента; Инженер по защите информации; 379832
Сотрудник 2796: Андреева Валерия Никитична; Отдел event-менеджмента; Агент по снабжению; 498905
Сотрудник 2797: Аникина Елизавета Артемьевна; Отдел event-менеджмента; Заведующий камерой хранения; 165841
Сотрудник 2798: Антонов Никита Леонидович; Отдел event-менеджмента; Техник по наладке и испытаниям; 271389
Сотрудник 2799: Антонов Никита Леонидович; Отдел event-менеджмента; Документовед; 402964
Сотрудник 2800: Бабушкина Ева Егоровна; Отдел event-менеджмента; Инструктор-дактилолог; 180356
Сотрудник 2801: Баженова Алиса Сергеевна; Отдел event-менеджмента; Начальник исследовательской лаборатории; 499347
Сотрудник 2802: Беляев Владимир Александрович; Отдел event-менеджмента; Техник по защите информации; 283016
Сотрудник 2803: Беляев Тимофей Максимович; Отдел event-менеджмента; Специалист по связям с инвесторами; 250007
Сотрудник 2804: Беспалова Анастасия Никитична; Отдел event-менеджмента; Мастер участка; 237131
Сотрудник 2805: Беспалова Анастасия Никитична; Отдел event-менеджмента; Техник по планированию; 421108
Сотрудник 2806: Бессонов Михаил Артёмович; Отдел event-менеджмента; Директор (начальник) вычислительного (информационно - вычислительного) центра; 294941
Сотрудник 2807: Бирюкова Алёна Денисовна; Отдел event-менеджмента; Заведующий (начальник) отделом научно-технической информации; 129636
Сотрудник 2808: Богданов Владимир Тимофеевич; Отдел event-менеджмента; Заведующий аспирантурой; 384118
Сотрудник 2809: Борисов Григорий Викторович; Отдел event-менеджмента; Главный инженер; 136073
Сотрудник 2810: Борисова Анна Андреевна; Отдел event-менеджмента; Директор типографии; 443736
Сотрудник 2811: Быкова Олеся Никитична; Отдел event-менеджмента; Инженер по автоматизированным системам управления производством; 186015
Сотрудник 2812: Васильев Андрей Михайлович; Отдел event-менеджмента; Ведущий научный сотрудник; 436063
Сотрудник 2813: Васильев Николай Матвеевич; Отдел event-менеджмента; Агент по продаже недвижимости; 353650
Сотрудник 2814: Волков Владимир Даниилович; Отдел event-менеджмента; Техник по стандартизации; 146501
Сотрудник 2815: Волков Гордей Иванович; Отдел event-менеджмента; Бухгалтер; 322380
Сотрудник 2816: Волкова Александра Ярославовна; Отдел event-менеджмента; Инженер; 135309
Сотрудник 2817: Воробьев Илья Александрович; Отдел event-менеджмента; Технический редактор; 176342
Сотрудник 2818: Воронина Анастасия Андреевна; Отдел event-менеджмента; Эксперт по промышленной безопасности подъемных сооружений; 174287
Сотрудник 2819: Воронина Екатерина Матвеевна; Отдел event-менеджмента; Заведующий жилым корпусом пансионата (гостиницы); 113706
Сотрудник 2820: Воронцова Алина Максимовна; Отдел event-менеджмента; Заведующий конструкторским отделом; 364139
Сотрудник 2821: Голованов Григорий Платонович; Отдел event-менеджмента; Менеджер по рекламе; 259309
Сотрудник 2822: Головина Таисия Александровна; Отдел event-менеджмента; Начальник отдела сбыта; 243149
Сотрудник 2823: Головина Таисия Александровна; Отдел event-менеджмента; Главный конструктор проекта; 444606
Сотрудник 2824: Гончаров Дмитрий Львович; Отдел event-менеджмента; Заместитель директора (начальника) учреждения (организации) по научной работе. Главный инженер учреждения (организации); 137502
Сотрудник 2825: Горюнова Екатерина Никитична; Отдел event-менеджмента; Техник; 331082
Сотрудник 2826: Григорьев Артём Александрович; Отдел event-менеджмента; Директор (начальник) учреждения (организации); 276619
Сотрудник 2827: Григорьева Анастасия Захаровна; Отдел event-менеджмента; Начальник отдела маркетинга; 301019
Сотрудник 2828: Григорьева Вероника Ивановна; Отдел event-менеджмента; Экспедитор; 386015
Сотрудник 2829: Громова Злата Артёмовна; Отдел event-менеджмента; Главный диспетчер; 280795
Сотрудник 2830: Гусев Дмитрий Игоревич; Отдел event-менеджмента; Ведущий инженер; 254301
Сотрудник 2831: Гусев Егор Леонидович; Отдел event-менеджмента; Экономист по финансовой работе; 424515
Сотрудник 2832: Гусева Вера Савельевна; Отдел event-менеджмента; Экономист; 148028
Сотрудник 2833: Давыдов Артём Александрович; Отдел event-менеджмента; Директор по связям с инвесторами; 198919
Сотрудник 2834: Дементьева Мария Мирославовна; Отдел event-менеджмента; Заместитель директора по коммерческим вопросам; 121201
Сотрудник 2835: Демина Дарья Александровна; Отдел event-менеджмента; Начальник отдела стандартизации; 352134
Сотрудник 2836: Денисов Артём Никитич; Отдел event-менеджмента; Ведущий научный сотрудник; 270994
Сотрудник 2837: Дмитриев Максим Владиславович; Отдел event-менеджмента; Чертежник-конструктор; 479745
Сотрудник 2838: Долгов Владислав Дмитриевич; Отдел event-менеджмента; Художник-конструктор (дизайнер); 307959
Сотрудник 2839: Дубровина Вероника Ивановна; Отдел event-менеджмента; Руководитель группы по инвентаризации строений и сооружений; 187230
Сотрудник 2840: Евдокимова Лидия Константиновна; Отдел event-менеджмента; Начальник отдела маркетинга; 497640
Сотрудник 2841: Егоров Сергей Ильич; Отдел event-менеджмента; Кодификатор; 390368
Сотрудник 2842: Егорова Василиса Юрьевна; Отдел event-менеджмента; Заведующий (начальник) отделом научно-технической информации; 455105
Сотрудник 2843: Егорова Екатерина Максимовна; Отдел event-менеджмента; Табельщик; 241166
Сотрудник 2844: Ермакова Ева Степановна; Отдел event-менеджмента; Хронометражист; 119086
Сотрудник 2845: Ермакова Ева Степановна; Отдел event-менеджмента; Главный специалист по защите информации; 219226
Сотрудник 2846: Ефремов Владимир Матвеевич; Отдел event-менеджмента; Главный механик; 289753
Сотрудник 2847: Ефремов Фёдор Миронович; Отдел event-менеджмента; Калькулятор; 193580
Сотрудник 2848: Жаров Мирон Романович; Отдел event-менеджмента; Инженер по организации управления производством; 208846
Сотрудник 2849: Зимина Анастасия Данииловна; Отдел event-менеджмента; Инженер по инструменту; 318325
Сотрудник 2850: Золотов Егор Михайлович; Отдел event-менеджмента; Диспетчер; 191983
Сотрудник 2851: Зотов Макар Тимурович; Отдел event-менеджмента; Начальник отдела социального развития; 324547
Сотрудник 2852: Иванов Даниил Васильевич; Отдел event-менеджмента; Заведующий (начальник) планово-экономическим отделом; 463632
Сотрудник 2853: Иванова Карина Николаевна; Отдел event-менеджмента; Младший редактор; 273357
Сотрудник 2854: Иванова Карина Николаевна; Отдел event-менеджмента; Лаборант; 363014
Сотрудник 2855: Калашников Владислав Егорович; Отдел event-менеджмента; Главный конструктор; 317026
Сотрудник 2856: Калашников Пётр Михайлович; Отдел event-менеджмента; Дежурный бюро пропусков; 285766
Сотрудник 2857: Калинина София Алексеевна; Отдел event-менеджмента; Заведующий фотолабораторией; 125844
Сотрудник 2858: Карпова София Андреевна; Отдел event-менеджмента; Начальник технического отдела; 325381
Сотрудник 2859: Климов Родион Максимович; Отдел event-менеджмента; Инженер по метрологии; 430160
Сотрудник 2860: Ковалева Александра Савельевна; Отдел event-менеджмента; Инженер-проектировщик; 387720
Сотрудник 2861: Козлов Владимир Фёдорович; Отдел event-менеджмента; Дежурный (по выдаче справок, залу, этажу гостиницы, комнате отдыха, общежитию и др.); 370727
Сотрудник 2862: Козлова Виктория Ильинична; Отдел event-менеджмента; Инженер по подготовке производства; 350494
Сотрудник 2863: Колесова Виктория Андреевна; Отдел event-менеджмента; Начальник цеха (участка); 383305
Сотрудник 2864: Колесова София Александровна; Отдел event-менеджмента; Эксперт по промышленной безопасности подъемных сооружений; 323889
Сотрудник 2865: Коновалов Демид Савельевич; Отдел event-менеджмента; Руководитель группы по инвентаризации строений и сооружений; 430695
Сотрудник 2866: Коновалова Ева Артемьевна; Отдел event-менеджмента; Заведующий (начальник) отделом кадров; 450048
Сотрудник 2867: Кононова Таисия Никитична; Отдел event-менеджмента; Начальник отдела сбыта; 304669
Сотрудник 2868: Короткова Василиса Ярославовна; Отдел event-менеджмента; Физиолог; 140962
Сотрудник 2869: Кочетков Лев Павлович; Отдел event-менеджмента; Корректор; 203341
Сотрудник 2870: Кочетков Лев Павлович; Отдел event-менеджмента; Инженер по нормированию труда; 229349
Сотрудник 2871: Кузин Роман Артёмович; Отдел event-менеджмента; Директор по связям с инвесторами; 408238
Сотрудник 2872: Кузнецов Роман Артемьевич; Отдел event-менеджмента; Архивариус; 119664
Сотрудник 2873: Кузнецов Роман Артемьевич; Отдел event-менеджмента; Начальник отдела организации и оплаты труда; 252197
Сотрудник 2874: Кузнецов Сергей Ильич; Отдел event-менеджмента; Аналитик; 122931
Сотрудник 2875: Кузнецов Тимофей Егорович; Отдел event-менеджмента; Главный технолог; 412601
Сотрудник 2876: Кузнецов Тимофей Матвеевич; Отдел event-менеджмента; Руководитель группы по инвентаризации строений и сооружений; 322193
Сотрудник 2877: Кузнецова Алиса Михайловна; Отдел event-менеджмента; Биржевой маклер; 315218
Сотрудник 2878: Кузнецова Варвара Данииловна; Отдел event-менеджмента; Специалист по связям с общественностью; 152477
Сотрудник 2879: Кузнецова Варвара Данииловна; Отдел event-менеджмента; Экономист по планированию; 333963
Сотрудник 2880: Кулаков Тихон Кириллович; Отдел event-менеджмента; Специалист по связям с общественностью; 247548
Сотрудник 2881: Лаптев Платон Маркович; Отдел event-менеджмента; Главный ландшафтный архитектор проекта; 328406
Сотрудник 2882: Лаптев Платон Маркович; Отдел event-менеджмента; Технический редактор; 441116
Сотрудник 2883: Латышев Тимофей Григорьевич; Отдел event-менеджмента; Начальник цеха опытного производства; 418357
Сотрудник 2884: Лебедева София Матвеевна; Отдел event-менеджмента; Инженер по научно-технической информации; 165151
Сотрудник 2885: Леонов Егор Егорович; Отдел event-менеджмента; Инженер по наладке и испытаниям; 153955
Сотрудник 2886: Леонов Савва Кириллович; Отдел event-менеджмента; Заведующий (начальник) отделом стандартизации; 148873
Сотрудник 2887: Леонов Савва Кириллович; Отдел event-менеджмента; Механик; 229764
Сотрудник 2888: Леонова Валерия Никитична; Отдел event-менеджмента; Инженер-энергетик (энергетик); 233343
Сотрудник 2889: Литвинова Анастасия Богдановна; Отдел event-менеджмента; Специалист по связям с инвесторами; 332901
Сотрудник 2890: Литвинова Анастасия Богдановна; Отдел event-менеджмента; Дилер; 418742
Сотрудник 2891: Лукьянов Иван Матвеевич; Отдел event-менеджмента; Эксперт; 170974
Сотрудник 2892: Макаров Алексей Богданович; Отдел event-менеджмента; Начальник цеха (участка); 126483
Сотрудник 2893: Макаров Андрей Русланович; Отдел event-менеджмента; Специалист по промышленной безопасности подъемных сооружений; 461785
Сотрудник 2894: Макарова София Романовна; Отдел event-менеджмента; Экспедитор по перевозке грузов; 144675
Сотрудник 2895: Малышева Анастасия Максимовна; Отдел event-менеджмента; Техник по защите информации; 184817
Сотрудник 2896: Малышева Виктория Адамовна; Отдел event-менеджмента; Инженер по метрологии; 289141
Сотрудник 2897: Малышева Виктория Адамовна; Отдел event-менеджмента; Стенографистка; 441630
Сотрудник 2898: Малышева Дарья Тимуровна; Отдел event-менеджмента; Начальник отдела автоматизации и механизации производственных процессов; 191494
Сотрудник 2899: Мальцев Андрей Дмитриевич; Отдел event-менеджмента; Инженер по надзору за строительством; 150105
Сотрудник 2900: Мальцев Мирон Ярославович; Отдел event-менеджмента; Нарядчик; 264192
Сотрудник 2901: Мальцева Арина Данииловна; Отдел event-менеджмента; Дежурный бюро пропусков; 424135
Сотрудник 2902: Маркелова Дарья Дмитриевна; Отдел event-менеджмента; Экономист; 208640
Сотрудник 2903: Маслов Иван Михайлович; Отдел event-менеджмента; Начальник технического отдела; 383971
Сотрудник 2904: Маслова Александра Алексеевна; Отдел event-менеджмента; Консультант по налогам и сборам; 259421
Сотрудник 2905: Матвеева Анна Артёмовна; Отдел event-менеджмента; Инженер по патентной и изобретательской работе; 414599
Сотрудник 2906: Матвеева Анна Петровна; Отдел event-менеджмента; Математик; 278819
Сотрудник 2907: Матвеева Валерия Максимовна; Отдел event-менеджмента; Чертежник-конструктор; 295397
Сотрудник 2908: Матвеева Полина Артёмовна; Отдел event-менеджмента; Экспедитор по перевозке грузов; 156600
Сотрудник 2909: Михайлова Мирослава Артёмовна; Отдел event-менеджмента; Главный инженер проекта. Главный архитектор проекта; 333297
Сотрудник 2910: Назарова Олеся Львовна; Отдел event-менеджмента; Табельщик; 111303
Сотрудник 2911: Некрасов Григорий Михайлович; Отдел event-менеджмента; Учетчик; 291192
Сотрудник 2912: Нефедова Маргарита Александровна; Отдел event-менеджмента; Агент по продаже недвижимости; 180474
Сотрудник 2913: Никонова Варвара Матвеевна; Отдел event-менеджмента; Начальник отдела организации и оплаты труда; 310736
Сотрудник 2914: Никулина Евгения Семёновна; Отдел event-менеджмента; Бухгалтер-ревизор; 308223
Сотрудник 2915: Новиков Даниил Максимович; Отдел event-менеджмента; Документовед; 218289
Сотрудник 2916: Новиков Даниил Максимович; Отдел event-менеджмента; Художник; 269548
Сотрудник 2917: Новиков Савелий Дмитриевич; Отдел event-менеджмента; Главный редактор; 166981
Сотрудник 2918: Овсянникова Анастасия Михайловна; Отдел event-менеджмента; Начальник юридического отдела; 368222
Сотрудник 2919: Орлов Даниил Мирославович; Отдел event-менеджмента; Директор котельной; 229986
Сотрудник 2920: Орлова Анастасия Никитична; Отдел event-менеджмента; Дежурный (по выдаче справок, залу, этажу гостиницы, комнате отдыха, общежитию и др.); 183899
Сотрудник 2921: Осипова Арина Тимофеевна; Отдел event-менеджмента; Главный диспетчер; 367134
Сотрудник 2922: Панкратова Юлия Егоровна; Отдел event-менеджмента; Начальник цеха опытного производства; 149657
Сотрудник 2923: Панфилов Роберт Даниилович; Отдел event-менеджмента; Заведующий фотолабораторией; 263694
Сотрудник 2924: Парфенова Арина Германовна; Отдел event-менеджмента; Специалист по связям с общественностью; 312877
Сотрудник 2925: Петров Глеб Ярославович; Отдел event-менеджмента; Начальник отдела охраны труда; 393113
Сотрудник 2926: Петрова Екатерина Артёмовна; Отдел event-менеджмента; Инженер-технолог (технолог); 297064
Сотрудник 2927: Петрова София Тимуровна; Отдел event-менеджмента; Экономист по договорной и претензионной работе; 381352
Сотрудник 2928: Пименова Алёна Артёмовна; Отдел event-менеджмента; Заведующий хозяйством; 462138
Сотрудник 2929: Пономарева Ульяна Кирилловна; Отдел event-менеджмента; Специалист по автотехнической экспертизе (эксперт-автотехник); 323368
Сотрудник 2930: Постникова Ева Фёдоровна; Отдел event-менеджмента; Менеджер по рекламе; 371537
Сотрудник 2931: Прокофьев Тимофей Васильевич; Отдел event-менеджмента; Инженер по нормированию труда; 122686
Сотрудник 2932: Прохорова Варвара Степановна; Отдел event-менеджмента; Заведующий бюро пропусков; 324495
Сотрудник 2933: Рогов Роберт Миронович; Отдел event-менеджмента; Инкассатор; 389106
Сотрудник 2934: Романова Маргарита Артёмовна; Отдел event-менеджмента; Таксировщик; 325348
Сотрудник 2935: Рябова София Фёдоровна; Отдел event-менеджмента; Экономист по бухгалтерскому учету и анализу хозяйственной деятельности; 260801
