Сотрудник 1: Александрова София Лукинична; IT-отдел; Главный редактор; 354936
Сотрудник 392: Маслова Ксения Владимировна; Научно-исследовательский отдел; Начальник отдела информации; 451375
Сотрудник 393: Некрасова Виктория Львовна; Научно-исследовательский отдел; Специалист по связям с общественностью; 256863
Сотрудник 394: Никифоров Семён Александрович; Научно-исследовательский отдел; Инженер по надзору за строительством; 328587
Сотрудник 395: Павлова Ева Антоновна; Научно-исследовательский отдел; Менеджер по персоналу; 321255
Сотрудник 396: Соловьева Владислава Ивановна; Научно-исследовательский отдел; Дилер; 209508
Сотрудник 397: Сычев Фёдор Фёдорович; Научно-исследовательский отдел; Начальник лаборатории (бюро) социологии труда; 325358
Сотрудник 398: Алексеева Арина Руслановна; Отдел event-менеджмента; Техник-конструктор; 430009
Сотрудник 399: Бочаров Марк Владимирович; Отдел event-менеджмента; Заведующий техническим архивом; 411907
Сотрудник 400: Быкова Олеся Никитична; Отдел event-менеджмента; Переводчик; 128168
Сотрудник 401: Васильева Полина Ярославовна; Отдел event-менеджмента; Архивариус; 155325
Сотрудник 402: Волков Артур Даниилович; Отдел event-менеджмента; Инженер по подготовке производства; 420415
Сотрудник 403: Воробьева Арина Михайловна; Отдел event-менеджмента; Техник; 231585
Сотрудник 404: Галкин Роберт Викторович; Отдел event-менеджмента; Инженер по защите информации; 405099
Сотрудник 405: Грачев Иван Семёнович; Отдел event-менеджмента; Заведующий фотолабораторией; 180999
Сотрудник 406: Долгова Дарья Ярославовна; Отдел event-менеджмента; Эксперт по оценке соответствия лифтов требованиям безопасности; 190094
Сотрудник 407: Егорова Екатерина Максимовна; Отдел event-менеджмента; Менеджер по связям с инвесторами; 155469
Сотрудник 408: Журавлева Виктория Данииловна; Отдел event-менеджмента; Инженер по автоматизированным системам управления производством; 407983
Сотрудник 409: Журавлева Виктория Тимофеевна; Отдел event-менеджмента; Агент рекламный; 137533
Сотрудник 410: Иванова Ксения Филиповна; Отдел event-менеджмента; Калькулятор; 385754
Сотрудник 411: Короткова Василиса Ярославовна; Отдел event-менеджмента; Инженер по надзору за строительством; 484538
Сотрудник 412: Крылов Егор Дмитриевич; Отдел event-менеджмента; Главный конструктор; 399878
Сотрудник 413: Кузьмина Яна Евгеньевна; Отдел event-менеджмента; Агент торговый; 234127
Сотрудник 414: Ларионов Илья Артёмович; Отдел event-менеджмента; Инженер по наладке и испытаниям; 473309
Сотрудник 415: Лебедев Максим Ярославович; Отдел event-менеджмента; Делопроизводитель; 364452
Сотрудник 416: Лукин Дмитрий Артёмович; Отдел event-менеджмента; Заведующий жилым корпусом пансионата (гостиницы); 262309
Сотрудник 417: Матвеева Анна Артёмовна; Отдел event-менеджмента; Главный специалист по защите информации; 273899
Сотрудник 418: Нестерова Варвара Александровна; Отдел event-менеджмента; Заведующий экспедицией; 476306
Сотрудник 419: Осипова Арина Тимофеевна; Отдел event-менеджмента; Заведующий камерой хранения; 227338
Сотрудник 420: Савельева Ольга Юрьевна; Отдел event-менеджмента; Архивариус; 480810
Сотрудник 421: Свиридова Алёна Ярославовна; Отдел event-менеджмента; Заведующий камерой хранения; 372620
Сотрудник 422: Семенова Анастасия Константиновна; Отдел event-менеджмента; Начальник отдела кадров; 123150
Сотрудник 423: Сидорова Вера Тимофеевна; Отдел event-менеджмента; Начальник отдела по связям с общественностью; 278129
Сотрудник 424: Соболева Дарья Егоровна; Отдел event-менеджмента; Экономист; 335832
Сотрудник 425: Суворова Алиса Филиповна; Отдел event-менеджмента; Инженер по подготовке производства; 275048
Сотрудник 426: Фадеева Мария Максимовна; Отдел event-менеджмента; Начальник цеха (участка); 341001
Сотрудник 427: Филатова Екатерина Мироновна; Отдел event-менеджмента; Заведующий отделом (бюро) оформления проектных материалов; 245582
Сотрудник 428: Чернышева Юлия Вадимовна; Отдел event-менеджмента; Оператор диспетчерской движения и погрузочно-разгрузочных работ; 465530
Сотрудник 429: Александров Дмитрий Анатольевич; Отдел автоматизации; Заведующий аспирантурой; 331213
Сотрудник 430: Алешин Мирон Маркович; Отдел автоматизации; Главный метролог; 251506
Сотрудник 431: Артамонов Даниил Иванович; Отдел автоматизации; Техник-проектировщик; 313421
Сотрудник 432: Бочаров Марк Владимирович; Отдел автоматизации; Начальник отдела автоматизации и механизации производственных процессов; 383329
Сотрудник 433: Вавилов Юрий Михайлович; Отдел автоматизации; Ведущий конструктор; 330276
Сотрудник 434: Васильев Никита Всеволодович; Отдел автоматизации; Управляющий отделением (фермой, сельскохозяйственным участком); 433000
Сотрудник 435: Голованов Григорий Платонович; Отдел автоматизации; Эксперт дорожного хозяйства; 398915
Сотрудник 436: Григорьева Алиса Александровна; Отдел автоматизации; Начальник смены; 498659
Сотрудник 437: Жуков Дмитрий Ильич; Отдел автоматизации; Начальник отдела капитального строительства; 212797
Сотрудник 438: Жукова Валерия Игоревна; Отдел автоматизации; Инженер по нормированию труда; 209838
Сотрудник 439: Журавлева Виктория Тимофеевна; Отдел автоматизации; Руководитель подразделения; 417722
Сотрудник 440: Иванов Александр Михайлович; Отдел автоматизации; Специалист по кадрам; 492423
Сотрудник 441: Котова Ирина Марковна; Отдел автоматизации; Начальник отдела по связям с инвесторами; 355515
Сотрудник 442: Крылов Владимир Константинович; Отдел автоматизации; Начальник технического отдела; 287092
Сотрудник 443: Максимова Нина Тимофеевна; Отдел автоматизации; Дежурный бюро пропусков; 324666
Сотрудник 444: Мещеряков Сергей Ярославович; Отдел автоматизации; Начальник лаборатории (бюро) технико - экономических исследований; 252153
Сотрудник 445: Мещеряков Сергей Ярославович; Отдел автоматизации; Начальник юридического отдела; 334954
Сотрудник 446: Молчанов Михаил Робертович; Отдел автоматизации; Ведущий экономист; 432927
Сотрудник 447: Назаров Ярослав Фёдорович; Отдел автоматизации; Начальник нормативно-исследовательской лаборатории по труду; 447206
Сотрудник 448: Сергеев Тимофей Егорович; Отдел автоматизации; Агент коммерческий; 460878
Сотрудник 449: Смирнов Леонид Романович; Отдел автоматизации; Главный метролог; 403645
Сотрудник 450: Сорокина Анастасия Тимофеевна; Отдел автоматизации; Заместитель директора по управлению персоналом; 141331
Сотрудник 451: Тарасов Арсений Тимофеевич; Отдел автоматизации; Заведующий (начальник) отделом научно-технической информации; 162920
Сотрудник 452: Тихомиров Арсений Львович; Отдел автоматизации; Главный энергетик; 374294
Сотрудник 453: Федотова Полина Дмитриевна; Отдел автоматизации; Заведующий производством (шеф-повар); 258170
Сотрудник 454: Черкасов Дмитрий Михайлович; Отдел автоматизации; Статистик; 288712
Сотрудник 455: Черных Михаил Ярославович; Отдел автоматизации; Ассистент инспектора фонда; 396590
Сотрудник 456: Агеева Ева Макаровна; Отдел безопасности; Заведующий канцелярией; 288916
Сотрудник 457: Алешин Мирон Маркович; Отдел безопасности; Заведующий производством (шеф-повар); 240843
Сотрудник 458: Андреева Елена Артёмовна; Отдел безопасности; Инженер-проектировщик; 167034
Сотрудник 459: Безрукова Яна Максимовна; Отдел безопасности; Методист по физической культуре; 408611
Сотрудник 460: Бессонова Алиса Тимофеевна; Отдел безопасности; Юрисконсульт; 402387
Сотрудник 461: Бычков Тимофей Ильич; Отдел безопасности; Экспедитор; 279675
Сотрудник 462: Воробьев Владислав Андреевич; Отдел безопасности; Экономист по сбыту; 223947
Сотрудник 463: Воронцова Алина Максимовна; Отдел безопасности; Начальник отдела организации и оплаты труда; 283053
Сотрудник 464: Голубев Григорий Максимович; Отдел безопасности; Специалист по защите информации; 310372
Сотрудник 465: Ефимов Арсений Ильич; Отдел безопасности; Экспедитор; 157711
Сотрудник 466: Иванов Даниил Васильевич; Отдел безопасности; Начальник лаборатории (бюро) технико - экономических исследований; 422210
Сотрудник 467: Козлова Елизавета Фёдоровна; Отдел безопасности; Заведующий фотолабораторией; 248483
Сотрудник 468: Малахов Алексей Мирославович; Отдел безопасности; Юрисконсульт; 249402
Сотрудник 469: Никифоров Артём Сергеевич; Отдел безопасности; Эксперт по промышленной безопасности подъемных сооружений; 294329
Сотрудник 470: Никифоров Георгий Даниилович; Отдел безопасности; Инженер по надзору за строительством; 206178
Сотрудник 471: Никонова Варвара Матвеевна; Отдел безопасности; Инженер по наладке и испытаниям; 270570
Сотрудник 472: Петров Евгений Львович; Отдел безопасности; Начальник ремонтного цеха; 316778
Сотрудник 473: Полякова Варвара Елисеевна; Отдел безопасности; Художник; 414443
Сотрудник 474: Савельева Анна Евгеньевна; Отдел безопасности; Переводчик; 161909
Сотрудник 475: Сомов Борис Демидович; Отдел безопасности; Начальник отдела автоматизированной системы управления производством; 282412
Сотрудник 476: Сомова Ксения Никитична; Отдел безопасности; Заведующая машинописным бюро; 417392
Сотрудник 477: Степанова Ольга Платоновна; Отдел безопасности; Художественный редактор; 348024
Сотрудник 478: Черных Вячеслав Владиславович; Отдел безопасности; Младший научный сотрудник; 275438
Сотрудник 479: Чистяков Михаил Андреевич; Отдел безопасности; Научный редактор; 414319
Сотрудник 480: Богомолова София Тимуровна; Отдел внутреннего контроля; Техник по инструменту; 215864
Сотрудник 481: Васильева Полина Ярославовна; Отдел внутреннего контроля; Заведующий техническим архивом; 119275
Сотрудник 482: Волков Фёдор Серафимович; Отдел внутреннего контроля; Начальник отдела автоматизированной системы управления производством; 314176
Сотрудник 483: Воробьева София Матвеевна; Отдел внутреннего контроля; Хронометражист; 391538
Сотрудник 484: Голубев Даниил Макарович; Отдел внутреннего контроля; Брокер; 133800
Сотрудник 485: Егоров Сергей Ильич; Отдел внутреннего контроля; Лаборант; 262018
Сотрудник 486: Жданова София Александровна; Отдел внутреннего контроля; Начальник технического отдела; 357966
Сотрудник 487: Климов Родион Максимович; Отдел внутреннего контроля; Менеджер по рекламе; 376810
Сотрудник 488: Ковалев Михаил Михайлович; Отдел внутреннего контроля; Заместитель директора по связям с общественностью; 370600
Сотрудник 489: Ковалева Александра Савельевна; Отдел внутреннего контроля; Аналитик; 491740
Сотрудник 490: Козлова Анастасия Константиновна; Отдел внутреннего контроля; Начальник отдела по связям с инвесторами; 447366
Сотрудник 491: Кондратьев Иван Егорович; Отдел внутреннего контроля; Инженер по комплектации оборудования; 257313
Сотрудник 492: Кузьмина Ангелина Ильинична; Отдел внутреннего контроля; (начальник) научноисследовательским сектором (лабораторией), входящим в состав научно - исследовательского отдела (отделения, лаборатории) института; 374194
Сотрудник 493: Матвеева Анна Петровна; Отдел внутреннего контроля; Главный ландшафтный архитектор проекта; 191351
Сотрудник 494: Мельников Матвей Всеволодович; Отдел внутреннего контроля; Менеджер по персоналу; 436580
Сотрудник 495: Новиков Арсений Даниилович; Отдел внутреннего контроля; Техник по инвентаризации строений и сооружений; 244814
Сотрудник 496: Орлов Даниил Мирославович; Отдел внутреннего контроля; Дежурный бюро пропусков; 152573
Сотрудник 497: Орлова Анастасия Ильинична; Отдел внутреннего контроля; Специалист по кадрам; 357499
Сотрудник 498: Пименова Полина Львовна; Отдел внутреннего контроля; Диспетчер; 123518
Сотрудник 499: Прокофьева Анна Романовна; Отдел внутреннего контроля; Мастер участка; 309321
Сотрудник 500: Сергеева Вероника Германовна; Отдел внутреннего контроля; Экономист по труду; 224433
Сотрудник 501: Смирнов Дмитрий Ильич; Отдел внутреннего контроля; Инженер по качеству; 358852
Сотрудник 502: Субботина Алиса Михайловна; Отдел внутреннего контроля; Копировщик; 339150
Сотрудник 503: Харитонов Георгий Андреевич; Отдел внутреннего контроля; Главный технолог; 426086
Сотрудник 504: Шапошников Тимур Артёмович; Отдел внутреннего контроля; Директор (начальник) вычислительного (информационно - вычислительного) центра; 439068
Сотрудник 505: Яковлева Владислава Дмитриевна; Отдел внутреннего контроля; Инженер по охране окружающей среды (эколог); 376987
Сотрудник 506: Андреев Платон Андреевич; Отдел госзакупок; Научный сотрудник; 450012
Сотрудник 507: Аникин Степан Глебович; Отдел госзакупок; Документовед; 296316
Сотрудник 508: Анисимова Варвара Михайловна; Отдел госзакупок; Дежурный (по выдаче справок, залу, этажу гостиницы, комнате отдыха, общежитию и др.); 479217
Сотрудник 509: Бирюков Сергей Никитич; Отдел госзакупок; Инженер-энергетик (энергетик); 254253
Сотрудник 510: Борисов Юрий Тимофеевич; Отдел госзакупок; Инженер-лаборант; 387077
Сотрудник 511: Гордеева Алиса Данииловна; Отдел госзакупок; Начальник отдела кадров; 468264
Сотрудник 512: Горшкова Вероника Егоровна; Отдел госзакупок; Главный научный сотрудник; 224055
Сотрудник 513: Горячев Николай Даниилович; Отдел госзакупок; Директор (начальник) вычислительного (информационно - вычислительного) центра; 212600
Сотрудник 514: Григорьев Александр Артёмович; Отдел госзакупок; Управляющий отделением (фермой, сельскохозяйственным участком); 395585
Сотрудник 515: Громова Злата Артёмовна; Отдел госзакупок; Инженер по организации управления производством; 300990
Сотрудник 516: Иванов Арсений Антонович; Отдел госзакупок; Техник по защите информации; 260566
Сотрудник 517: Киселева Валерия Евгеньевна; Отдел госзакупок; Начальник отдела автоматизированной системы управления производством; 372815
Сотрудник 518: Ковалев Егор Александрович; Отдел госзакупок; Директор (начальник) учреждения (организации); 329718
Сотрудник 519: Корнилова Василиса Елисеевна; Отдел госзакупок; Технический редактор; 370790
Сотрудник 520: Кузнецов Роман Артемьевич; Отдел госзакупок; Секретарь - машинистка; 112056
Сотрудник 521: Кузнецов Фёдор Иванович; Отдел госзакупок; Начальник гаража; 102354
Сотрудник 522: Кузнецова Юлия Михайловна; Отдел госзакупок; Начальник (заведующий) мастерской; 442437
Сотрудник 523: Макарова Яна Данииловна; Отдел госзакупок; Оператор диспетчерской службы; 481402
Сотрудник 524: Маслова Александра Алексеевна; Отдел госзакупок; Заведующий складом; 103515
Сотрудник 525: Медведев Даниил Григорьевич; Отдел госзакупок; Главный метролог; 241842
Сотрудник 526: Миронова Майя Данииловна; Отдел госзакупок; Коммивояжер; 185950
Сотрудник 527: Михайлов Макар Русланович; Отдел госзакупок; Заведующий фотолабораторией; 486756
Сотрудник 528: Михайлова Ева Филиповна; Отдел госзакупок; Биржевой маклер; 233708
Сотрудник 529: Моисеева Ева Артёмовна; Отдел госзакупок; Редактор; 428750
Сотрудник 530: Морозов Лев Фёдорович; Отдел госзакупок; Начальник отдела информации; 377551
Сотрудник 531: Орлов Василий Артурович; Отдел госзакупок; Менеджер; 171609
Сотрудник 532: Панфилов Никита Андреевич; Отдел госзакупок; Заведующий общежитием; 109655
Сотрудник 533: Попова Валерия Владимировна; Отдел госзакупок; Бухгалтер; 225732
Сотрудник 534: Румянцев Антон Миронович; Отдел госзакупок; Научный сотрудник; 197469
Сотрудник 535: Рыжов Егор Владимирович; Отдел госзакупок; Художник; 105247
Сотрудник 536: Смирнов Дмитрий Ильич; Отдел госзакупок; Инженер по ремонту; 285788
Сотрудник 537: Соловьева Владислава Ивановна; Отдел госзакупок; Методист по физической культуре; 165707
Сотрудник 538: Сомова Ксения Никитична; Отдел госзакупок; Инкассатор; 284592
Сотрудник 539: Субботина Арина Леонидовна; Отдел госзакупок; Инженер-лаборант; 102118
Сотрудник 540: Федосеева Алиса Владиславовна; Отдел госзакупок; Финансовый директор (заместитель директора по финансам); 461389
Сотрудник 541: Федотова Анастасия Артемьевна; Отдел госзакупок; Эксперт по промышленной безопасности подъемных сооружений; 197640
Сотрудник 542: Грачев Иван Семёнович; Отдел документооборота; Переводчик; 106791
Сотрудник 543: Дмитриев Максим Владиславович; Отдел документооборота; Начальник отдела кадров; 402700
Сотрудник 544: Дубровина Вероника Ивановна; Отдел документооборота; Эксперт; 122096
Сотрудник 545: Жукова Полина Михайловна; Отдел документооборота; Инженер; 275317
Сотрудник 546: Иванов Святослав Олегович; Отдел документооборота; Начальник отдела стандартизации; 465573
Сотрудник 547: Иванова Милана Марковна; Отдел документооборота; Инженер по охране труда; 159421
Сотрудник 548: Калинина Екатерина Романовна; Отдел документооборота; Начальник отдела (лаборатории, сектора) по защите информации; 268961
Сотрудник 549: Касьянова Екатерина Адамовна; Отдел документооборота; Главный диспетчер; 119830
Сотрудник 550: Клюева Лилия Львовна; Отдел документооборота; Заведующий научно-технической библиотекой; 348955
Сотрудник 551: Козлова Елизавета Фёдоровна; Отдел документооборота; Товаровед; 476351
Сотрудник 552: Курочкин Даниил Александрович; Отдел документооборота; Бухгалтер; 325837
Сотрудник 553: Лазарева Елизавета Александровна; Отдел документооборота; Заведующий конструкторским отделом; 321138
Сотрудник 554: Матвеева Полина Артёмовна; Отдел документооборота; Редактор; 172179
Сотрудник 555: Михайлов Артём Дмитриевич; Отдел документооборота; Главный сварщик; 137045
Сотрудник 556: Овчинникова София Данииловна; Отдел документооборота; Лаборант; 123411
Сотрудник 557: Петрова Варвара Егоровна; Отдел документооборота; Начальник отдела патентной и изобретательской работы; 406939
Сотрудник 558: Постникова Ева Фёдоровна; Отдел документооборота; Комендант; 184766
Сотрудник 559: Романова Маргарита Артёмовна; Отдел документооборота; Эксперт; 454169
Сотрудник 560: Румянцев Александр Григорьевич; Отдел документооборота; Делопроизводитель; 485133
Сотрудник 561: Савельев Павел Георгиевич; Отдел документооборота; Машинистка; 162406
Сотрудник 562: Сахарова Ника Данииловна; Отдел документооборота; Хронометражист; 159866
Сотрудник 563: Селиванов Евгений Артемьевич; Отдел документооборота; Агент рекламный; 115555
Сотрудник 564: Смирнов Леонид Романович; Отдел документооборота; Эксперт по оценке соответствия лифтов требованиям безопасности; 284676
Сотрудник 565: Смирнов Леонид Романович; Отдел документооборота; Инженер; 408689
Сотрудник 566: Сорокина Вероника Марковна; Отдел документооборота; Заведующая машинописным бюро; 266862
Сотрудник 567: Степанов Тимофей Дмитриевич; Отдел документооборота; Делопроизводитель; 102422
Сотрудник 568: Суворова Алиса Филиповна; Отдел документооборота; Главный сварщик; 245541
Сотрудник 569: Щукина Вероника Александровна; Отдел документооборота; Агент страховой; 384105
Сотрудник 570: Бирюков Григорий Кириллович; Отдел закупок; Консультант по налогам и сборам; 333524
Сотрудник 571: Борисов Александр Елисеевич; Отдел закупок; Инспектор по кадрам; 106463
Сотрудник 572: Бочарова Екатерина Павловна; Отдел закупок; Агент по закупкам; 342940
Сотрудник 573: Гаврилова Анастасия Ивановна; Отдел закупок; Экономист по планированию; 308383
Сотрудник 574: Галкин Роберт Викторович; Отдел закупок; Бухгалтер; 431866
Сотрудник 575: Галкин Роберт Викторович; Отдел закупок; Начальник юридического отдела; 462970
Сотрудник 576: Громов Матвей Артёмович; Отдел закупок; Инженер по надзору за строительством; 442035
Сотрудник 577: Журавлев Пётр Егорович; Отдел закупок; Начальник отдела сбыта; 294870
Сотрудник 578: Игнатов Андрей Михайлович; Отдел закупок; Редактор; 154942
Сотрудник 579: Колесникова Арина Мироновна; Отдел закупок; Начальник отдела подготовки кадров; 231538
Сотрудник 580: Кондратьев Кирилл Егорович; Отдел закупок; Главный диспетчер; 163596
Сотрудник 581: Корнилова Алиса Денисовна; Отдел закупок; Начальник цеха (участка); 338782
Сотрудник 582: Кочетков Лев Ильич; Отдел закупок; Специалист по защите информации; 359044
Сотрудник 583: Лебедев Александр Георгиевич; Отдел закупок; Специалист по автотехнической экспертизе (эксперт-автотехник); 255846
Сотрудник 584: Пастухов Артемий Вадимович; Отдел закупок; Лаборант; 373443
Сотрудник 585: Постникова Ева Фёдоровна; Отдел закупок; Менеджер; 373845
Сотрудник 586: Соколов Алексей Даниилович; Отдел закупок; Инженер; 154609
Сотрудник 587: Соловьев Артемий Кириллович; Отдел закупок; Начальник отдела маркетинга; 398822
Сотрудник 588: Спиридонова София Марковна; Отдел закупок; Инженер по стандартизации; 486298
Сотрудник 589: Устинова Елизавета Львовна; Отдел закупок; Секретарь-стенографистка; 319370
Сотрудник 590: Цветков Александр Сергеевич; Отдел закупок; Ведущий конструктор; 241516
Сотрудник 591: Чернова Василиса Владимировна; Отдел закупок; Начальник отдела маркетинга; 228786
Сотрудник 592: Васильев Даниил Маркович; Отдел инвестиций; Начальник производственной лаборатории (по контролю производства); 475499
Сотрудник 593: Демьянов Александр Романович; Отдел инвестиций; Начальник отдела материально-технического снабжения; 343769
Сотрудник 594: Денисова Мария Николаевна; Отдел инвестиций; Инженер-электроник (электроник); 194320
Сотрудник 595: Жуков Степан Максимович; Отдел инвестиций; Заведующий (начальник) отделом научно-технической информации; 210145
Сотрудник 596: Журавлева Виктория Тимофеевна; Отдел инвестиций; Экономист по бухгалтерскому учету и анализу хозяйственной деятельности; 201811
Сотрудник 597: Золотова Кристина Артёмовна; Отдел инвестиций; Делопроизводитель; 259679
Сотрудник 598: Зубкова Полина Тимуровна; Отдел инвестиций; Специалист по защите информации; 395197
Сотрудник 599: Иванов Александр Михайлович; Отдел инвестиций; Ведущий конструктор; 352088
Сотрудник 600: Иванов Артём Романович; Отдел инвестиций; Эксперт по оценке соответствия лифтов требованиям безопасности; 374701
Сотрудник 601: Иванов Марк Фёдорович; Отдел инвестиций; Агент по снабжению; 159726
Сотрудник 602: Иванова Карина Николаевна; Отдел инвестиций; Заместитель директора по коммерческим вопросам; 265617
Сотрудник 603: Иванова Мария Тимуровна; Отдел инвестиций; Инженер по комплектации оборудования; 119557
Сотрудник 604: Короткова Мирослава Павловна; Отдел инвестиций; Директор (генеральный директор, управляющий) предприятия; 169250
Сотрудник 605: Кочетова Полина Дмитриевна; Отдел инвестиций; Инженер по наладке и испытаниям; 488911
Сотрудник 606: Кузнецова Варвара Данииловна; Отдел инвестиций; Инженер-конструктор (конструктор); 148519
Сотрудник 607: Лебедева Вероника Андреевна; Отдел инвестиций; Заведующий производством (шеф-повар); 227382
Сотрудник 608: Малышева Виктория Адамовна; Отдел инвестиций; Начальник отдела охраны окружающей среды; 400806
Сотрудник 609: Михайлов Алексей Андреевич; Отдел инвестиций; Аналитик; 337455
Сотрудник 610: Никитина Нина Константиновна; Отдел инвестиций; Эксперт по промышленной безопасности подъемных сооружений; 133719
Сотрудник 611: Прохорова Варвара Степановна; Отдел инвестиций; Агент; 170340
Сотрудник 612: Рябов Матвей Романович; Отдел инвестиций; Главный ландшафтный архитектор проекта; 321419
Сотрудник 613: Савицкая Анастасия Данииловна; Отдел инвестиций; Начальник отдела информации; 337803
Сотрудник 614: Сахарова Мила Ивановна; Отдел инвестиций; Техник вычислительного (информационно-вычислительного) центра; 284348
Сотрудник 615: Семенов Марк Егорович; Отдел инвестиций; Архивариус; 372585
Сотрудник 616: Сомова Ксения Никитична; Отдел инвестиций; Техник; 205942
Сотрудник 617: Софронова Марина Фёдоровна; Отдел инвестиций; Инструктор-дактилолог; 287053
Сотрудник 618: Степанова Ольга Платоновна; Отдел инвестиций; Таксировщик; 214364
Сотрудник 619: Троицкая Ульяна Марковна; Отдел инвестиций; Специалист по связям с инвесторами; 294953
Сотрудник 620: Ульянов Александр Максимович; Отдел инвестиций; Главный редактор; 167733
Сотрудник 621: Федорова Мария Степановна; Отдел инвестиций; Технический редактор; 225825
Сотрудник 622: Чернышева Юлия Вадимовна; Отдел инвестиций; Экономист по труду; 274692
Сотрудник 623: Шапошников Тимофей Макарович; Отдел инвестиций; Табельщик; 187499
Сотрудник 624: Яковлева Вероника Артёмовна; Отдел инвестиций; Техник - программист; 158351
Сотрудник 625: Агеева Ева Макаровна; Отдел кадров; Начальник отдела охраны труда; 274591
Сотрудник 626: Андрианов Александр Романович; Отдел кадров; Нарядчик; 241047
Сотрудник 627: Баранова Елизавета Дмитриевна; Отдел кадров; Главный бухгалтер; 361199
Сотрудник 628: Борисова Мария Сергеевна; Отдел кадров; Мастер контрольный (участка, цеха); 388274
Сотрудник 629: Васильев Артём Николаевич; Отдел кадров; Экономист по бухгалтерскому учету и анализу хозяйственной деятельности; 178331
Сотрудник 630: Волков Владимир Даниилович; Отдел кадров; Инженер по защите информации; 375630
Сотрудник 631: Воробьева Василиса Артёмовна; Отдел кадров; Переводчик; 256898
Сотрудник 632: Глебов Платон Дмитриевич; Отдел кадров; Инспектор по кадрам; 199452
Сотрудник 633: Иванов Илья Михайлович; Отдел кадров; Профконсультант; 276499
Сотрудник 634: Иванова Арина Кирилловна; Отдел кадров; Оператор диспетчерской движения и погрузочно-разгрузочных работ; 194342
Сотрудник 635: Иванова Зоя Ивановна; Отдел кадров; Начальник смены; 245529
Сотрудник 636: Исаев Никита Платонович; Отдел кадров; Специалист по оценке соответствия лифтов требованиям безопасности; 354827
Сотрудник 637: Киселева Валерия Евгеньевна; Отдел кадров; Специалист по промышленной безопасности подъемных сооружений; 434431
Сотрудник 638: Комаров Максим Серафимович; Отдел кадров; Начальник отдела материально-технического снабжения; 444482
Сотрудник 639: Кудряшова Алиса Арсеньевна; Отдел кадров; Начальник исследовательской лаборатории; 378391
Сотрудник 640: Литвинова Валерия Данииловна; Отдел кадров; Инженер по качеству; 357909
Сотрудник 641: Мальцева Арина Данииловна; Отдел кадров; Социолог; 300754
Сотрудник 642: Мальцева Вера Марковна; Отдел кадров; Старший научный сотрудник; 168710
Сотрудник 643: Мартынова Алёна Григорьевна; Отдел кадров; Корпоративный секретарь акционерного общества; 288731
Сотрудник 644: Молчанов Михаил Робертович; Отдел кадров; Корректор; 411524
Сотрудник 645: Павлова Дарина Артёмовна; Отдел кадров; Лаборант; 195490
Сотрудник 646: Пономарева Ульяна Кирилловна; Отдел кадров; Инженер по стандартизации; 266649
Сотрудник 647: Свиридова Алёна Ярославовна; Отдел кадров; Мастер контрольный (участка, цеха); 484352
Сотрудник 648: Семина София Алексеевна; Отдел кадров; Товаровед; 136291
