Сотрудник 1: Акимов Ярослав Владиславович; IT-отдел; Агент по снабжению; 297256
Сотрудник 497: Гордеева Алиса Данииловна; Отдел автоматизации; Брокер; 223700
Сотрудник 498: Горюнова Мария Арсеньевна; Отдел автоматизации; Инженер по защите информации; 325070
Сотрудник 499: Грачев Иван Семёнович; Отдел автоматизации; Техник-лаборант; 329843
Сотрудник 500: Евдокимов Никита Дмитриевич; Отдел автоматизации; Инженер по метрологии; 269781
Сотрудник 501: Жуков Иван Константинович; Отдел автоматизации; Начальник центральной заводской лаборатории; 471213
Сотрудник 502: Ковалев Артём Семёнович; Отдел автоматизации; Начальник финансового отдела; 284674
Сотрудник 503: Колосова Мария Андреевна; Отдел автоматизации; Мастер участка; 108445
Сотрудник 504: Котова Ирина Марковна; Отдел автоматизации; Делопроизводитель; 389818
Сотрудник 505: Краснова Ксения Лукинична; Отдел автоматизации; Заведующий конструкторским отделом; 212985
Сотрудник 506: Кузнецов Фёдор Иванович; Отдел автоматизации; Инженер-конструктор (конструктор); 367163
Сотрудник 507: Леонтьев Сергей Георгиевич; Отдел автоматизации; Начальник финансового отдела; 382923
Сотрудник 508: Лукьянов Владимир Миронович; Отдел автоматизации; Менеджер по связям с общественностью; 304419
Сотрудник 509: Мартынов Ярослав Платонович; Отдел автоматизации; Агент по закупкам; 208026
Сотрудник 510: Некрасова Виктория Львовна; Отдел автоматизации; Инженер по подготовке кадров; 405771
Сотрудник 511: Панов Михаил Львович; Отдел автоматизации; Специалист по кадрам; 115881
Сотрудник 512: Петрова Варвара Егоровна; Отдел автоматизации; Лаборант; 221836
Сотрудник 513: Поляков Алексей Львович; Отдел автоматизации; Чертежник; 355828
Сотрудник 514: Попова Вера Матвеевна; Отдел автоматизации; Начальник хозяйственного отдела; 363686
Сотрудник 515: Седова София Мирославовна; Отдел автоматизации; Директор гостиницы; 468619
Сотрудник 516: Сычева Кристина Романовна; Отдел автоматизации; Техник по защите информации; 387317
Сотрудник 517: Федосова Диана Максимовна; Отдел автоматизации; Начальник отдела (лаборатории, сектора) по защите информации; 375659
Сотрудник 518: Фомин Константин Юрьевич; Отдел автоматизации; Оценщик; 424375
Сотрудник 519: Шевелева Арина Дмитриевна; Отдел автоматизации; Экономист по бухгалтерскому учету и анализу хозяйственной деятельности; 413996
Сотрудник 520: Балашова Алиса Максимовна; Отдел безопасности; Бухгалтер; 476832
Сотрудник 521: Боброва Александра Семёновна; Отдел безопасности; Ведущий инженер; 453557
Сотрудник 522: Богомолова София Тимуровна; Отдел безопасности; Инженер по нормированию труда; 342500
Сотрудник 523: Вавилов Юрий Михайлович; Отдел безопасности; Начальник отдела кадров; 196831
Сотрудник 524: Васильева Анна Андреевна; Отдел безопасности; Начальник хозяйственного отдела; 381319
Сотрудник 525: Воробьева Арина Михайловна; Отдел безопасности; Аналитик; 358464
Сотрудник 526: Голубев Даниил Макарович; Отдел безопасности; Оператор по диспетчерскому обслуживанию лифтов; 309015
Сотрудник 527: Грибова Ксения Егоровна; Отдел безопасности; Заведующий канцелярией; 233922
Сотрудник 528: Григорьев Михаил Александрович; Отдел безопасности; Агент по снабжению; 350100
Сотрудник 529: Гусев Марк Андреевич; Отдел безопасности; Секретарь - машинистка; 432727
Сотрудник 530: Давыдова Алиса Кирилловна; Отдел безопасности; Научный редактор; 313730
Сотрудник 531: Иванова София Маратовна; Отдел безопасности; Начальник отдела автоматизированной системы управления производством; 101041
Сотрудник 532: Калинина Виктория Денисовна; Отдел безопасности; Техник; 268268
Сотрудник 533: Козлова София Семёновна; Отдел безопасности; (начальник) научноисследовательским сектором (лабораторией), входящим в состав научно - исследовательского отдела (отделения, лаборатории) института; 176357
Сотрудник 534: Колесникова Екатерина Саввична; Отдел безопасности; Дилер; 154296
Сотрудник 535: Короткова Мирослава Павловна; Отдел безопасности; Инженер по организации управления производством; 225994
Сотрудник 536: Котова Василиса Васильевна; Отдел безопасности; Инженер по нормированию труда; 283760
Сотрудник 537: Кузнецов Марат Евгеньевич; Отдел безопасности; Начальник лаборатории (бюро) технико - экономических исследований; 405675
Сотрудник 538: Кузнецова Юлия Михайловна; Отдел безопасности; Таксировщик; 110676
Сотрудник 539: Лапина Дарья Алексеевна; Отдел безопасности; Главный бухгалтер; 355358
Сотрудник 540: Леонов Иван Арсеньевич; Отдел безопасности; Менеджер; 104638
Сотрудник 541: Леонтьев Сергей Георгиевич; Отдел безопасности; Инженер по нормированию труда; 477344
Сотрудник 542: Лукин Дмитрий Артёмович; Отдел безопасности; Специалист по связям с общественностью; 119197
Сотрудник 543: Малышев Арсений Германович; Отдел безопасности; Экономист; 490741
Сотрудник 544: Матвеева Мария Матвеевна; Отдел безопасности; Заведующий складом; 179056
Сотрудник 545: Мешков Глеб Адамович; Отдел безопасности; Заведующий производством (шеф-повар); 212866
Сотрудник 546: Михайлова Полина Степановна; Отдел безопасности; Заведующий копировально-множительным бюро; 269355
Сотрудник 547: Нестерова Варвара Александровна; Отдел безопасности; Инженер по нормированию труда; 156996
Сотрудник 548: Павлова Дарина Артёмовна; Отдел безопасности; Начальник отдела автоматизированной системы управления производством; 299829
Сотрудник 549: Петров Максим Дмитриевич; Отдел безопасности; Экономист по планированию; 178357
Сотрудник 550: Петров Максим Дмитриевич; Отдел безопасности; Начальник отдела автоматизированной системы управления производством; 272638
Сотрудник 551: Прохорова Александра Вадимовна; Отдел безопасности; Начальник отдела социального развития; 192614
Сотрудник 552: Рябов Кирилл Егорович; Отдел безопасности; Заведующий чертежно-копировальным бюро; 470737
Сотрудник 553: Семенов Марк Егорович; Отдел безопасности; Переводчик-дактилолог; 466683
Сотрудник 554: Сергеева Виктория Данииловна; Отдел безопасности; Главный специалист по защите информации; 189320
Сотрудник 555: Субботина Арина Леонидовна; Отдел безопасности; Менеджер по связям с инвесторами; 482842
Сотрудник 556: Устинов Иван Николаевич; Отдел безопасности; Заведующий (начальник) планово-экономическим отделом; 278802
Сотрудник 557: Федоров Иван Тимофеевич; Отдел безопасности; Директор (генеральный директор, управляющий) предприятия; 414354
Сотрудник 558: Харитонова Валерия Романовна; Отдел безопасности; Аудитор; 184955
Сотрудник 559: Чернышева Мария Данииловна; Отдел безопасности; Директор гостиницы; 492345
Сотрудник 560: Андреев Дмитрий Захарович; Отдел внутреннего контроля; Инженер по стандартизации; 404291
Сотрудник 561: Андреева Елена Артёмовна; Отдел внутреннего контроля; Инженер по комплектации оборудования; 439959
Сотрудник 562: Белоусов Иван Матвеевич; Отдел внутреннего контроля; Комендант; 430412
Сотрудник 563: Бессонова Алиса Тимофеевна; Отдел внутреннего контроля; Директор котельной; 498163
Сотрудник 564: Бирюков Максим Георгиевич; Отдел внутреннего контроля; Агент коммерческий; 111001
Сотрудник 565: Бирюкова Алёна Денисовна; Отдел внутреннего контроля; Инженер по инструменту; 123167
Сотрудник 566: Воробьев Илья Александрович; Отдел внутреннего контроля; Ведущий научный сотрудник; 213539
Сотрудник 567: Гуляева Екатерина Артёмовна; Отдел внутреннего контроля; Корректор; 206463
Сотрудник 568: Иванов Даниил Васильевич; Отдел внутреннего контроля; Инженер по организации труда; 168900
Сотрудник 569: Калашников Владислав Егорович; Отдел внутреннего контроля; Техник по наладке и испытаниям; 325436
Сотрудник 570: Карпова София Андреевна; Отдел внутреннего контроля; Ассистент инспектора фонда; 175203
Сотрудник 571: Корчагин Леонид Кириллович; Отдел внутреннего контроля; Техник-конструктор; 336272
Сотрудник 572: Краснова Ксения Лукинична; Отдел внутреннего контроля; Ведущий инженер; 280855
Сотрудник 573: Кудрявцева Василиса Максимовна; Отдел внутреннего контроля; Директор (начальник) учреждения (организации); 253057
Сотрудник 574: Кудряшов Арсений Макарович; Отдел внутреннего контроля; Заведующий (начальник) отделом кадров; 281537
Сотрудник 575: Кузнецова Татьяна Артемьевна; Отдел внутреннего контроля; Оценщик; 489122
Сотрудник 576: Макаров Андрей Русланович; Отдел внутреннего контроля; Заведующий хозяйством; 172725
Сотрудник 577: Максимов Никита Фёдорович; Отдел внутреннего контроля; Инженер по инструменту; 205435
Сотрудник 578: Миронова Ксения Сергеевна; Отдел внутреннего контроля; Ведущий экономист; 340803
Сотрудник 579: Никифоров Артём Сергеевич; Отдел внутреннего контроля; Художник; 275040
Сотрудник 580: Никулина Евгения Семёновна; Отдел внутреннего контроля; Лаборант; 480674
Сотрудник 581: Осипова Арина Михайловна; Отдел внутреннего контроля; Директор по связям с инвесторами; 449812
Сотрудник 582: Осипова Арина Тимофеевна; Отдел внутреннего контроля; Младший редактор; 432694
Сотрудник 583: Павлов Илья Серафимович; Отдел внутреннего контроля; Специалист по маркетингу; 352134
Сотрудник 584: Прохорова Алиса Петровна; Отдел внутреннего контроля; Экономист; 439643
Сотрудник 585: Рябов Кирилл Артёмович; Отдел внутреннего контроля; Копировщик; 396623
Сотрудник 586: Савельев Владимир Максимович; Отдел внутреннего контроля; Переводчик; 187164
Сотрудник 587: Семенов Матвей Кириллович; Отдел внутреннего контроля; Главный инженер проекта. Главный архитектор проекта; 168205
Сотрудник 588: Сергеев Тимофей Егорович; Отдел внутреннего контроля; Инженер по качеству; 446146
Сотрудник 589: Соколов Владимир Ильич; Отдел внутреннего контроля; Заведующий общежитием; 203571
Сотрудник 590: Соколов Владимир Маркович; Отдел внутреннего контроля; Научный редактор; 403895
Сотрудник 591: Старостин Гордей Александрович; Отдел внутреннего контроля; Инженер-проектировщик; 444355
Сотрудник 592: Суслова Нина Сергеевна; Отдел внутреннего контроля; Экономист; 301289
Сотрудник 593: Филатова Екатерина Мироновна; Отдел внутреннего контроля; Заведующий (начальник) отделом научно-технической информации; 265692
Сотрудник 594: Чернышев Тимофей Денисович; Отдел внутреннего контроля; Начальник юридического отдела; 262717
Сотрудник 595: Аксенова Ульяна Дмитриевна; Отдел госзакупок; Начальник отдела материально-технического снабжения; 326987
Сотрудник 596: Андреев Иван Егорович; Отдел госзакупок; Заведующий (начальник) отделом кадров; 119803
Сотрудник 597: Андреев Лев Платонович; Отдел госзакупок; Технический редактор; 453615
Сотрудник 598: Андреев Михаил Филиппович; Отдел госзакупок; Копировщик; 346344
Сотрудник 599: Антонов Никита Леонидович; Отдел госзакупок; Редактор; 154875
Сотрудник 600: Афанасьев Тимур Алексеевич; Отдел госзакупок; Заведующий техническим архивом; 215811
Сотрудник 601: Безрукова Яна Максимовна; Отдел госзакупок; Техник по инструменту; 307401
Сотрудник 602: Беспалов Фёдор Сергеевич; Отдел госзакупок; Директор (начальник) вычислительного (информационно - вычислительного) центра; 370162
Сотрудник 603: Волков Владимир Даниилович; Отдел госзакупок; Главный метролог; 106976
Сотрудник 604: Ерофеева Елена Ильинична; Отдел госзакупок; Начальник ремонтного цеха; 217838
Сотрудник 605: Карпова София Андреевна; Отдел госзакупок; Эксперт дорожного хозяйства; 224288
Сотрудник 606: Кириллова Анна Павловна; Отдел госзакупок; Директор (начальник) учреждения (организации); 151589
Сотрудник 607: Ковалев Михаил Михайлович; Отдел госзакупок; Инженер-электроник (электроник); 385358
Сотрудник 608: Кондратьев Иван Егорович; Отдел госзакупок; Ассистент инспектора фонда; 390388
Сотрудник 609: Крюкова Виктория Кирилловна; Отдел госзакупок; Главный металлург; 400331
Сотрудник 610: Кудрявцева Василиса Максимовна; Отдел госзакупок; Профконсультант; 321093
Сотрудник 611: Кузнецова Татьяна Артемьевна; Отдел госзакупок; Специалист по защите информации; 272971
Сотрудник 612: Лебедев Степан Матвеевич; Отдел госзакупок; Дилер; 398993
Сотрудник 613: Леонов Иван Арсеньевич; Отдел госзакупок; Специалист по связям с общественностью; 176021
Сотрудник 614: Маслова Ксения Владимировна; Отдел госзакупок; Начальник лаборатории (бюро) технико - экономических исследований; 440047
Сотрудник 615: Мельникова Мирослава Данииловна; Отдел госзакупок; Секретарь - машинистка; 219597
Сотрудник 616: Михайлов Алексей Андреевич; Отдел госзакупок; Инженер по автоматизации и механизации производственных процессов; 495470
Сотрудник 617: Мухин Михаил Михайлович; Отдел госзакупок; Младший научный сотрудник; 399372
Сотрудник 618: Никитин Егор Никитич; Отдел госзакупок; Инженер-технолог (технолог); 452671
Сотрудник 619: Пименова Алёна Артёмовна; Отдел госзакупок; Начальник инструментального отдела; 111616
Сотрудник 620: Пономарев Владислав Тимофеевич; Отдел госзакупок; Специалист по связям с инвесторами; 328298
Сотрудник 621: Прохорова Варвара Степановна; Отдел госзакупок; Шеф-инженер; 475816
Сотрудник 622: Романов Константин Семёнович; Отдел госзакупок; Чертежник; 175091
Сотрудник 623: Савельева Анна Евгеньевна; Отдел госзакупок; Начальник центральной заводской лаборатории; 162056
Сотрудник 624: Сальникова Анна Максимовна; Отдел госзакупок; Оператор по диспетчерскому обслуживанию лифтов; 437569
Сотрудник 625: Семенов Матвей Кириллович; Отдел госзакупок; Мастер контрольный (участка, цеха); 167947
Сотрудник 626: Семенова Анастасия Константиновна; Отдел госзакупок; Инженер по нормированию труда; 153612
Сотрудник 627: Сомова Ксения Никитична; Отдел госзакупок; Менеджер по связям с инвесторами; 186846
Сотрудник 628: Суворов Егор Андреевич; Отдел госзакупок; Специалист по кадрам; 395904
Сотрудник 629: Федоров Иван Тимофеевич; Отдел госзакупок; Заведующий складом; 427381
Сотрудник 630: Филиппова Мария Артёмовна; Отдел госзакупок; Начальник отдела сбыта; 228211
Сотрудник 631: Александрова Алина Лукинична; Отдел документооборота; Специалист по кадрам; 481443
Сотрудник 632: Андрианов Александр Романович; Отдел документооборота; Менеджер по связям с общественностью; 485373
Сотрудник 633: Афанасьев Дмитрий Дмитриевич; Отдел документооборота; Специалист по кадрам; 151110
Сотрудник 634: Васильев Даниил Артёмович; Отдел документооборота; Физиолог; 444283
Сотрудник 635: Васильева Арина Петровна; Отдел документооборота; Агент по снабжению; 202629
Сотрудник 636: Васильева Полина Ярославовна; Отдел документооборота; Инженер-программист (программист); 219907
Сотрудник 637: Власов Илья Васильевич; Отдел документооборота; Учетчик; 363326
Сотрудник 638: Гончарова Милана Фёдоровна; Отдел документооборота; Инженер по инструменту; 390030
Сотрудник 639: Горячев Николай Даниилович; Отдел документооборота; Брокер; 240956
Сотрудник 640: Грачев Иван Семёнович; Отдел документооборота; Товаровед; 499186
Сотрудник 641: Григорьев Александр Артёмович; Отдел документооборота; Главный бухгалтер; 155633
Сотрудник 642: Григорьев Артемий Макарович; Отдел документооборота; Директор (начальник) вычислительного (информационно - вычислительного) центра; 370601
Сотрудник 643: Гуляева Екатерина Артёмовна; Отдел документооборота; Главный инженер; 143972
Сотрудник 644: Дементьева Мария Мирославовна; Отдел документооборота; Оператор диспетчерской службы; 434022
Сотрудник 645: Демидов Кирилл Маркович; Отдел документооборота; Ассистент инспектора фонда; 436123
Сотрудник 646: Жданов Александр Александрович; Отдел документооборота; Статистик; 151996
Сотрудник 647: Злобин Михаил Фёдорович; Отдел документооборота; Инспектор фонда; 266198
Сотрудник 648: Иванов Глеб Алексеевич; Отдел документооборота; Главный научный сотрудник; 106249
Сотрудник 649: Иванов Илья Михайлович; Отдел документооборота; Начальник лаборатории (бюро) технико - экономических исследований; 186866
Сотрудник 650: Иванова Алиса Константиновна; Отдел документооборота; Художественный редактор; 412017
Сотрудник 651: Касьянова Екатерина Адамовна; Отдел документооборота; Инженер по организации управления производством; 297993
Сотрудник 652: Кириллова Анна Павловна; Отдел документооборота; Начальник юридического отдела; 468130
Сотрудник 653: Клюева Лилия Львовна; Отдел документооборота; Главный механик; 322328
Сотрудник 654: Комарова Валерия Евгеньевна; Отдел документооборота; Ведущий инженер; 179579
Сотрудник 655: Лебедева Ксения Артемьевна; Отдел документооборота; Директор (начальник) вычислительного (информационно - вычислительного) центра; 382904
Сотрудник 656: Максимов Никита Фёдорович; Отдел документооборота; Техник по труду; 251721
Сотрудник 657: Максимов Фёдор Маркович; Отдел документооборота; Техник по метрологии; 131159
Сотрудник 658: Мельникова Мирослава Данииловна; Отдел документооборота; Экономист по договорной и претензионной работе; 421148
Сотрудник 659: Никифоров Богдан Петрович; Отдел документооборота; Переводчик; 353457
Сотрудник 660: Новиков Егор Иванович; Отдел документооборота; Начальник отдела подготовки кадров; 272623
Сотрудник 661: Овчинникова София Данииловна; Отдел документооборота; Экономист по труду; 394680
Сотрудник 662: Павлова Дарина Артёмовна; Отдел документооборота; Главный бухгалтер; 283183
Сотрудник 663: Сазонов Константин Матвеевич; Отдел документооборота; Инженер по автоматизированным системам управления производством; 143385
Сотрудник 664: Смирнов Дмитрий Ильич; Отдел документооборота; Секретарь-стенографистка; 316136
Сотрудник 665: Сорокина София Никитична; Отдел документооборота; Агент торговый; 434624
Сотрудник 666: Тихонова Ева Владимировна; Отдел документооборота; Инженер-технолог (технолог); 408450
Сотрудник 667: Федосеева Алиса Владиславовна; Отдел документооборота; Инженер по охране труда; 382954
Сотрудник 668: Черныха Анастасия Максимовна; Отдел документооборота; Начальник цеха (участка); 153252
Сотрудник 669: Чистяков Михаил Андреевич; Отдел документооборота; Начальник отдела по связям с общественностью; 149363
Сотрудник 670: Андреев Дмитрий Захарович; Отдел закупок; Инженер по надзору за строительством; 383668
Сотрудник 671: Андреев Михаил Филиппович; Отдел закупок; Начальник смены; 151355
Сотрудник 672: Баранова Милана Александровна; Отдел закупок; Директор (начальник) учреждения (организации); 279224
Сотрудник 673: Бирюков Сергей Никитич; Отдел закупок; Инженер по автоматизированным системам управления производством; 213365
Сотрудник 674: Волкова Полина Максимовна; Отдел закупок; Дилер; 470063
Сотрудник 675: Воронина Александра Никитична; Отдел закупок; Заведующий фотолабораторией; 367704
Сотрудник 676: Горюнова Екатерина Никитична; Отдел закупок; Техник по инвентаризации строений и сооружений; 353238
Сотрудник 677: Данилов Артём Всеволодович; Отдел закупок; Заведующий чертежно-копировальным бюро; 468941
Сотрудник 678: Евдокимов Никита Дмитриевич; Отдел закупок; Инженер по ремонту; 157285
Сотрудник 679: Журавлева Виктория Данииловна; Отдел закупок; Секретарь руководителя; 221755
Сотрудник 680: Зайцева Вероника Владиславовна; Отдел закупок; Выпускающий; 112338
Сотрудник 681: Иванов Артём Романович; Отдел закупок; Агент рекламный; 491929
Сотрудник 682: Исаев Павел Русланович; Отдел закупок; Начальник (руководитель) бригады (группы); 412566
Сотрудник 683: Калачева Арина Владиславовна; Отдел закупок; Инженер по инструменту; 485917
Сотрудник 684: Калинина София Алексеевна; Отдел закупок; Заведующий отделом (бюро) оформления проектных материалов; 479711
Сотрудник 685: Козлова Дарья Тимофеевна; Отдел закупок; Техник; 376447
Сотрудник 686: Комарова Валерия Евгеньевна; Отдел закупок; Специалист по кадрам; 474875
Сотрудник 687: Корнеева Екатерина Юрьевна; Отдел закупок; Инженер-электроник (электроник); 390592
Сотрудник 688: Кочетков Лев Павлович; Отдел закупок; Начальник ремонтного цеха; 240223
Сотрудник 689: Кудрявцев Тимофей Фёдорович; Отдел закупок; Инкассатор; 202101
Сотрудник 690: Кудряшов Арсений Макарович; Отдел закупок; Специалист по защите информации; 335839
Сотрудник 691: Кудряшов Арсений Макарович; Отдел закупок; Секретарь-стенографистка; 412070
Сотрудник 692: Курочкин Даниил Александрович; Отдел закупок; Техник-технолог; 457086
Сотрудник 693: Лебедев Степан Матвеевич; Отдел закупок; Оператор по диспетчерскому обслуживанию лифтов; 103402
Сотрудник 694: Лебедева София Матвеевна; Отдел закупок; Заведующий (начальник) научно - исследовательским отделом (отделением, лабораторией) института; 304747
Сотрудник 695: Литвинов Артём Ильич; Отдел закупок; Главный специалист по защите информации; 308201
Сотрудник 696: Мещеряков Сергей Ярославович; Отдел закупок; Переводчик; 121075
Сотрудник 697: Никитина Нина Константиновна; Отдел закупок; Экономист по планированию; 252409
Сотрудник 698: Никулина Евгения Семёновна; Отдел закупок; Математик; 134002
Сотрудник 699: Орлова Анастасия Ильинична; Отдел закупок; Диспетчер; 389263
Сотрудник 700: Федорова Елизавета Павловна; Отдел закупок; Заведующий хозяйством; 121985
Сотрудник 701: Фокина Полина Марковна; Отдел закупок; Главный специалист в основном отделе (архитектурнопланировочной мастерской); 298776
Сотрудник 702: Харитонов Георгий Андреевич; Отдел закупок; Техник по наладке и испытаниям; 174687
Сотрудник 703: Яковлева Вероника Артёмовна; Отдел закупок; Экономист по финансовой работе; 187409
Сотрудник 704: Балашова Алиса Максимовна; Отдел инвестиций; Начальник отдела по связям с инвесторами; 312778
Сотрудник 705: Баранова Милана Александровна; Отдел инвестиций; Кодификатор; 200516
Сотрудник 706: Басова Валерия Львовна; Отдел инвестиций; Инженер-электроник (электроник); 141740
Сотрудник 707: Власов Степан Дмитриевич; Отдел инвестиций; Мастер контрольный (участка, цеха); 149989
Сотрудник 708: Гаврилова Анастасия Ивановна; Отдел инвестиций; Главный механик; 351519
Сотрудник 709: Гусев Марк Андреевич; Отдел инвестиций; Администратор; 424486
Сотрудник 710: Давыдова Анастасия Богдановна; Отдел инвестиций; Эксперт; 465063
Сотрудник 711: Денисова Елизавета Романовна; Отдел инвестиций; Главный металлург; 114140
Сотрудник 712: Журавлева Виктория Данииловна; Отдел инвестиций; Начальник технического отдела; 371919
Сотрудник 713: Иванов Артём Богданович; Отдел инвестиций; Аукционист; 390384
Сотрудник 714: Иванов Артём Иванович; Отдел инвестиций; Научный редактор; 361734
Сотрудник 715: Ильин Серафим Леонидович; Отдел инвестиций; Начальник отдела подготовки кадров; 362193
Сотрудник 716: Калинина Виктория Денисовна; Отдел инвестиций; Директор по связям с инвесторами; 186554
Сотрудник 717: Киселева Валерия Евгеньевна; Отдел инвестиций; Эксперт по оценке соответствия лифтов требованиям безопасности; 448095
Сотрудник 718: Котова Ирина Марковна; Отдел инвестиций; Секретарь руководителя; 466748
Сотрудник 719: Кочетова Полина Дмитриевна; Отдел инвестиций; Инженер-технолог (технолог); 262949
Сотрудник 720: Кузьмина Ангелина Ильинична; Отдел инвестиций; Экономист; 250774
Сотрудник 721: Кузьмина Майя Дмитриевна; Отдел инвестиций; Инженер по надзору за строительством; 121207
Сотрудник 722: Лапин Гордей Демидович; Отдел инвестиций; Инженер по инструменту; 254712
Сотрудник 723: Макарова Анастасия Михайловна; Отдел инвестиций; Техник по инструменту; 332290
Сотрудник 724: Мальцева Вера Марковна; Отдел инвестиций; Начальник цеха (участка); 342168
Сотрудник 725: Мельников Илья Максимович; Отдел инвестиций; Калькулятор; 266381
Сотрудник 726: Минаева Екатерина Марковна; Отдел инвестиций; Главный специалист в основном отделе (архитектурнопланировочной мастерской); 193601
Сотрудник 727: Михайлов Артём Егорович; Отдел инвестиций; Руководитель группы по инвентаризации строений и сооружений; 274506
Сотрудник 728: Михайлов Даниил Даниилович; Отдел инвестиций; Главный ландшафтный архитектор проекта; 362307
Сотрудник 729: Морозов Юрий Семёнович; Отдел инвестиций; Техник вычислительного (информационно-вычислительного) центра; 475415
Сотрудник 730: Новикова Варвара Максимовна; Отдел инвестиций; Ведущий инженер; 121880
Сотрудник 731: Овсянников Матвей Миронович; Отдел инвестиций; Начальник цеха (участка); 244418
Сотрудник 732: Петров Михаил Сергеевич; Отдел инвестиций; Экономист по труду; 391152
Сотрудник 733: Попова Анастасия Кирилловна; Отдел инвестиций; Агент по продаже недвижимости; 116953
Сотрудник 734: Романов Михаил Артурович; Отдел инвестиций; Инженер по автоматизации и механизации производственных процессов; 216537
Сотрудник 735: Самойлов Егор Макарович; Отдел инвестиций; Эксперт по промышленной безопасности подъемных сооружений; 448911
Сотрудник 736: Седов Тихон Матвеевич; Отдел инвестиций; Переводчик; 397525
Сотрудник 737: Семенов Матвей Кириллович; Отдел инвестиций; Производитель работ (прораб); 158606
Сотрудник 738: Сидорова Вера Тимофеевна; Отдел инвестиций; Инженер по организации труда; 440481
Сотрудник 739: Соколов Владимир Маркович; Отдел инвестиций; Инженер-электроник (электроник); 305895
Сотрудник 740: Соколова Ева Максимовна; Отдел инвестиций; Начальник отдела по связям с инвесторами; 448152
Сотрудник 741: Соловьев Артемий Кириллович; Отдел инвестиций; Инспектор по контролю за исполнением поручений; 470036
Сотрудник 742: Сорокина София Никитична; Отдел инвестиций; Начальник отдела комплектации оборудования; 208276
Сотрудник 743: Тимофеева Василиса Марковна; Отдел инвестиций; Заведующий архивом; 470776
Сотрудник 744: Троицкая Ульяна Марковна; Отдел инвестиций; Инженер по ремонту; 233177
Сотрудник 745: Фокина Полина Марковна; Отдел инвестиций; Инженер-программист (программист); 320958
Сотрудник 746: Цветкова Вероника Львовна; Отдел инвестиций; Инженер по подготовке производства; 327780
Сотрудник 747: Шевцов Сергей Денисович; Отдел инвестиций; Чертежник; 254387
Сотрудник 748: Анисимов Арсений Дмитриевич; Отдел кадров; Руководитель подразделения; 441935
Сотрудник 749: Афанасьев Лев Миронович; Отдел кадров; Агент коммерческий; 327214
Сотрудник 750: Белов Роберт Даниилович; Отдел кадров; Механик; 166932
Сотрудник 751: Бирюков Сергей Никитич; Отдел кадров; Научный сотрудник; 469252
Сотрудник 752: Воробьева Арина Михайловна; Отдел кадров; Бухгалтер-ревизор; 372247
Сотрудник 753: Горелов Ярослав Даниилович; Отдел кадров; Техник по защите информации; 223547
Сотрудник 754: Дубровина Вероника Ивановна; Отдел кадров; Начальник исследовательской лаборатории; 335627
Сотрудник 755: Жукова Валерия Игоревна; Отдел кадров; Заведующий жилым корпусом пансионата (гостиницы); 466212
