Сотрудник 1: Абрамова Мия Николаевна; IT-отдел; Главный сварщик; 159906
Сотрудник 381: Баженова Алиса Сергеевна; Логистический отдел; Техник-лаборант; 226127
Сотрудник 382: Бессонова Зоя Максимовна; Логистический отдел; Психолог; 162852
Сотрудник 383: Борисов Юрий Тимофеевич; Логистический отдел; Заведующий архивом; 255418
Сотрудник 384: Воробьева София Матвеевна; Логистический отдел; Начальник цеха (участка); 322023
Сотрудник 385: Горюнова Екатерина Никитична; Логистический отдел; Агент коммерческий; 300106
Сотрудник 386: Грачева Анна Александровна; Логистический отдел; Техник по инвентаризации строений и сооружений; 450189
Сотрудник 387: Григорьева Алиса Александровна; Логистический отдел; Инженер по защите информации; 472546
Сотрудник 388: Громова Злата Артёмовна; Логистический отдел; Начальник отдела подготовки кадров; 150498
Сотрудник 389: Давыдова Алиса Кирилловна; Логистический отдел; Ведущий экономист; 260184
Сотрудник 390: Евдокимова Лидия Константиновна; Логистический отдел; Секретарь-стенографистка; 167927
Сотрудник 391: Ерофеева Елена Ильинична; Логистический отдел; Экономист по сбыту; 485005
Сотрудник 392: Ефремов Фёдор Миронович; Логистический отдел; Начальник отдела автоматизированной системы управления производством; 358896
Сотрудник 393: Журавлева Виктория Данииловна; Логистический отдел; Делопроизводитель; 421305
Сотрудник 394: Захаров Кирилл Алексеевич; Логистический отдел; Шеф-инженер; 195205
Сотрудник 395: Иванова Арина Никитична; Логистический отдел; Калькулятор; 310215
Сотрудник 396: Климов Алексей Иванович; Логистический отдел; Комендант; 351231
Сотрудник 397: Колесникова Арина Мироновна; Логистический отдел; Техник по метрологии; 355799
Сотрудник 398: Лосев Иван Михайлович; Логистический отдел; Заведующий хозяйством; 449971
Сотрудник 399: Малышев Захар Иванович; Логистический отдел; Ведущий конструктор; 455600
Сотрудник 400: Маслова Ксения Владимировна; Логистический отдел; Техник; 266265
Сотрудник 401: Медведева Вероника Григорьевна; Логистический отдел; Коммивояжер; 468278
Сотрудник 402: Назаров Ярослав Фёдорович; Логистический отдел; Техник; 238646
Сотрудник 403: Нефедова Маргарита Александровна; Логистический отдел; Заведующий фотолабораторией; 487571
Сотрудник 404: Никифоров Артём Сергеевич; Логистический отдел; Ведущий научный сотрудник; 235292
Сотрудник 405: Панфилов Никита Андреевич; Логистический отдел; Начальник отдела сбыта; 212041
Сотрудник 406: Панфилов Никита Андреевич; Логистический отдел; Коммивояжер; 337760
Сотрудник 407: Петров Михаил Сергеевич; Логистический отдел; Инженер по автоматизированным системам управления производством; 116295
Сотрудник 408: Петрова Варвара Данииловна; Логистический отдел; Заведующий складом; 398693
Сотрудник 409: Прокофьева Мария Андреевна; Логистический отдел; Заведующий (начальник) планово-экономическим отделом; 177459
Сотрудник 410: Руднева София Кирилловна; Логистический отдел; Директор (начальник) учреждения (организации); 421201
Сотрудник 411: Руднева София Кирилловна; Логистический отдел; Мастер участка; 491370
Сотрудник 412: Рябов Матвей Романович; Логистический отдел; Заместитель директора (начальника) учреждения (организации) по научной работе. Главный инженер учреждения (организации); 472937
Сотрудник 413: Сомова Ксения Никитична; Логистический отдел; Лаборант; 438477
Сотрудник 414: Сычев Фёдор Фёдорович; Логистический отдел; Калькулятор; 301034
Сотрудник 415: Федоров Даниил Михайлович; Логистический отдел; Оценщик; 121931
Сотрудник 416: Царева Анастасия Артёмовна; Логистический отдел; Ведущий конструктор; 494531
Сотрудник 417: Афанасьев Лев Миронович; Маркетинговый отдел; Экономист; 251691
Сотрудник 418: Бочаров Марк Владимирович; Маркетинговый отдел; Начальник отдела сбыта; 316312
Сотрудник 419: Волков Владимир Даниилович; Маркетинговый отдел; Агент по продаже недвижимости; 145363
Сотрудник 420: Герасимов Константин Максимович; Маркетинговый отдел; Техник-технолог; 161421
Сотрудник 421: Герасимова Кира Ярославовна; Маркетинговый отдел; Заведующий (начальник) планово-экономическим отделом; 260356
Сотрудник 422: Григорьева Ирина Владимировна; Маркетинговый отдел; Агент по закупкам; 152305
Сотрудник 423: Гришин Дмитрий Тимофеевич; Маркетинговый отдел; Секретарь руководителя; 381438
Сотрудник 424: Громов Матвей Артёмович; Маркетинговый отдел; Инженер-проектировщик; 457599
Сотрудник 425: Гусев Марк Андреевич; Маркетинговый отдел; Документовед; 414624
Сотрудник 426: Егоров Сергей Ильич; Маркетинговый отдел; Главный бухгалтер; 278053
Сотрудник 427: Елисеева Евгения Артёмовна; Маркетинговый отдел; Брокер; 297415
Сотрудник 428: Жуков Георгий Даниилович; Маркетинговый отдел; Менеджер по связям с инвесторами; 361411
Сотрудник 429: Жуков Степан Максимович; Маркетинговый отдел; Заведующий отделом (бюро) оформления проектных материалов; 386209
Сотрудник 430: Карасева Виктория Данииловна; Маркетинговый отдел; Диспетчер; 177482
Сотрудник 431: Климова Ульяна Матвеевна; Маркетинговый отдел; Ассистент инспектора фонда; 194802
Сотрудник 432: Корчагин Леонид Кириллович; Маркетинговый отдел; Заведующий канцелярией; 139941
Сотрудник 433: Кочеткова Василиса Михайловна; Маркетинговый отдел; Научный редактор; 165113
Сотрудник 434: Кочетова Полина Дмитриевна; Маркетинговый отдел; Начальник отдела подготовки кадров; 163791
Сотрудник 435: Кочетова Полина Дмитриевна; Маркетинговый отдел; Архитектор; 279270
Сотрудник 436: Краснова Ксения Лукинична; Маркетинговый отдел; Заведующий общежитием; 289839
Сотрудник 437: Кузнецов Станислав Павлович; Маркетинговый отдел; Ведущий научный сотрудник; 145835
Сотрудник 438: Лазарев Савелий Никитич; Маркетинговый отдел; Архитектор; 416488
Сотрудник 439: Макарова Маргарита Артёмовна; Маркетинговый отдел; Начальник автоколонны; 272287
Сотрудник 440: Мальцев Мирон Ярославович; Маркетинговый отдел; Начальник инструментального отдела; 256477
Сотрудник 441: Матвеева Мария Матвеевна; Маркетинговый отдел; Заведующий архивом; 212500
Сотрудник 442: Некрасов Григорий Михайлович; Маркетинговый отдел; Табельщик; 218468
Сотрудник 443: Осипова Арина Тимофеевна; Маркетинговый отдел; Начальник отдела комплектации оборудования; 115578
Сотрудник 444: Полякова Варвара Елисеевна; Маркетинговый отдел; Экономист; 293072
Сотрудник 445: Румянцева Арина Вячеславовна; Маркетинговый отдел; Эксперт; 145116
Сотрудник 446: Савина Ева Гордеевна; Маркетинговый отдел; Администратор; 153594
Сотрудник 447: Савина Ева Гордеевна; Маркетинговый отдел; Главный метролог; 323137
Сотрудник 448: Семенов Вячеслав Савельевич; Маркетинговый отдел; Хронометражист; 489686
Сотрудник 449: Семенов Даниил Даниилович; Маркетинговый отдел; Инженер по подготовке кадров; 121308
Сотрудник 450: Семенов Матвей Кириллович; Маркетинговый отдел; Директор котельной; 393230
Сотрудник 451: Суворова Алиса Филиповна; Маркетинговый отдел; Главный специалист по защите информации; 409872
Сотрудник 452: Терентьев Дмитрий Вячеславович; Маркетинговый отдел; Дилер; 107893
Сотрудник 453: Ульянов Александр Максимович; Маркетинговый отдел; Начальник нормативно-исследовательской лаборатории по труду; 375721
Сотрудник 454: Устинов Иван Николаевич; Маркетинговый отдел; Начальник ремонтного цеха; 153170
Сотрудник 455: Чернова Василиса Владимировна; Маркетинговый отдел; Начальник отдела контроля качества; 281126
Сотрудник 456: Александров Дмитрий Анатольевич; Медицинский отдел; Начальник нормативно-исследовательской лаборатории по труду; 390138
Сотрудник 457: Александрова Алина Лукинична; Медицинский отдел; Инженер по подготовке производства; 317050
Сотрудник 458: Алешин Алексей Георгиевич; Медицинский отдел; Ландшафтный архитектор; 409512
Сотрудник 459: Балашова Алиса Максимовна; Медицинский отдел; Специалист по маркетингу; 365834
Сотрудник 460: Борисов Юрий Тимофеевич; Медицинский отдел; Табельщик; 263857
Сотрудник 461: Борисов Юрий Тимофеевич; Медицинский отдел; Начальник финансового отдела; 416595
Сотрудник 462: Васильева Анна Андреевна; Медицинский отдел; Специалист по связям с общественностью; 395859
Сотрудник 463: Власова Полина Данииловна; Медицинский отдел; Инструктор-дактилолог; 398042
Сотрудник 464: Григорьев Михаил Александрович; Медицинский отдел; Аукционист; 137504
Сотрудник 465: Захаров Кирилл Алексеевич; Медицинский отдел; Дилер; 355606
Сотрудник 466: Иванов Илья Михайлович; Медицинский отдел; Инженер по комплектации оборудования; 397470
Сотрудник 467: Колесникова Арина Мироновна; Медицинский отдел; Заведующий (начальник) отделом научно-технической информации; 144929
Сотрудник 468: Краснова Ксения Лукинична; Медицинский отдел; Техник по планированию; 132552
Сотрудник 469: Кузнецова Анна Ивановна; Медицинский отдел; Переводчик; 474390
Сотрудник 470: Леонова Валерия Никитична; Медицинский отдел; Инженер-электроник (электроник); 231376
Сотрудник 471: Макарова Маргарита Артёмовна; Медицинский отдел; Техник; 189272
Сотрудник 472: Мартынов Ярослав Платонович; Медицинский отдел; Инженер по патентной и изобретательской работе; 119967
Сотрудник 473: Минина Валентина Максимовна; Медицинский отдел; Мастер контрольный (участка, цеха); 129207
Сотрудник 474: Митрофанов Артём Анатольевич; Медицинский отдел; Художник; 115335
Сотрудник 475: Моисеева Ева Артёмовна; Медицинский отдел; Начальник отдела стандартизации; 249590
Сотрудник 476: Никитина Вероника Вячеславовна; Медицинский отдел; Начальник производственного отдела; 333606
Сотрудник 477: Никифоров Артём Сергеевич; Медицинский отдел; Заведующий столовой; 423887
Сотрудник 478: Орлов Иван Павлович; Медицинский отдел; Брокер; 163727
Сотрудник 479: Прокофьев Тимофей Васильевич; Медицинский отдел; Начальник лаборатории (бюро) социологии труда; 111579
Сотрудник 480: Савельев Владимир Максимович; Медицинский отдел; Главный сварщик; 227912
Сотрудник 481: Скворцов Артём Иванович; Медицинский отдел; Кассир; 452769
Сотрудник 482: Софронова Марина Фёдоровна; Медицинский отдел; Табельщик; 429097
Сотрудник 483: Степанов Тимофей Дмитриевич; Медицинский отдел; Начальник отдела автоматизированной системы управления производством; 145375
Сотрудник 484: Сухарев Максим Максимович; Медицинский отдел; Юрисконсульт; 335487
Сотрудник 485: Филиппова Анастасия Георгиевна; Медицинский отдел; Начальник инструментального отдела; 346316
Сотрудник 486: Чернова Василиса Владимировна; Медицинский отдел; Ведущий экономист; 495036
Сотрудник 487: Бирюков Максим Георгиевич; Научно-исследовательский отдел; Главный механик; 144805
Сотрудник 488: Дмитриев Кирилл Степанович; Научно-исследовательский отдел; Техник - программист; 135244
Сотрудник 489: Дмитриев Максим Владиславович; Научно-исследовательский отдел; Главный металлург; 251283
Сотрудник 490: Добрынин Матвей Александрович; Научно-исследовательский отдел; Техник по инвентаризации строений и сооружений; 221511
Сотрудник 491: Жукова Полина Михайловна; Научно-исследовательский отдел; Техник; 106585
Сотрудник 492: Золотова Кристина Артёмовна; Научно-исследовательский отдел; Начальник (заведующий) мастерской; 484969
Сотрудник 493: Иванов Александр Вячеславович; Научно-исследовательский отдел; Главный энергетик; 344770
Сотрудник 494: Иванова Арина Григорьевна; Научно-исследовательский отдел; Мастер контрольный (участка, цеха); 415437
Сотрудник 495: Иванова Ксения Филиповна; Научно-исследовательский отдел; Главный диспетчер; 234678
Сотрудник 496: Игнатов Андрей Михайлович; Научно-исследовательский отдел; Техник по труду; 145301
Сотрудник 497: Ильина Вера Петровна; Научно-исследовательский отдел; Нарядчик; 435750
Сотрудник 498: Комаров Максим Серафимович; Научно-исследовательский отдел; Нарядчик; 417863
Сотрудник 499: Кузнецова Василиса Алексеевна; Научно-исследовательский отдел; Главный конструктор проекта; 104855
Сотрудник 500: Куликова Варвара Николаевна; Научно-исследовательский отдел; Начальник отдела капитального строительства; 139690
Сотрудник 501: Курочкин Даниил Александрович; Научно-исследовательский отдел; Копировщик; 172314
Сотрудник 502: Курочкин Даниил Александрович; Научно-исследовательский отдел; Инженер по инструменту; 227248
Сотрудник 503: Лебедев Артём Петрович; Научно-исследовательский отдел; Бухгалтер-ревизор; 329150
Сотрудник 504: Лебедев Артём Петрович; Научно-исследовательский отдел; Директор (начальник) учреждения (организации); 397371
Сотрудник 505: Максимова Мия Андреевна; Научно-исследовательский отдел; Заведующий конструкторским отделом; 331176
Сотрудник 506: Панфилов Никита Андреевич; Научно-исследовательский отдел; Инженер по организации труда; 385463
Сотрудник 507: Петров Егор Дмитриевич; Научно-исследовательский отдел; Инженер по организации труда; 328955
Сотрудник 508: Попова Валерия Владимировна; Научно-исследовательский отдел; Кодификатор; 143305
Сотрудник 509: Прокофьева Мария Андреевна; Научно-исследовательский отдел; Техник по метрологии; 303472
Сотрудник 510: Румянцев Антон Миронович; Научно-исследовательский отдел; Научный редактор; 109082
Сотрудник 511: Сальникова Вера Владимировна; Научно-исследовательский отдел; Чертежник; 376129
Сотрудник 512: Семенов Марк Егорович; Научно-исследовательский отдел; Научный сотрудник; 168245
Сотрудник 513: Семенов Матвей Даниилович; Научно-исследовательский отдел; Заместитель директора по капитальному строительству; 157474
Сотрудник 514: Семенова Варвара Глебовна; Научно-исследовательский отдел; Директор котельной; 356209
Сотрудник 515: Симонова София Данииловна; Научно-исследовательский отдел; Специалист по маркетингу; 483208
Сотрудник 516: Соколов Алексей Даниилович; Научно-исследовательский отдел; Финансовый директор (заместитель директора по финансам); 341581
Сотрудник 517: Соловьева Кира Егоровна; Научно-исследовательский отдел; Начальник отдела патентной и изобретательской работы; 185212
Сотрудник 518: Федоров Максим Маркович; Научно-исследовательский отдел; Заместитель директора (начальника) учреждения (организации) по научной работе. Главный инженер учреждения (организации); 251050
Сотрудник 519: Федорова Ольга Ивановна; Научно-исследовательский отдел; Художник; 430659
Сотрудник 520: Харитонов Георгий Андреевич; Научно-исследовательский отдел; Оператор диспетчерской службы; 257741
Сотрудник 521: Шилова Александра Родионовна; Научно-исследовательский отдел; Начальник отдела по связям с общественностью; 134631
Сотрудник 522: Щукина Вероника Александровна; Научно-исследовательский отдел; Табельщик; 210504
Сотрудник 523: Яковлев Сергей Григорьевич; Научно-исследовательский отдел; Главный сварщик; 260145
Сотрудник 524: Агеев Демид Богданович; Отдел event-менеджмента; Главный инженер; 130486
Сотрудник 525: Андреева Дарья Марковна; Отдел event-менеджмента; Начальник отдела автоматизации и механизации производственных процессов; 415270
Сотрудник 526: Быкова Алиса Данииловна; Отдел event-менеджмента; Начальник отдела автоматизации и механизации производственных процессов; 470973
Сотрудник 527: Васильев Артём Львович; Отдел event-менеджмента; Техник-проектировщик; 116811
Сотрудник 528: Винокуров Иван Васильевич; Отдел event-менеджмента; Главный металлург; 265085
Сотрудник 529: Волков Гордей Иванович; Отдел event-менеджмента; Инженер по научно-технической информации; 447266
Сотрудник 530: Волкова Варвара Тимуровна; Отдел event-менеджмента; Научный редактор; 481759
Сотрудник 531: Гаврилова Елизавета Леонидовна; Отдел event-менеджмента; Комендант; 234786
Сотрудник 532: Гусев Егор Леонидович; Отдел event-менеджмента; Начальник центральной заводской лаборатории; 165120
Сотрудник 533: Добрынин Матвей Александрович; Отдел event-менеджмента; Инженер по стандартизации; 401413
Сотрудник 534: Евдокимова Лидия Константиновна; Отдел event-менеджмента; Главный металлург; 206203
Сотрудник 535: Ершов Даниил Алексеевич; Отдел event-менеджмента; Заведующий жилым корпусом пансионата (гостиницы); 427354
Сотрудник 536: Зайцева Анна Глебовна; Отдел event-менеджмента; Директор (начальник) учреждения (организации); 467643
Сотрудник 537: Золотова Кристина Артёмовна; Отдел event-менеджмента; Ученый секретарь; 459391
Сотрудник 538: Зотова Кира Ярославовна; Отдел event-менеджмента; Начальник технического отдела; 271580
Сотрудник 539: Иванов Александр Вячеславович; Отдел event-менеджмента; Начальник отдела капитального строительства; 326793
Сотрудник 540: Иванов Матвей Маркович; Отдел event-менеджмента; Заведующий (начальник) отделом стандартизации; 163145
Сотрудник 541: Иванова София Маратовна; Отдел event-менеджмента; Заместитель директора по коммерческим вопросам; 423220
Сотрудник 542: Ильина София Максимовна; Отдел event-менеджмента; Начальник хозяйственного отдела; 359351
Сотрудник 543: Ковалев Михаил Михайлович; Отдел event-менеджмента; Эксперт по оценке соответствия лифтов требованиям безопасности; 438412
Сотрудник 544: Корольков Лев Максимович; Отдел event-менеджмента; Финансовый директор (заместитель директора по финансам); 104959
Сотрудник 545: Кузьмина Ангелина Ильинична; Отдел event-менеджмента; Начальник отдела охраны труда; 122320
Сотрудник 546: Леонтьева Полина Данииловна; Отдел event-менеджмента; Инженер по организации труда; 157106
Сотрудник 547: Максимов Никита Фёдорович; Отдел event-менеджмента; Начальник хозяйственного отдела; 476800
Сотрудник 548: Малахов Алексей Мирославович; Отдел event-менеджмента; Начальник исследовательской лаборатории; 168828
Сотрудник 549: Мартынова Алёна Григорьевна; Отдел event-менеджмента; Специалист по автотехнической экспертизе (эксперт-автотехник); 442980
Сотрудник 550: Мещеряков Сергей Ярославович; Отдел event-менеджмента; Стенографистка; 145251
Сотрудник 551: Никифоров Семён Александрович; Отдел event-менеджмента; Специалист по кадрам; 459267
Сотрудник 552: Орлова Анастасия Ильинична; Отдел event-менеджмента; Заведующий бюро пропусков; 229353
Сотрудник 553: Панкратова Юлия Егоровна; Отдел event-менеджмента; Заведующая машинописным бюро; 362195
Сотрудник 554: Панов Михаил Львович; Отдел event-менеджмента; Инженер по подготовке производства; 355515
Сотрудник 555: Петров Глеб Ярославович; Отдел event-менеджмента; Старший научный сотрудник; 217638
Сотрудник 556: Потапова Полина Ильинична; Отдел event-менеджмента; Специалист по связям с инвесторами; 219094
Сотрудник 557: Семенов Даниил Даниилович; Отдел event-менеджмента; Управляющий отделением (фермой, сельскохозяйственным участком); 127462
Сотрудник 558: Симонова Виктория Петровна; Отдел event-менеджмента; Директор типографии; 193111
Сотрудник 559: Сомов Борис Демидович; Отдел event-менеджмента; Выпускающий; 157728
Сотрудник 560: Степанов Георгий Даниилович; Отдел event-менеджмента; Консультант по налогам и сборам; 494834
Сотрудник 561: Титов Марат Андреевич; Отдел event-менеджмента; Техник; 265536
Сотрудник 562: Троицкая Ульяна Марковна; Отдел event-менеджмента; Ведущий экономист; 204674
Сотрудник 563: Шапошников Тимофей Макарович; Отдел event-менеджмента; Агент; 384457
Сотрудник 564: Шульгина София Данииловна; Отдел event-менеджмента; Заместитель директора по связям с общественностью; 494938
Сотрудник 565: Щукина Вероника Александровна; Отдел event-менеджмента; Экономист по труду; 409957
Сотрудник 566: Алешин Алексей Георгиевич; Отдел автоматизации; Специалист по промышленной безопасности подъемных сооружений; 429296
Сотрудник 567: Алешина Владислава Дмитриевна; Отдел автоматизации; Коммивояжер; 187486
Сотрудник 568: Афанасьев Дмитрий Дмитриевич; Отдел автоматизации; Технический редактор; 168685
Сотрудник 569: Афанасьев Дмитрий Дмитриевич; Отдел автоматизации; Профконсультант; 233018
Сотрудник 570: Беляев Тимофей Максимович; Отдел автоматизации; Главный конструктор; 223659
Сотрудник 571: Васильев Кирилл Вадимович; Отдел автоматизации; Выпускающий; 140243
Сотрудник 572: Волков Владимир Даниилович; Отдел автоматизации; Техник по инструменту; 137904
Сотрудник 573: Воробьева Василиса Артёмовна; Отдел автоматизации; Инженер по инструменту; 372692
Сотрудник 574: Воронина Александра Никитична; Отдел автоматизации; Корпоративный секретарь акционерного общества; 370143
Сотрудник 575: Егорова Екатерина Максимовна; Отдел автоматизации; Директор (начальник) вычислительного (информационно - вычислительного) центра; 101871
Сотрудник 576: Егорова Екатерина Максимовна; Отдел автоматизации; Специалист по связям с инвесторами; 475209
Сотрудник 577: Ермаков Максим Дмитриевич; Отдел автоматизации; Инженер по инструменту; 375364
Сотрудник 578: Ерофеева Елена Ильинична; Отдел автоматизации; Начальник исследовательской лаборатории; 465819
Сотрудник 579: Иванова София Маратовна; Отдел автоматизации; Лаборант; 415498
Сотрудник 580: Колесникова Екатерина Саввична; Отдел автоматизации; Лаборант; 225989
Сотрудник 581: Колесникова Екатерина Саввична; Отдел автоматизации; Начальник отдела маркетинга; 236747
Сотрудник 582: Кузьмин Ярослав Константинович; Отдел автоматизации; Начальник отдела патентной и изобретательской работы; 475776
Сотрудник 583: Кузьмина Василиса Николаевна; Отдел автоматизации; Руководитель группы по инвентаризации строений и сооружений; 447378
Сотрудник 584: Куликова Елизавета Кирилловна; Отдел автоматизации; Художник; 148011
Сотрудник 585: Лукьянов Максим Даниилович; Отдел автоматизации; Младший редактор; 131650
Сотрудник 586: Мартынов Ярослав Платонович; Отдел автоматизации; Ведущий экономист; 274463
Сотрудник 587: Михайлов Артём Дмитриевич; Отдел автоматизации; Начальник цеха опытного производства; 182919
Сотрудник 588: Михайлова София Викторовна; Отдел автоматизации; Инженер по ремонту; 476729
Сотрудник 589: Назаров Ярослав Фёдорович; Отдел автоматизации; Корректор; 291566
Сотрудник 590: Никитин Егор Никитич; Отдел автоматизации; Заведующий научно-технической библиотекой; 285783
Сотрудник 591: Никитина Вероника Вячеславовна; Отдел автоматизации; Инженер по нормированию труда; 453754
Сотрудник 592: Панкратова Ангелина Кирилловна; Отдел автоматизации; Главный механик; 346910
Сотрудник 593: Рябов Кирилл Артёмович; Отдел автоматизации; Техник-лаборант; 137562
Сотрудник 594: Рябова София Фёдоровна; Отдел автоматизации; Инженер по охране окружающей среды (эколог); 195075
Сотрудник 595: Сафонова Александра Алексеевна; Отдел автоматизации; Начальник лаборатории (бюро) социологии труда; 416842
Сотрудник 596: Седов Тихон Матвеевич; Отдел автоматизации; Главный научный сотрудник; 275284
Сотрудник 597: Сергеева Анастасия Максимовна; Отдел автоматизации; Научный редактор; 422617
Сотрудник 598: Серов Иван Григорьевич; Отдел автоматизации; Руководитель подразделения; 410750
Сотрудник 599: Скворцов Артём Иванович; Отдел автоматизации; Инженер по ремонту; 462615
Сотрудник 600: Суханов Виктор Андреевич; Отдел автоматизации; Ландшафтный архитектор; 322619
Сотрудник 601: Устинов Иван Николаевич; Отдел автоматизации; Заместитель директора по капитальному строительству; 376253
Сотрудник 602: Устинов Максим Григорьевич; Отдел автоматизации; Инженер-программист (программист); 102652
Сотрудник 603: Шапошников Тимур Артёмович; Отдел автоматизации; Заведующий архивом; 197090
Сотрудник 604: Абрамов Дмитрий Артёмович; Отдел безопасности; Юрисконсульт; 384883
Сотрудник 605: Александрова Елизавета Артёмовна; Отдел безопасности; Специалист по оценке соответствия лифтов требованиям безопасности; 412253
Сотрудник 606: Балашова Алиса Максимовна; Отдел безопасности; Специалист по автотехнической экспертизе (эксперт-автотехник); 270937
Сотрудник 607: Быков Андрей Ильич; Отдел безопасности; Начальник отдела автоматизации и механизации производственных процессов; 305585
Сотрудник 608: Васильева Анна Андреевна; Отдел безопасности; Заместитель директора по капитальному строительству; 220785
Сотрудник 609: Волкова Александра Ярославовна; Отдел безопасности; Инженер по нормированию труда; 196088
Сотрудник 610: Григорьев Артём Александрович; Отдел безопасности; Аудитор; 323247
Сотрудник 611: Емельянов Григорий Кириллович; Отдел безопасности; Директор котельной; 364004
Сотрудник 612: Ефремова Ксения Егоровна; Отдел безопасности; Заведующий копировально-множительным бюро; 342507
Сотрудник 613: Зотова Кира Ярославовна; Отдел безопасности; Архитектор; 267519
Сотрудник 614: Иванова Ксения Филиповна; Отдел безопасности; Инженер по организации управления производством; 363858
Сотрудник 615: Калинина Екатерина Романовна; Отдел безопасности; Управляющий отделением (фермой, сельскохозяйственным участком); 253373
Сотрудник 616: Карпов Михаил Всеволодович; Отдел безопасности; Начальник отдела по связям с инвесторами; 365482
Сотрудник 617: Корольков Лев Максимович; Отдел безопасности; Копировщик; 405617
Сотрудник 618: Кузнецов Станислав Павлович; Отдел безопасности; Инженер-проектировщик; 185012
Сотрудник 619: Кузнецова Алиса Михайловна; Отдел безопасности; Художник; 367003
Сотрудник 620: Кузнецова Ирина Мироновна; Отдел безопасности; Экономист вычислительного (информационно - вычислительного) центра; 239974
Сотрудник 621: Куликова Ева Кирилловна; Отдел безопасности; Инженер по автоматизации и механизации производственных процессов; 246552
Сотрудник 622: Лукьянов Владимир Миронович; Отдел безопасности; Начальник отдела контроля качества; 311226
Сотрудник 623: Маркова Виктория Ивановна; Отдел безопасности; Ландшафтный архитектор; 297043
Сотрудник 624: Медведев Даниил Григорьевич; Отдел безопасности; Начальник цеха опытного производства; 425353
Сотрудник 625: Минина Валентина Максимовна; Отдел безопасности; Ведущий экономист; 420614
Сотрудник 626: Назаров Ярослав Фёдорович; Отдел безопасности; Делопроизводитель; 460819
Сотрудник 627: Николаева Мирослава Марковна; Отдел безопасности; Заведующий бюро пропусков; 284615
Сотрудник 628: Парфенова Арина Германовна; Отдел безопасности; Агент рекламный; 112268
Сотрудник 629: Попова Валерия Владимировна; Отдел безопасности; Начальник гаража; 170208
Сотрудник 630: Савельева Ольга Юрьевна; Отдел безопасности; Художник; 150008
Сотрудник 631: Сизов Даниил Даниилович; Отдел безопасности; Специалист по автотехнической экспертизе (эксперт-автотехник); 499923
Сотрудник 632: Сизова Александра Ильинична; Отдел безопасности; Руководитель группы по инвентаризации строений и сооружений; 258425
Сотрудник 633: Смирнов Пётр Викторович; Отдел безопасности; Начальник отдела маркетинга; 305394
