Сотрудник 1: Андреева Дарья Марковна; IT-отдел; Редактор; 499537
Сотрудник 288: Васильева Алиса Кирилловна; Отдел закупок; Заведующий копировально-множительным бюро; 356468
Сотрудник 289: Васильева Анна Андреевна; Отдел закупок; Редактор; 229044
Сотрудник 290: Воробьева Арина Михайловна; Отдел закупок; Инженер по научно-технической информации; 400920
Сотрудник 291: Воробьева Валерия Георгиевна; Отдел закупок; Техник - программист; 308065
Сотрудник 292: Голубев Николай Михайлович; Отдел закупок; Инженер по качеству; 358152
Сотрудник 293: Гуляев Дмитрий Константинович; Отдел закупок; Ассистент инспектора фонда; 331345
Сотрудник 294: Давыдова Алиса Кирилловна; Отдел закупок; Секретарь незрячего специалиста; 399439
Сотрудник 295: Жуков Степан Максимович; Отдел закупок; Техник по инвентаризации строений и сооружений; 441547
Сотрудник 296: Зимина Анастасия Данииловна; Отдел закупок; Заведующий общежитием; 389105
Сотрудник 297: Иванов Даниил Васильевич; Отдел закупок; Лаборант; 142593
Сотрудник 298: Иванова Елизавета Васильевна; Отдел закупок; Начальник цеха (участка); 307511
Сотрудник 299: Кузьмин Арсений Григорьевич; Отдел закупок; Агент; 464240
Сотрудник 300: Лебедев Александр Георгиевич; Отдел закупок; Кассир; 307630
Сотрудник 301: Макарова Александра Николаевна; Отдел закупок; Заместитель директора по коммерческим вопросам; 382837
Сотрудник 302: Матвеева Валерия Максимовна; Отдел закупок; Техник по труду; 292838
Сотрудник 303: Новиков Арсений Даниилович; Отдел закупок; Экономист по финансовой работе; 363854
Сотрудник 304: Павлова Ева Антоновна; Отдел закупок; Агент по снабжению; 488375
Сотрудник 305: Петров Роберт Романович; Отдел закупок; Инженер по автоматизированным системам управления производством; 156454
Сотрудник 306: Потапова Полина Ильинична; Отдел закупок; Заведующая машинописным бюро; 460071
Сотрудник 307: Савельев Владимир Максимович; Отдел закупок; Оценщик; 492573
Сотрудник 308: Смирнов Пётр Викторович; Отдел закупок; Начальник финансового отдела; 254759
Сотрудник 309: Сомова Таисия Михайловна; Отдел закупок; Инженер по инструменту; 253276
Сотрудник 310: Тарасов Святослав Никитич; Отдел закупок; Научный сотрудник; 230101
Сотрудник 311: Фомина Мария Юрьевна; Отдел закупок; Главный ландшафтный архитектор проекта; 175482
Сотрудник 312: Яковлева Милана Денисовна; Отдел закупок; Заместитель директора по коммерческим вопросам; 228858
Сотрудник 313: Голованов Григорий Платонович; Отдел инвестиций; Экономист по материально-техническому снабжению; 315379
Сотрудник 314: Грачев Иван Семёнович; Отдел инвестиций; Начальник смены; 312803
Сотрудник 315: Данилов Артём Всеволодович; Отдел инвестиций; Ландшафтный архитектор; 121448
Сотрудник 316: Ковалев Егор Александрович; Отдел инвестиций; Агент по продаже недвижимости; 144735
Сотрудник 317: Лаврентьева Милана Андреевна; Отдел инвестиций; Начальник отдела охраны окружающей среды; 259486
Сотрудник 318: Матвеева Полина Артёмовна; Отдел инвестиций; Техник по труду; 456708
Сотрудник 319: Рыжов Егор Владимирович; Отдел инвестиций; Кассир; 201711
Сотрудник 320: Самсонов Никита Александрович; Отдел инвестиций; Ведущий инженер; 240024
Сотрудник 321: Шевелева Арина Дмитриевна; Отдел инвестиций; Инженер-энергетик (энергетик); 291221
Сотрудник 322: Антонов Михаил Платонович; Отдел кадров; Оператор по диспетчерскому обслуживанию лифтов; 268496
Сотрудник 323: Булатов Алексей Маркович; Отдел кадров; Инженер-электроник (электроник); 253839
Сотрудник 324: Васильев Андрей Михайлович; Отдел кадров; Специалист по промышленной безопасности подъемных сооружений; 128643
Сотрудник 325: Воробьева Виктория Григорьевна; Отдел кадров; Начальник отдела материально-технического снабжения; 212214
Сотрудник 326: Горячев Николай Даниилович; Отдел кадров; Инженер по научно-технической информации; 383251
Сотрудник 327: Гришин Роман Маркович; Отдел кадров; Главный специалист по защите информации; 285677
Сотрудник 328: Долгов Фёдор Александрович; Отдел кадров; Заведующий складом; 202818
Сотрудник 329: Иванова Ульяна Матвеевна; Отдел кадров; Техник по планированию; 462770
Сотрудник 330: Королев Макар Матвеевич; Отдел кадров; Начальник отдела кадров; 244594
Сотрудник 331: Короткова Мария Гордеевна; Отдел кадров; Заведующий (начальник) отделом кадров; 245923
Сотрудник 332: Маслова Александра Алексеевна; Отдел кадров; Художник-конструктор (дизайнер); 180232
Сотрудник 333: Медведева Вероника Григорьевна; Отдел кадров; Инструктор-дактилолог; 318097
Сотрудник 334: Миронов Михаил Даниилович; Отдел кадров; Заведующий складом; 189905
Сотрудник 335: Петров Егор Дмитриевич; Отдел кадров; Заместитель директора по коммерческим вопросам; 168888
Сотрудник 336: Сахарова Ника Данииловна; Отдел кадров; Инкассатор; 178737
Сотрудник 337: Соколов Иван Матвеевич; Отдел кадров; Инженер-энергетик (энергетик); 350095
Сотрудник 338: Соловьев Александр Андреевич; Отдел кадров; Аудитор; 188142
Сотрудник 339: Федоров Михаил Тимофеевич; Отдел кадров; Экономист по бухгалтерскому учету и анализу хозяйственной деятельности; 289427
Сотрудник 340: Борисов Александр Елисеевич; Отдел качества; Главный диспетчер; 493070
Сотрудник 341: Борисова Мария Сергеевна; Отдел качества; Делопроизводитель; 408042
Сотрудник 342: Булатов Михаил Михайлович; Отдел качества; Начальник цеха (участка); 480075
Сотрудник 343: Герасимов Константин Максимович; Отдел качества; Техник по планированию; 395076
Сотрудник 344: Григорьев Михаил Александрович; Отдел качества; Заведующий архивом; 106517
Сотрудник 345: Емельянов Платон Фёдорович; Отдел качества; Начальник юридического отдела; 356539
Сотрудник 346: Иванова Алиса Константиновна; Отдел качества; Начальник отдела сбыта; 327762
Сотрудник 347: Ильина Татьяна Кирилловна; Отдел качества; Ассистент инспектора фонда; 471214
Сотрудник 348: Корнилова Василиса Елисеевна; Отдел качества; Экономист по планированию; 292868
Сотрудник 349: Лебедев Артём Петрович; Отдел качества; Главный конструктор проекта; 495667
Сотрудник 350: Макарова Анастасия Михайловна; Отдел качества; Эксперт по промышленной безопасности подъемных сооружений; 311843
Сотрудник 351: Малышева Дарья Тимуровна; Отдел качества; Переводчик-дактилолог; 435753
Сотрудник 352: Мальцева Вера Марковна; Отдел качества; Инженер по нормированию труда; 350257
Сотрудник 353: Маслова Ксения Владимировна; Отдел качества; Главный инженер проекта. Главный архитектор проекта; 494235
Сотрудник 354: Матвеева Полина Артёмовна; Отдел качества; Калькулятор; 259299
Сотрудник 355: Платонова Анна Ильинична; Отдел качества; Главный конструктор проекта; 250223
Сотрудник 356: Романов Михаил Артурович; Отдел качества; Инженер-лаборант; 271919
Сотрудник 357: Савельева Ольга Юрьевна; Отдел качества; Специалист по оценке соответствия лифтов требованиям безопасности; 273523
Сотрудник 358: Тихомиров Арсений Львович; Отдел качества; Начальник отдела охраны труда; 168075
Сотрудник 359: Шевелева Татьяна Михайловна; Отдел качества; Техник по защите информации; 362897
Сотрудник 360: Щербакова Вера Матвеевна; Отдел качества; Агент по закупкам; 419680
Сотрудник 361: Власов Илья Васильевич; Отдел клиентского сервиса; Чертежник-конструктор; 264500
Сотрудник 362: Дубровина Вероника Ивановна; Отдел клиентского сервиса; Бухгалтер; 232709
Сотрудник 363: Егорова Василиса Юрьевна; Отдел клиентского сервиса; Редактор; 178155
Сотрудник 364: Завьялова Ангелина Данииловна; Отдел клиентского сервиса; Начальник отдела стандартизации; 482846
Сотрудник 365: Ковалев Михаил Михайлович; Отдел клиентского сервиса; Инспектор по кадрам; 165427
Сотрудник 366: Лапин Гордей Демидович; Отдел клиентского сервиса; Специалист по автотехнической экспертизе (эксперт-автотехник); 105621
Сотрудник 367: Михайлова Любовь Алексеевна; Отдел клиентского сервиса; Главный диспетчер; 126231
Сотрудник 368: Никифоров Богдан Петрович; Отдел клиентского сервиса; Техник по стандартизации; 419905
Сотрудник 369: Новиков Егор Иванович; Отдел клиентского сервиса; Заведующий хозяйством; 185777
Сотрудник 370: Пименов Лев Тимурович; Отдел клиентского сервиса; Агент коммерческий; 189022
Сотрудник 371: Свиридова Алёна Ярославовна; Отдел клиентского сервиса; Юрисконсульт; 213897
Сотрудник 372: Степанов Георгий Даниилович; Отдел клиентского сервиса; Главный научный сотрудник; 305133
Сотрудник 373: Шевелев Тимофей Саввич; Отдел клиентского сервиса; Начальник хозяйственного отдела; 334248
Сотрудник 374: Баженова Ольга Кирилловна; Отдел международного сотрудничества; Статистик; 313400
Сотрудник 375: Волков Алексей Арсеньевич; Отдел международного сотрудничества; Социолог; 321046
Сотрудник 376: Герасимова Кира Ярославовна; Отдел международного сотрудничества; Ученый секретарь; 246024
Сотрудник 377: Глебов Платон Дмитриевич; Отдел международного сотрудничества; Техник-лаборант; 475423
Сотрудник 378: Иванов Владимир Глебович; Отдел международного сотрудничества; Консультант по налогам и сборам; 115938
Сотрудник 379: Калачев Даниил Лукич; Отдел международного сотрудничества; Техник по защите информации; 449285
Сотрудник 380: Климова Ульяна Матвеевна; Отдел международного сотрудничества; Экономист по планированию; 226372
Сотрудник 381: Ковалева Александра Савельевна; Отдел международного сотрудничества; Начальник технического отдела; 148317
Сотрудник 382: Лаврентьева Милана Андреевна; Отдел международного сотрудничества; Машинистка; 486641
Сотрудник 383: Николаева Мирослава Марковна; Отдел международного сотрудничества; Техник; 198766
Сотрудник 384: Новиков Даниил Максимович; Отдел международного сотрудничества; Главный бухгалтер; 250027
Сотрудник 385: Попова Вера Матвеевна; Отдел международного сотрудничества; Начальник отдела социального развития; 256892
Сотрудник 386: Прохорова Мария Максимовна; Отдел международного сотрудничества; Художественный редактор; 487797
Сотрудник 387: Семенова София Ильинична; Отдел международного сотрудничества; Главный сварщик; 411812
Сотрудник 388: Сергеева Анастасия Максимовна; Отдел международного сотрудничества; Инженер по патентной и изобретательской работе; 176062
Сотрудник 389: Субботина Алиса Михайловна; Отдел международного сотрудничества; Инженер; 262772
Сотрудник 390: Ульянов Мирон Никитич; Отдел международного сотрудничества; Машинистка; 426890
Сотрудник 391: Черныха Анастасия Максимовна; Отдел международного сотрудничества; Главный инженер; 478808
Сотрудник 392: Алешин Алексей Георгиевич; Отдел обучения и развития персонала; Начальник цеха опытного производства; 408262
Сотрудник 393: Зайцев Руслан Леонидович; Отдел обучения и развития персонала; Ведущий экономист; 186367
Сотрудник 394: Ильина Татьяна Кирилловна; Отдел обучения и развития персонала; Калькулятор; 220419
Сотрудник 395: Карпова София Андреевна; Отдел обучения и развития персонала; Директор гостиницы; 352184
Сотрудник 396: Никифоров Артём Сергеевич; Отдел обучения и развития персонала; Начальник отдела контроля качества; 164647
Сотрудник 397: Панфилов Роберт Даниилович; Отдел обучения и развития персонала; Профконсультант; 162372
Сотрудник 398: Субботин Артём Дмитриевич; Отдел обучения и развития персонала; Техник; 309879
Сотрудник 399: Трифонова Ольга Викторовна; Отдел обучения и развития персонала; Техник - программист; 324724
Сотрудник 400: Федорова Мария Степановна; Отдел обучения и развития персонала; Инженер по научно-технической информации; 120955
Сотрудник 401: Филатова Екатерина Мироновна; Отдел обучения и развития персонала; Экономист вычислительного (информационно - вычислительного) центра; 280249
Сотрудник 402: Фомин Константин Юрьевич; Отдел обучения и развития персонала; Технический редактор; 476628
Сотрудник 403: Шубин Иван Владимирович; Отдел обучения и развития персонала; Директор по связям с инвесторами; 475357
Сотрудник 404: Беспалова Анастасия Никитична; Отдел охраны труда; Инспектор по кадрам; 387234
Сотрудник 405: Бирюков Григорий Кириллович; Отдел охраны труда; Социолог; 334702
Сотрудник 406: Васильев Никита Всеволодович; Отдел охраны труда; Мастер контрольный (участка, цеха); 187468
Сотрудник 407: Воробьева Кира Николаевна; Отдел охраны труда; Начальник цеха опытного производства; 148737
Сотрудник 408: Глебов Платон Дмитриевич; Отдел охраны труда; Начальник отдела (лаборатории, сектора) по защите информации; 420894
Сотрудник 409: Горелов Ярослав Даниилович; Отдел охраны труда; Лаборант; 364249
Сотрудник 410: Иванов Арсений Антонович; Отдел охраны труда; Заведующий отделом (бюро) оформления проектных материалов; 342392
Сотрудник 411: Калинин Кирилл Дмитриевич; Отдел охраны труда; Редактор; 237214
Сотрудник 412: Краснова Ксения Лукинична; Отдел охраны труда; Ландшафтный архитектор; 172340
Сотрудник 413: Кузнецов Фёдор Иванович; Отдел охраны труда; Шеф-инженер; 152288
Сотрудник 414: Михайлова Валерия Кирилловна; Отдел охраны труда; Начальник планово - экономического отдела; 275735
Сотрудник 415: Петров Роберт Романович; Отдел охраны труда; Главный конструктор; 396370
Сотрудник 416: Софронова Марина Фёдоровна; Отдел охраны труда; Нарядчик; 118625
Сотрудник 417: Степанов Георгий Даниилович; Отдел охраны труда; Начальник отдела охраны окружающей среды; 233251
Сотрудник 418: Фадеева Мария Максимовна; Отдел охраны труда; Аукционист; 188938
Сотрудник 419: Царев Владимир Артёмович; Отдел охраны труда; Директор (начальник) вычислительного (информационно - вычислительного) центра; 388022
Сотрудник 420: Добрынин Матвей Александрович; Отдел патентования и лицензирования; Инженер-технолог (технолог); 455523
Сотрудник 421: Котова Василиса Васильевна; Отдел патентования и лицензирования; Начальник отдела стандартизации; 288115
Сотрудник 422: Кузнецова Юлия Михайловна; Отдел патентования и лицензирования; Начальник (заведующий) мастерской; 397934
Сотрудник 423: Лаврова Вероника Михайловна; Отдел патентования и лицензирования; Специалист по маркетингу; 223733
Сотрудник 424: Литвинова Валерия Данииловна; Отдел патентования и лицензирования; Экономист по труду; 151320
Сотрудник 425: Лукин Дмитрий Артёмович; Отдел патентования и лицензирования; Агент коммерческий; 393598
Сотрудник 426: Мартынов Ярослав Платонович; Отдел патентования и лицензирования; Экономист по финансовой работе; 475455
Сотрудник 427: Попов Алексей Даниилович; Отдел патентования и лицензирования; Инженер по наладке и испытаниям; 495016
Сотрудник 428: Субботина Алиса Михайловна; Отдел патентования и лицензирования; Инженер по качеству; 236619
Сотрудник 429: Боброва Александра Семёновна; Отдел по работе с партнёрами; Инженер по охране окружающей среды (эколог); 165962
Сотрудник 430: Зайцева Анна Гордеевна; Отдел по работе с партнёрами; Директор по связям с инвесторами; 228279
Сотрудник 431: Калачев Даниил Лукич; Отдел по работе с партнёрами; Дежурный бюро пропусков; 479103
Сотрудник 432: Короткова Мирослава Павловна; Отдел по работе с партнёрами; Инспектор по контролю за исполнением поручений; 133029
Сотрудник 433: Малышева Анастасия Максимовна; Отдел по работе с партнёрами; Начальник лаборатории (бюро) по организации труда и управления производством; 225690
Сотрудник 434: Николаев Александр Даниилович; Отдел по работе с партнёрами; Главный редактор; 228831
Сотрудник 435: Свиридова Алёна Ярославовна; Отдел по работе с партнёрами; Агент по снабжению; 216300
Сотрудник 436: Яковлева Милана Денисовна; Отдел по работе с партнёрами; Физиолог; 411574
Сотрудник 437: Балашова Елизавета Александровна; Отдел продаж; Коммивояжер; 391069
Сотрудник 438: Казакова Милана Ивановна; Отдел продаж; Инженер по комплектации оборудования; 397600
Сотрудник 439: Кудрявцев Тимофей Фёдорович; Отдел продаж; Инженер-технолог (технолог); 456823
Сотрудник 440: Макарова Яна Данииловна; Отдел продаж; Главный диспетчер; 365940
Сотрудник 441: Никитина Нина Константиновна; Отдел продаж; Экономист по бухгалтерскому учету и анализу хозяйственной деятельности; 288401
Сотрудник 442: Осипова Арина Тимофеевна; Отдел продаж; Агент по закупкам; 487055
Сотрудник 443: Тимофеева Александра Дмитриевна; Отдел продаж; Техник вычислительного (информационно-вычислительного) центра; 380934
Сотрудник 444: Федорова Мария Степановна; Отдел продаж; Художник; 298129
Сотрудник 445: Харитонов Василий Максимович; Отдел продаж; Начальник отдела патентной и изобретательской работы; 211219
Сотрудник 446: Александрова Елизавета Артёмовна; Отдел разработки; Эксперт по оценке соответствия лифтов требованиям безопасности; 496604
Сотрудник 447: Антонов Никита Леонидович; Отдел разработки; Редактор; 375478
Сотрудник 448: Горбачев Алексей Демьянович; Отдел разработки; Заведующий экспедицией; 289519
Сотрудник 449: Зайцева Анна Глебовна; Отдел разработки; Эксперт по промышленной безопасности подъемных сооружений; 247513
Сотрудник 450: Золотарев Александр Дмитриевич; Отдел разработки; Начальник исследовательской лаборатории; 453219
Сотрудник 451: Калашников Владислав Егорович; Отдел разработки; Машинистка; 364050
Сотрудник 452: Калашников Владислав Егорович; Отдел разработки; Начальник смены; 392415
Сотрудник 453: Короткова Василиса Ярославовна; Отдел разработки; Инженер по организации труда; 267845
Сотрудник 454: Крылова Мирослава Глебовна; Отдел разработки; Заведующий копировально-множительным бюро; 117788
Сотрудник 455: Куликова Ева Кирилловна; Отдел разработки; Заведующий отделом (бюро) оформления проектных материалов; 167720
Сотрудник 456: Мельникова Мирослава Данииловна; Отдел разработки; Начальник отдела кадров; 333327
Сотрудник 457: Назаров Ярослав Фёдорович; Отдел разработки; Эксперт по оценке соответствия лифтов требованиям безопасности; 391853
Сотрудник 458: Попова Светлана Александровна; Отдел разработки; Главный сварщик; 179976
Сотрудник 459: Сальникова Вера Владимировна; Отдел разработки; Агент; 280958
Сотрудник 460: Соболева Дарья Егоровна; Отдел разработки; Секретарь руководителя; 444385
Сотрудник 461: Шевелева Арина Дмитриевна; Отдел разработки; Инженер по подготовке кадров; 366699
Сотрудник 462: Бирюков Сергей Никитич; Отдел сертификации; Инженер-конструктор (конструктор); 408448
Сотрудник 463: Воронов Адам Кириллович; Отдел сертификации; Экономист по планированию; 105654
Сотрудник 464: Грачев Иван Семёнович; Отдел сертификации; Механик; 447003
Сотрудник 465: Ефремов Фёдор Миронович; Отдел сертификации; Начальник отдела информации; 128005
Сотрудник 466: Кудрявцев Тимофей Фёдорович; Отдел сертификации; Инженер по ремонту; 225116
Сотрудник 467: Максимова Нина Тимофеевна; Отдел сертификации; Дежурный бюро пропусков; 320069
Сотрудник 468: Малышева Анастасия Максимовна; Отдел сертификации; Мастер участка; 460823
Сотрудник 469: Маркелова Дарья Дмитриевна; Отдел сертификации; Заведующий отделом (бюро) оформления проектных материалов; 214114
Сотрудник 470: Минина Валентина Максимовна; Отдел сертификации; Выпускающий; 215597
Сотрудник 471: Павлова Ева Антоновна; Отдел сертификации; Заведующий камерой хранения; 431934
Сотрудник 472: Семенова Мирослава Семёновна; Отдел сертификации; Математик; 249600
Сотрудник 473: Соколов Алексей Даниилович; Отдел сертификации; Переводчик; 239364
Сотрудник 474: Сомов Борис Демидович; Отдел сертификации; Заведующий фотолабораторией; 409621
Сотрудник 475: Черных Тимофей Сергеевич; Отдел сертификации; Секретарь незрячего специалиста; 146435
Сотрудник 476: Белякова Злата Степановна; Отдел снабжения; Специалист по защите информации; 173274
Сотрудник 477: Гаврилов Лев Фёдорович; Отдел снабжения; Главный редактор; 397305
Сотрудник 478: Иванова Арина Кирилловна; Отдел снабжения; Начальник отдела автоматизации и механизации производственных процессов; 322695
Сотрудник 479: Комарова Алёна Данииловна; Отдел снабжения; Техник-лаборант; 295264
Сотрудник 480: Кузнецова Татьяна Артемьевна; Отдел снабжения; Начальник отдела автоматизации и механизации производственных процессов; 369400
Сотрудник 481: Макеева Ева Данииловна; Отдел снабжения; Начальник отдела организации и оплаты труда; 133660
Сотрудник 482: Михайлов Даниил Даниилович; Отдел снабжения; Экономист; 332826
Сотрудник 483: Новиков Артемий Глебович; Отдел снабжения; Корректор; 437180
Сотрудник 484: Соколов Владимир Ильич; Отдел снабжения; Научный сотрудник; 138031
Сотрудник 485: Спиридонова София Марковна; Отдел снабжения; Начальник производственной лаборатории (по контролю производства); 248840
Сотрудник 486: Яковлев Арсений Максимович; Отдел снабжения; Хронометражист; 258998
Сотрудник 487: Агеева Ева Макаровна; Отдел социального обеспечения; Директор (начальник) вычислительного (информационно - вычислительного) центра; 433658
Сотрудник 488: Ерофеев Кирилл Всеволодович; Отдел социального обеспечения; Начальник отдела по связям с инвесторами; 453233
Сотрудник 489: Калачева Арина Владиславовна; Отдел социального обеспечения; Оператор диспетчерской службы; 291995
Сотрудник 490: Кондратьева Диана Викторовна; Отдел социального обеспечения; Агент по закупкам; 175807
Сотрудник 491: Кочетова Полина Дмитриевна; Отдел социального обеспечения; Заведующий хозяйством; 405197
Сотрудник 492: Матвеева Анастасия Захаровна; Отдел социального обеспечения; Инженер-технолог (технолог); 477364
Сотрудник 493: Молчанов Михаил Робертович; Отдел социального обеспечения; Главный специалист в основном отделе (архитектурнопланировочной мастерской); 446807
Сотрудник 494: Петров Даниил Александрович; Отдел социального обеспечения; Директор (начальник) вычислительного (информационно - вычислительного) центра; 410211
Сотрудник 495: Громов Матвей Артёмович; Отдел стратегического планирования; Заведующий (начальник) отделом стандартизации; 304100
Сотрудник 496: Гусев Александр Андреевич; Отдел стратегического планирования; Экономист по бухгалтерскому учету и анализу хозяйственной деятельности; 219738
Сотрудник 497: Гусев Егор Леонидович; Отдел стратегического планирования; Копировщик; 461528
Сотрудник 498: Ефремова Ксения Егоровна; Отдел стратегического планирования; Инженер по метрологии; 491883
Сотрудник 499: Иванова Ульяна Матвеевна; Отдел стратегического планирования; Психолог; 173412
Сотрудник 500: Латышев Тимофей Григорьевич; Отдел стратегического планирования; Заведующий производством (шеф-повар); 416466
Сотрудник 501: Орлов Василий Артурович; Отдел стратегического планирования; Специалист по связям с общественностью; 261689
Сотрудник 502: Свиридова Алёна Ярославовна; Отдел стратегического планирования; Инженер-лаборант; 118312
Сотрудник 503: Фадеева Мария Максимовна; Отдел стратегического планирования; Заместитель директора по капитальному строительству; 308671
Сотрудник 504: Шубина Василиса Денисовна; Отдел стратегического планирования; Диспетчер; 203077
Сотрудник 505: Акимов Ярослав Владиславович; Отдел технической поддержки; Главный специалист по защите информации; 318527
Сотрудник 506: Бессонова Алиса Тимофеевна; Отдел технической поддержки; Заведующий камерой хранения; 279439
Сотрудник 507: Горшкова Вероника Егоровна; Отдел технической поддержки; Техник вычислительного (информационно-вычислительного) центра; 487476
Сотрудник 508: Григорьев Игорь Ярославович; Отдел технической поддержки; Техник по труду; 312684
Сотрудник 509: Григорьева Вероника Ивановна; Отдел технической поддержки; Инженер-конструктор (конструктор); 332258
Сотрудник 510: Гусев Марк Андреевич; Отдел технической поддержки; Начальник исследовательской лаборатории; 278234
Сотрудник 511: Ефимов Арсений Ильич; Отдел технической поддержки; Инженер-электроник (электроник); 123812
Сотрудник 512: Иванов Даниил Васильевич; Отдел технической поддержки; Заведующий техническим архивом; 495547
Сотрудник 513: Калашников Владислав Егорович; Отдел технической поддержки; Юрисконсульт; 239864
Сотрудник 514: Лебедев Максим Ярославович; Отдел технической поддержки; Кодификатор; 345483
Сотрудник 515: Малышев Арсений Германович; Отдел технической поддержки; Инженер по научно-технической информации; 138136
Сотрудник 516: Маркова Дарина Львовна; Отдел технической поддержки; Художник; 409536
Сотрудник 517: Медведева Вероника Григорьевна; Отдел технической поддержки; Главный конструктор проекта; 137702
Сотрудник 518: Сомов Борис Демидович; Отдел технической поддержки; Инженер по автоматизированным системам управления производством; 397216
Сотрудник 519: Степанова Ева Максимовна; Отдел технической поддержки; Дилер; 455408
Сотрудник 520: Ульянов Мирон Никитич; Отдел технической поддержки; Художественный редактор; 387758
Сотрудник 521: Шевелева Арина Дмитриевна; Отдел технической поддержки; Начальник отдела кадров; 143556
Сотрудник 522: Борисов Александр Елисеевич; Отдел управления проектами; Инженер по автоматизации и механизации производственных процессов; 468476
Сотрудник 523: Вавилов Никита Маркович; Отдел управления проектами; (начальник) научноисследовательским сектором (лабораторией), входящим в состав научно - исследовательского отдела (отделения, лаборатории) института; 363206
Сотрудник 524: Ермилов Андрей Гордеевич; Отдел управления проектами; Начальник отдела сбыта; 454421
Сотрудник 525: Зубкова Полина Тимуровна; Отдел управления проектами; Экономист по бухгалтерскому учету и анализу хозяйственной деятельности; 477811
Сотрудник 526: Козлов Андрей Артёмович; Отдел управления проектами; Экономист; 292427
Сотрудник 527: Кузнецова Алиса Михайловна; Отдел управления проектами; Специалист по автотехнической экспертизе (эксперт-автотехник); 154061
Сотрудник 528: Кузнецова Вероника Тимуровна; Отдел управления проектами; Секретарь - машинистка; 240672
Сотрудник 529: Кузнецова Ирина Мироновна; Отдел управления проектами; Делопроизводитель; 263396
Сотрудник 530: Кузьмина Майя Дмитриевна; Отдел управления проектами; Руководитель подразделения; 208062
Сотрудник 531: Лапин Гордей Демидович; Отдел управления проектами; Начальник отдела организации и оплаты труда; 481489
Сотрудник 532: Нестерова Александра Артёмовна; Отдел управления проектами; Начальник гаража; 452170
Сотрудник 533: Петров Егор Дмитриевич; Отдел управления проектами; Секретарь-стенографистка; 442689
Сотрудник 534: Петрова София Тимуровна; Отдел управления проектами; Агент по закупкам; 444003
Сотрудник 535: Сахарова Мила Ивановна; Отдел управления проектами; Заведующий общежитием; 457898
Сотрудник 536: Сизов Даниил Даниилович; Отдел управления проектами; Техник по планированию; 240294
Сотрудник 537: Сорокин Алексей Артёмович; Отдел управления проектами; Главный энергетик; 475761
Сотрудник 538: Федорова Вера Дмитриевна; Отдел управления проектами; Дежурный (по выдаче справок, залу, этажу гостиницы, комнате отдыха, общежитию и др.); 457096
Сотрудник 539: Фомин Степан Иванович; Отдел управления проектами; Товаровед; 244111
Сотрудник 540: Шапошников Тимур Артёмович; Отдел управления проектами; Директор (генеральный директор, управляющий) предприятия; 393972
Сотрудник 541: Борисов Тимур Георгиевич; Отдел управления рисками; Начальник инструментального отдела; 225943
Сотрудник 542: Винокуров Иван Егорович; Отдел управления рисками; Копировщик; 485661
Сотрудник 543: Воробьева Василиса Артёмовна; Отдел управления рисками; Главный диспетчер; 293533
Сотрудник 544: Воробьева Василиса Артёмовна; Отдел управления рисками; Экспедитор по перевозке грузов; 480571
Сотрудник 545: Воронцов Георгий Андреевич; Отдел управления рисками; Ведущий экономист; 150582
Сотрудник 546: Давыдова Анастасия Богдановна; Отдел управления рисками; Начальник автоколонны; 191634
Сотрудник 547: Жаров Мирон Романович; Отдел управления рисками; Хронометражист; 115413
Сотрудник 548: Иванов Арсений Антонович; Отдел управления рисками; Техник-конструктор; 414718
Сотрудник 549: Ковалев Максим Фёдорович; Отдел управления рисками; Секретарь незрячего специалиста; 476068
Сотрудник 550: Лазарева Елизавета Александровна; Отдел управления рисками; Заведующий фотолабораторией; 406611
Сотрудник 551: Лебедев Фёдор Богданович; Отдел управления рисками; Начальник отдела информации; 266364
Сотрудник 552: Михайлова Валерия Кирилловна; Отдел управления рисками; Художник; 199770
Сотрудник 553: Морозова Елена Львовна; Отдел управления рисками; Хронометражист; 344334
Сотрудник 554: Орлов Василий Артурович; Отдел управления рисками; Техник по метрологии; 460451
Сотрудник 555: Попова Светлана Александровна; Отдел управления рисками; Начальник отдела кадров; 264048
Сотрудник 556: Сальникова Вера Владимировна; Отдел управления рисками; Начальник отдела автоматизированной системы управления производством; 282718
Сотрудник 557: Алексеева Арина Руслановна; Отдел цифровой трансформации; Заведующий научно-технической библиотекой; 403328
Сотрудник 558: Алексеева Злата Максимовна; Отдел цифровой трансформации; Начальник смены; 303959
Сотрудник 559: Васильева Алиса Тимофеевна; Отдел цифровой трансформации; Начальник отдела по связям с общественностью; 256990
Сотрудник 560: Гришин Никита Артёмович; Отдел цифровой трансформации; Заместитель директора по управлению персоналом; 217446
Сотрудник 561: Жуков Георгий Даниилович; Отдел цифровой трансформации; Заведующий общежитием; 209861
Сотрудник 562: Зубкова Полина Тимуровна; Отдел цифровой трансформации; Начальник отдела подготовки кадров; 192353
Сотрудник 563: Игнатов Андрей Михайлович; Отдел цифровой трансформации; Психолог; 234032
Сотрудник 564: Карпова Анна Михайловна; Отдел цифровой трансформации; Заведующий копировально-множительным бюро; 242002
Сотрудник 565: Климов Родион Максимович; Отдел цифровой трансформации; Главный инженер проекта. Главный архитектор проекта; 379194
Сотрудник 566: Лебедев Александр Георгиевич; Отдел цифровой трансформации; Инженер по патентной и изобретательской работе; 323942
Сотрудник 567: Малышева Анастасия Максимовна; Отдел цифровой трансформации; Заведующий складом; 415805
